time-step,number of users,number of winners,prices
1,25,22,8252.636645584247
61,25,22,8252.636645584247
121,25,15,4318.145784364991
181,25,22,8252.636645584247
241,25,15,4318.145784364991
301,25,15,4318.145784364991
361,25,15,4318.145784364991
421,25,15,4318.145784364991
481,25,15,4318.145784364991
541,25,15,4318.145784364991
601,25,22,8252.636645584247
661,25,22,8252.636645584247
721,25,15,4318.145784364991
781,25,15,4318.145784364991
841,25,15,4318.145784364991
