time-step,number of users,number of winners,prices
1,8,8,0
61,8,8,0
121,14,11,3898.8191566099777
181,18,15,7656.539670861133
241,24,22,3093.0698695329875
301,25,22,2730.45990160428
361,25,18,7952.153789067645
421,25,12,3770.736025321903
481,25,12,3770.736025321903
541,25,18,6096.534306457873
601,25,25,0
661,21,13,2919.3334274248296
721,13,13,0
781,10,8,3749.7563329235586
