time-step,number of users,exec time
1,8,0.0006501674652099609
61,8,0.0011377334594726562
121,14,0.0009009838104248047
181,18,0.0010700225830078125
241,24,0.0024421215057373047
301,25,0.0014808177947998047
361,25,0.0010688304901123047
421,25,0.0013375282287597656
481,25,0.0016074180603027344
541,25,0.0025446414947509766
601,25,0.0015752315521240234
661,21,0.0027074813842773438
721,13,0.0016129016876220703
781,10,0.0006659030914306641
