time-step,number of winners,result list
1,8,"[('v6', 'c19'), ('v3', 'c19'), ('v5', 'c19'), ('v0', 'c19'), ('v1', 'c19'), ('v2', 'c19'), ('v14', 'c19'), ('v4', 'c3')]"
61,8,"[('v6', 'c19'), ('v3', 'c19'), ('v5', 'c19'), ('v0', 'c19'), ('v1', 'c19'), ('v2', 'c19'), ('v14', 'c19'), ('v4', 'c3')]"
121,11,"[('v18', 'c25'), ('v20', 'c23'), ('v6', 'c23'), ('v3', 'c23'), ('v5', 'c23'), ('v0', 'c23'), ('v11', 'c25'), ('v9', 'c23'), ('v23', 'c23'), ('v2', 'c23'), ('v13', 'c25')]"
181,15,"[('v18', 'c9'), ('v19', 'c9'), ('v7', 'c9'), ('v20', 'c9'), ('v6', 'c9'), ('v10', 'c9'), ('v3', 'c9'), ('v5', 'c9'), ('v0', 'c9'), ('v8', 'c12'), ('v11', 'c12'), ('v9', 'c12'), ('v1', 'c12'), ('v23', 'c12'), ('v2', 'c12')]"
241,22,"[('v12', 'c18'), ('v15', 'c18'), ('v18', 'c7'), ('v19', 'c7'), ('v7', 'c7'), ('v20', 'c7'), ('v6', 'c10'), ('v16', 'c7'), ('v21', 'c18'), ('v10', 'c7'), ('v3', 'c10'), ('v5', 'c10'), ('v0', 'c10'), ('v8', 'c7'), ('v11', 'c7'), ('v9', 'c7'), ('v1', 'c10'), ('v24', 'c10'), ('v23', 'c10'), ('v2', 'c14'), ('v14', 'c14'), ('v4', 'c14')]"
301,22,"[('v17', 'c8'), ('v12', 'c8'), ('v15', 'c8'), ('v18', 'c8'), ('v19', 'c8'), ('v7', 'c8'), ('v20', 'c8'), ('v6', 'c8'), ('v16', 'c8'), ('v21', 'c8'), ('v10', 'c8'), ('v3', 'c18'), ('v5', 'c18'), ('v0', 'c18'), ('v8', 'c26'), ('v11', 'c26'), ('v9', 'c18'), ('v24', 'c8'), ('v23', 'c18'), ('v2', 'c18'), ('v13', 'c26'), ('v22', 'c26')]"
361,18,"[('v17', 'c5'), ('v12', 'c5'), ('v15', 'c5'), ('v18', 'c5'), ('v19', 'c5'), ('v7', 'c5'), ('v20', 'c6'), ('v6', 'c6'), ('v16', 'c5'), ('v21', 'c5'), ('v10', 'c5'), ('v3', 'c6'), ('v5', 'c6'), ('v0', 'c6'), ('v8', 'c5'), ('v9', 'c6'), ('v23', 'c6'), ('v2', 'c6')]"
421,12,"[('v17', 'c16'), ('v12', 'c16'), ('v15', 'c16'), ('v18', 'c16'), ('v19', 'c16'), ('v7', 'c16'), ('v20', 'c16'), ('v6', 'c16'), ('v16', 'c16'), ('v21', 'c16'), ('v10', 'c16'), ('v24', 'c16')]"
481,12,"[('v17', 'c24'), ('v12', 'c24'), ('v15', 'c24'), ('v18', 'c24'), ('v19', 'c24'), ('v7', 'c24'), ('v20', 'c24'), ('v6', 'c24'), ('v16', 'c24'), ('v21', 'c24'), ('v10', 'c24'), ('v24', 'c24')]"
541,18,"[('v17', 'c20'), ('v12', 'c20'), ('v15', 'c20'), ('v18', 'c20'), ('v19', 'c20'), ('v7', 'c20'), ('v20', 'c20'), ('v6', 'c20'), ('v16', 'c20'), ('v21', 'c20'), ('v10', 'c20'), ('v3', 'c24'), ('v5', 'c24'), ('v0', 'c24'), ('v9', 'c24'), ('v24', 'c20'), ('v23', 'c24'), ('v2', 'c24')]"
601,25,"[('v17', 'c11'), ('v12', 'c11'), ('v15', 'c11'), ('v18', 'c11'), ('v19', 'c11'), ('v7', 'c11'), ('v20', 'c20'), ('v6', 'c20'), ('v16', 'c11'), ('v21', 'c11'), ('v10', 'c11'), ('v3', 'c20'), ('v5', 'c20'), ('v0', 'c20'), ('v8', 'c11'), ('v11', 'c1'), ('v9', 'c20'), ('v1', 'c2'), ('v24', 'c1'), ('v23', 'c20'), ('v2', 'c20'), ('v13', 'c1'), ('v22', 'c1'), ('v14', 'c2'), ('v4', 'c2')]"
661,13,"[('v18', 'c11'), ('v7', 'c11'), ('v20', 'c11'), ('v6', 'c11'), ('v16', 'c11'), ('v21', 'c11'), ('v10', 'c11'), ('v3', 'c11'), ('v5', 'c11'), ('v0', 'c11'), ('v8', 'c4'), ('v24', 'c11'), ('v22', 'c4')]"
721,13,"[('v20', 'c13'), ('v6', 'c13'), ('v10', 'c13'), ('v3', 'c13'), ('v5', 'c13'), ('v0', 'c13'), ('v9', 'c13'), ('v1', 'c4'), ('v24', 'c13'), ('v23', 'c13'), ('v2', 'c4'), ('v14', 'c4'), ('v4', 'c4')]"
781,8,"[('v6', 'c15'), ('v10', 'c15'), ('v3', 'c15'), ('v5', 'c15'), ('v0', 'c15'), ('v1', 'c15'), ('v23', 'c15'), ('v2', 'c15')]"
