time-step,number of users,avg latency (for the allocated)
1,8,0.4196393014156703
61,8,0.4196393014156703
121,14,0.22109143324406652
181,18,0.33341396802795537
241,24,0.36071391520370805
301,25,0.33531421517197807
361,25,0.12552436433331604
421,25,0.08502645230501138
481,25,0.071428787133169
541,25,0.1959096760871853
601,25,0.41018864012155126
661,21,0.21844086485534356
721,13,0.3868615578695572
781,10,0.14968682959397314
