time-step,number of users,number of winners,prices
1,32,32,0
61,49,49,0
121,69,60,0.0
181,91,82,0.0
241,100,66,0.0
301,98,76,0.0
361,91,67,0.0
421,80,68,0.0
481,74,72,0.0
541,61,40,0.0
601,45,28,0.0
661,40,32,0.0
721,30,21,0.0
781,12,12,0
841,3,3,0
