time-step,number of users,avg latency (for the allocated)
1,32,0.27927434053566236
61,49,0.38137400738308236
121,69,0.24890222488571628
181,91,0.28777047326962873
241,100,0.1962799789511098
301,98,0.2866144679968312
361,91,0.23897632301622612
421,80,0.26481881945371677
481,74,0.31032274509625496
541,61,0.12671598431278355
601,45,0.17733612905281285
661,40,0.29555302658033816
721,30,0.14669412740212018
781,12,0.2614176511089568
841,3,0.28495332119796574
