time-step,number of users,used cloudlets,used cpu avg,used cpu std,unused cpu,used storage avg,used storage std,unused storage,used ram avg,used ram std,unused ram
1,30,3,81.33333333333333,4.988876515698588,56.0,87040.0,33724.70066089048,12026880,126976.0,18620.664076951354,110592
61,30,4,69.0,21.79449471770337,124.0,73472.0,37487.177114314705,16090112,128000.0,16223.211026180976,143360
121,30,6,67.33333333333333,25.759572115148877,196.0,62634.666666666664,34556.10183776843,24200192,123562.66666666667,17444.771620427964,241664
181,30,7,62.285714285714285,26.863221196670075,264.0,58368.0,33656.524971286875,28263424,124635.42857142857,16363.088696009363,274432
241,30,7,62.285714285714285,26.863221196670075,264.0,58368.0,33656.524971286875,28263424,124635.42857142857,16363.088696009363,274432
301,28,7,56.57142857142857,27.74813838212339,304.0,53686.857142857145,31097.328922633355,28296192,117613.71428571429,29268.843374650045,323584
361,28,7,56.57142857142857,27.74813838212339,304.0,53686.857142857145,31097.328922633355,28296192,117613.71428571429,29268.843374650045,323584
421,23,7,47.42857142857143,29.50475575640134,368.0,48128.0,31294.887505789186,28335104,114102.85714285714,33664.78962370274,348160
481,21,6,51.333333333333336,32.20075913528886,292.0,50688.0,33116.81015234811,24271872,119466.66666666667,40714.64291327575,266240
541,15,4,53.0,30.380915061926625,188.0,51456.0,27613.60823941703,16178176,113664.0,30702.928589957017,200704
601,15,4,53.0,30.380915061926625,188.0,51456.0,27613.60823941703,16178176,113664.0,30702.928589957017,200704
661,13,3,54.666666666666664,16.759740119968715,136.0,57685.333333333336,20072.025331014527,12114944,118784.0,29725.410723262794,135168
721,9,2,60.0,12.0,80.0,60416.0,11264.0,8071168,102400.0,36864.0,122880
781,7,2,40.0,32.0,120.0,44032.0,27648.0,8103936,77824.0,61440.0,172032
841,6,1,72.0,0.0,28.000000000000004,71680.0,0.0,4024320,139264.0,0.0,24576
