time-step,number of users,exec time
1,30,0.3224368095397949
61,30,0.3049156665802002
121,30,0.23683691024780273
181,30,0.25421810150146484
241,30,0.2752988338470459
301,28,0.32836198806762695
361,28,0.26938414573669434
421,23,0.24957060813903809
481,21,0.20877599716186523
541,15,0.19098162651062012
601,15,0.158552885055542
661,13,0.16286659240722656
721,9,0.129364013671875
781,7,0.07716608047485352
841,6,0.05737566947937012
