time-step,number of users,exec time,pricing time,two-phases time
1,32,0.0012323856353759766,0.010310173034667969,[]
61,49,0.0011034011840820312,0.01887035369873047,[]
121,69,0.0016095638275146484,0.02483654022216797,[]
181,91,0.0026128292083740234,0.04200434684753418,[]
241,100,0.0019216537475585938,0.029424428939819336,[]
301,98,0.002247333526611328,0.041977643966674805,[]
361,91,0.002692699432373047,0.02882099151611328,[]
421,80,0.0016684532165527344,0.03111124038696289,[]
481,74,0.00177764892578125,0.03266787528991699,[]
541,61,0.002850770950317383,0.017335891723632812,[]
601,45,0.0019080638885498047,0.007241010665893555,[]
661,40,0.0013401508331298828,0.010645389556884766,[]
721,30,0.0012941360473632812,0.004205465316772461,[]
781,12,0.0010902881622314453,0.002958536148071289,[]
841,3,0.0008440017700195312,0.0010709762573242188,[]
