time-step,number of users,avg latency (for the allocated)
1,32,0.2253907792223962
61,49,0.31289939721535154
121,69,0.22973511018472295
181,91,0.22566456381722547
241,100,0.1709089354609169
301,98,0.2500427843512204
361,91,0.20253816343939668
421,80,0.20601854913864615
481,74,0.2901011194739551
541,61,0.10280734971195712
601,45,0.13675548105354915
661,40,0.18378696676959272
721,30,0.10655225377850798
781,12,0.26041747103333523
841,3,0.28495332119796574
