time-step,number of users,exec time,pricing time,two-phases time
1,32,0.0015423297882080078,0.010260581970214844,[]
61,49,0.0012140274047851562,0.018993616104125977,[]
121,69,0.002242565155029297,0.02489638328552246,[]
181,91,0.002969503402709961,0.044008731842041016,[]
241,100,0.0024979114532470703,0.02949070930480957,[]
301,98,0.002504110336303711,0.03476285934448242,[]
361,91,0.002714872360229492,0.027162790298461914,[]
421,80,0.0033712387084960938,0.028358936309814453,[]
481,74,0.0029320716857910156,0.03414750099182129,[]
541,61,0.0021178722381591797,0.011465311050415039,[]
601,45,0.002051830291748047,0.007313251495361328,[]
661,40,0.002412557601928711,0.008812904357910156,[]
721,30,0.0016374588012695312,0.0043942928314208984,[]
781,12,0.0016236305236816406,0.003077983856201172,[]
841,3,0.0009026527404785156,0.001161813735961914,[]
