time-step,number of winners,result list
1,32,"[('v20', 'ramIntensive', 'c0'), ('v21', 'gp1', 'c0'), ('v27', 'gp2', 'c0'), ('v62', 'cpuIntensive', 'c0'), ('v95', 'ramIntensive', 'c0'), ('v2', 'gp2', 'c10'), ('v3', 'ramIntensive', 'c10'), ('v10', 'gp1', 'c10'), ('v17', 'gp2', 'c10'), ('v18', 'gp1', 'c10'), ('v22', 'cpuIntensive', 'c10'), ('v23', 'gp1', 'c10'), ('v0', 'gp1', 'c45'), ('v1', 'ramIntensive', 'c45'), ('v4', 'gp2', 'c45'), ('v7', 'cpuIntensive', 'c45'), ('v8', 'cpuIntensive', 'c45'), ('v9', 'gp2', 'c45'), ('v12', 'gp2', 'c45'), ('v13', 'gp1', 'c45'), ('v16', 'gp2', 'c45'), ('v24', 'gp1', 'c45'), ('v25', 'gp1', 'c45'), ('v43', 'gp2', 'c45'), ('v5', 'ramIntensive', 'c50'), ('v6', 'gp1', 'c50'), ('v11', 'cpuIntensive', 'c50'), ('v14', 'gp1', 'c50'), ('v15', 'gp2', 'c50'), ('v19', 'ramIntensive', 'c50'), ('v35', 'gp1', 'c50'), ('v76', 'gp2', 'c50')]"
61,49,"[('v20', 'ramIntensive', 'c0'), ('v21', 'gp1', 'c0'), ('v27', 'gp2', 'c0'), ('v62', 'cpuIntensive', 'c0'), ('v95', 'ramIntensive', 'c0'), ('v40', 'cpuIntensive', 'c0'), ('v44', 'cpuIntensive', 'c0'), ('v5', 'ramIntensive', 'c3'), ('v6', 'gp1', 'c3'), ('v11', 'cpuIntensive', 'c3'), ('v14', 'gp1', 'c3'), ('v15', 'gp2', 'c3'), ('v19', 'ramIntensive', 'c3'), ('v35', 'gp1', 'c3'), ('v76', 'gp2', 'c3'), ('v83', 'gp2', 'c3'), ('v30', 'ramIntensive', 'c3'), ('v69', 'gp1', 'c3'), ('v26', 'gp2', 'c5'), ('v33', 'cpuIntensive', 'c5'), ('v72', 'gp2', 'c5'), ('v46', 'gp1', 'c5'), ('v92', 'ramIntensive', 'c5'), ('v2', 'gp2', 'c9'), ('v3', 'ramIntensive', 'c9'), ('v10', 'gp1', 'c9'), ('v17', 'gp2', 'c9'), ('v18', 'gp1', 'c9'), ('v22', 'cpuIntensive', 'c9'), ('v23', 'gp1', 'c9'), ('v54', 'cpuIntensive', 'c9'), ('v78', 'gp2', 'c9'), ('v98', 'ramIntensive', 'c9'), ('v0', 'gp1', 'c21'), ('v1', 'ramIntensive', 'c21'), ('v4', 'gp2', 'c21'), ('v7', 'cpuIntensive', 'c21'), ('v8', 'cpuIntensive', 'c21'), ('v9', 'gp2', 'c21'), ('v12', 'gp2', 'c21'), ('v13', 'gp1', 'c21'), ('v16', 'gp2', 'c21'), ('v24', 'gp1', 'c21'), ('v25', 'gp1', 'c21'), ('v43', 'gp2', 'c21'), ('v73', 'cpuIntensive', 'c34'), ('v85', 'gp2', 'c34'), ('v89', 'cpuIntensive', 'c34'), ('v90', 'ramIntensive', 'c34')]"
121,62,"[('v89', 'cpuIntensive', 'c3'), ('v90', 'ramIntensive', 'c3'), ('v51', 'gp2', 'c3'), ('v74', 'gp2', 'c3'), ('v75', 'gp1', 'c3'), ('v88', 'gp2', 'c3'), ('v99', 'ramIntensive', 'c3'), ('v42', 'gp2', 'c10'), ('v48', 'gp1', 'c10'), ('v57', 'ramIntensive', 'c10'), ('v59', 'gp1', 'c10'), ('v0', 'gp1', 'c21'), ('v1', 'ramIntensive', 'c21'), ('v4', 'gp2', 'c21'), ('v7', 'cpuIntensive', 'c21'), ('v8', 'cpuIntensive', 'c21'), ('v9', 'gp2', 'c21'), ('v12', 'gp2', 'c21'), ('v13', 'gp1', 'c21'), ('v16', 'gp2', 'c21'), ('v24', 'gp1', 'c21'), ('v25', 'gp1', 'c21'), ('v43', 'gp2', 'c21'), ('v5', 'ramIntensive', 'c26'), ('v6', 'gp1', 'c26'), ('v11', 'cpuIntensive', 'c26'), ('v14', 'gp1', 'c26'), ('v35', 'gp1', 'c26'), ('v76', 'gp2', 'c26'), ('v83', 'gp2', 'c26'), ('v69', 'gp1', 'c26'), ('v33', 'cpuIntensive', 'c26'), ('v46', 'gp1', 'c26'), ('v32', 'gp2', 'c26'), ('v81', 'gp2', 'c26'), ('v67', 'ramIntensive', 'c26'), ('v73', 'cpuIntensive', 'c34'), ('v85', 'gp2', 'c34'), ('v20', 'ramIntensive', 'c37'), ('v21', 'gp1', 'c37'), ('v27', 'gp2', 'c37'), ('v62', 'cpuIntensive', 'c37'), ('v95', 'ramIntensive', 'c37'), ('v40', 'cpuIntensive', 'c37'), ('v44', 'cpuIntensive', 'c37'), ('v56', 'ramIntensive', 'c40'), ('v64', 'cpuIntensive', 'c40'), ('v84', 'cpuIntensive', 'c40'), ('v2', 'gp2', 'c46'), ('v3', 'ramIntensive', 'c46'), ('v10', 'gp1', 'c46'), ('v17', 'gp2', 'c46'), ('v18', 'gp1', 'c46'), ('v22', 'cpuIntensive', 'c46'), ('v23', 'gp1', 'c46'), ('v54', 'cpuIntensive', 'c46'), ('v78', 'gp2', 'c46'), ('v98', 'ramIntensive', 'c46'), ('v68', 'gp1', 'c48'), ('v28', 'cpuIntensive', 'c48'), ('v82', 'gp2', 'c48'), ('v93', 'cpuIntensive', 'c48')]"
181,84,"[('v11', 'cpuIntensive', 'c1'), ('v14', 'gp1', 'c1'), ('v35', 'gp1', 'c1'), ('v30', 'ramIntensive', 'c1'), ('v69', 'gp1', 'c1'), ('v26', 'gp2', 'c1'), ('v72', 'gp2', 'c1'), ('v92', 'ramIntensive', 'c1'), ('v32', 'gp2', 'c1'), ('v81', 'gp2', 'c1'), ('v67', 'ramIntensive', 'c1'), ('v1', 'ramIntensive', 'c3'), ('v7', 'cpuIntensive', 'c3'), ('v8', 'cpuIntensive', 'c3'), ('v9', 'gp2', 'c3'), ('v13', 'gp1', 'c3'), ('v24', 'gp1', 'c3'), ('v25', 'gp1', 'c3'), ('v43', 'gp2', 'c3'), ('v73', 'cpuIntensive', 'c3'), ('v89', 'cpuIntensive', 'c3'), ('v90', 'ramIntensive', 'c3'), ('v42', 'gp2', 'c10'), ('v48', 'gp1', 'c10'), ('v57', 'ramIntensive', 'c10'), ('v59', 'gp1', 'c10'), ('v91', 'cpuIntensive', 'c10'), ('v34', 'cpuIntensive', 'c10'), ('v53', 'ramIntensive', 'c10'), ('v20', 'ramIntensive', 'c12'), ('v44', 'cpuIntensive', 'c12'), ('v28', 'cpuIntensive', 'c12'), ('v64', 'cpuIntensive', 'c12'), ('v93', 'cpuIntensive', 'c12'), ('v87', 'gp2', 'c12'), ('v29', 'gp2', 'c12'), ('v97', 'ramIntensive', 'c12'), ('v58', 'gp2', 'c12'), ('v2', 'gp2', 'c17'), ('v3', 'ramIntensive', 'c17'), ('v10', 'gp1', 'c17'), ('v17', 'gp2', 'c17'), ('v18', 'gp1', 'c17'), ('v22', 'cpuIntensive', 'c17'), ('v23', 'gp1', 'c17'), ('v54', 'cpuIntensive', 'c17'), ('v78', 'gp2', 'c17'), ('v98', 'ramIntensive', 'c17'), ('v79', 'gp1', 'c17'), ('v70', 'gp1', 'c17'), ('v5', 'ramIntensive', 'c18'), ('v6', 'gp1', 'c18'), ('v15', 'gp2', 'c18'), ('v19', 'ramIntensive', 'c18'), ('v76', 'gp2', 'c18'), ('v83', 'gp2', 'c18'), ('v33', 'cpuIntensive', 'c18'), ('v46', 'gp1', 'c18'), ('v49', 'gp2', 'c18'), ('v36', 'ramIntensive', 'c30'), ('v37', 'gp1', 'c30'), ('v45', 'cpuIntensive', 'c30'), ('v71', 'gp1', 'c30'), ('v80', 'ramIntensive', 'c30'), ('v96', 'cpuIntensive', 'c30'), ('v21', 'gp1', 'c39'), ('v27', 'gp2', 'c39'), ('v62', 'cpuIntensive', 'c39'), ('v40', 'cpuIntensive', 'c39'), ('v56', 'ramIntensive', 'c39'), ('v68', 'gp1', 'c39'), ('v82', 'gp2', 'c39'), ('v84', 'cpuIntensive', 'c39'), ('v41', 'gp1', 'c39'), ('v77', 'gp1', 'c39'), ('v52', 'cpuIntensive', 'c39'), ('v60', 'gp1', 'c39'), ('v31', 'cpuIntensive', 'c39'), ('v51', 'gp2', 'c50'), ('v74', 'gp2', 'c50'), ('v75', 'gp1', 'c50'), ('v88', 'gp2', 'c50'), ('v99', 'ramIntensive', 'c50'), ('v47', 'ramIntensive', 'c50')]"
241,63,"[('v0', 'gp1', 'c5'), ('v13', 'gp1', 'c5'), ('v24', 'gp1', 'c5'), ('v25', 'gp1', 'c5'), ('v89', 'cpuIntensive', 'c5'), ('v51', 'gp2', 'c5'), ('v74', 'gp2', 'c5'), ('v75', 'gp1', 'c5'), ('v88', 'gp2', 'c5'), ('v47', 'ramIntensive', 'c5'), ('v45', 'cpuIntensive', 'c5'), ('v96', 'cpuIntensive', 'c5'), ('v63', 'ramIntensive', 'c5'), ('v1', 'ramIntensive', 'c25'), ('v7', 'cpuIntensive', 'c25'), ('v8', 'cpuIntensive', 'c25'), ('v9', 'gp2', 'c25'), ('v12', 'gp2', 'c25'), ('v43', 'gp2', 'c25'), ('v73', 'cpuIntensive', 'c25'), ('v85', 'gp2', 'c25'), ('v90', 'ramIntensive', 'c25'), ('v2', 'gp2', 'c26'), ('v3', 'ramIntensive', 'c26'), ('v17', 'gp2', 'c26'), ('v18', 'gp1', 'c26'), ('v22', 'cpuIntensive', 'c26'), ('v54', 'cpuIntensive', 'c26'), ('v91', 'cpuIntensive', 'c26'), ('v34', 'cpuIntensive', 'c26'), ('v53', 'ramIntensive', 'c26'), ('v70', 'gp1', 'c26'), ('v38', 'gp1', 'c26'), ('v39', 'gp1', 'c26'), ('v27', 'gp2', 'c28'), ('v40', 'cpuIntensive', 'c28'), ('v84', 'cpuIntensive', 'c28'), ('v93', 'cpuIntensive', 'c28'), ('v52', 'cpuIntensive', 'c28'), ('v97', 'ramIntensive', 'c28'), ('v58', 'gp2', 'c28'), ('v66', 'cpuIntensive', 'c28'), ('v61', 'cpuIntensive', 'c28'), ('v11', 'cpuIntensive', 'c29'), ('v14', 'gp1', 'c29'), ('v35', 'gp1', 'c29'), ('v30', 'ramIntensive', 'c29'), ('v69', 'gp1', 'c29'), ('v26', 'gp2', 'c29'), ('v72', 'gp2', 'c29'), ('v92', 'ramIntensive', 'c29'), ('v32', 'gp2', 'c29'), ('v81', 'gp2', 'c29'), ('v67', 'ramIntensive', 'c29'), ('v5', 'ramIntensive', 'c35'), ('v6', 'gp1', 'c35'), ('v15', 'gp2', 'c35'), ('v19', 'ramIntensive', 'c35'), ('v76', 'gp2', 'c35'), ('v83', 'gp2', 'c35'), ('v33', 'cpuIntensive', 'c35'), ('v46', 'gp1', 'c35'), ('v49', 'gp2', 'c35')]"
301,79,"[('v42', 'gp2', 'c5'), ('v48', 'gp1', 'c5'), ('v57', 'ramIntensive', 'c5'), ('v59', 'gp1', 'c5'), ('v91', 'cpuIntensive', 'c5'), ('v34', 'cpuIntensive', 'c5'), ('v53', 'ramIntensive', 'c5'), ('v0', 'gp1', 'c16'), ('v4', 'gp2', 'c16'), ('v13', 'gp1', 'c16'), ('v25', 'gp1', 'c16'), ('v89', 'cpuIntensive', 'c16'), ('v90', 'ramIntensive', 'c16'), ('v51', 'gp2', 'c16'), ('v74', 'gp2', 'c16'), ('v75', 'gp1', 'c16'), ('v88', 'gp2', 'c16'), ('v99', 'ramIntensive', 'c16'), ('v24', 'gp1', 'c25'), ('v47', 'ramIntensive', 'c25'), ('v36', 'ramIntensive', 'c25'), ('v37', 'gp1', 'c25'), ('v45', 'cpuIntensive', 'c25'), ('v71', 'gp1', 'c25'), ('v80', 'ramIntensive', 'c25'), ('v63', 'ramIntensive', 'c25'), ('v1', 'ramIntensive', 'c26'), ('v7', 'cpuIntensive', 'c26'), ('v8', 'cpuIntensive', 'c26'), ('v9', 'gp2', 'c26'), ('v12', 'gp2', 'c26'), ('v16', 'gp2', 'c26'), ('v43', 'gp2', 'c26'), ('v73', 'cpuIntensive', 'c26'), ('v85', 'gp2', 'c26'), ('v62', 'cpuIntensive', 'c28'), ('v40', 'cpuIntensive', 'c28'), ('v28', 'cpuIntensive', 'c28'), ('v82', 'gp2', 'c28'), ('v84', 'cpuIntensive', 'c28'), ('v52', 'cpuIntensive', 'c28'), ('v97', 'ramIntensive', 'c28'), ('v58', 'gp2', 'c28'), ('v65', 'cpuIntensive', 'c28'), ('v2', 'gp2', 'c30'), ('v3', 'ramIntensive', 'c30'), ('v10', 'gp1', 'c30'), ('v17', 'gp2', 'c30'), ('v18', 'gp1', 'c30'), ('v22', 'cpuIntensive', 'c30'), ('v23', 'gp1', 'c30'), ('v54', 'cpuIntensive', 'c30'), ('v78', 'gp2', 'c30'), ('v98', 'ramIntensive', 'c30'), ('v79', 'gp1', 'c30'), ('v70', 'gp1', 'c30'), ('v38', 'gp1', 'c38'), ('v39', 'gp1', 'c38'), ('v5', 'ramIntensive', 'c43'), ('v6', 'gp1', 'c43'), ('v11', 'cpuIntensive', 'c43'), ('v14', 'gp1', 'c43'), ('v19', 'ramIntensive', 'c43'), ('v35', 'gp1', 'c43'), ('v76', 'gp2', 'c43'), ('v83', 'gp2', 'c43'), ('v69', 'gp1', 'c43'), ('v32', 'gp2', 'c43'), ('v49', 'gp2', 'c43'), ('v67', 'ramIntensive', 'c43'), ('v20', 'ramIntensive', 'c50'), ('v27', 'gp2', 'c50'), ('v44', 'cpuIntensive', 'c50'), ('v64', 'cpuIntensive', 'c50'), ('v93', 'cpuIntensive', 'c50'), ('v31', 'cpuIntensive', 'c50'), ('v66', 'cpuIntensive', 'c50'), ('v61', 'cpuIntensive', 'c50'), ('v94', 'gp2', 'c50')]"
361,58,"[('v5', 'ramIntensive', 'c2'), ('v11', 'cpuIntensive', 'c2'), ('v26', 'gp2', 'c2'), ('v32', 'gp2', 'c2'), ('v17', 'gp2', 'c3'), ('v22', 'cpuIntensive', 'c3'), ('v98', 'ramIntensive', 'c3'), ('v42', 'gp2', 'c3'), ('v53', 'ramIntensive', 'c3'), ('v14', 'gp1', 'c11'), ('v15', 'gp2', 'c11'), ('v92', 'ramIntensive', 'c11'), ('v6', 'gp1', 'c24'), ('v19', 'ramIntensive', 'c24'), ('v76', 'gp2', 'c24'), ('v69', 'gp1', 'c24'), ('v2', 'gp2', 'c30'), ('v3', 'ramIntensive', 'c30'), ('v10', 'gp1', 'c30'), ('v18', 'gp1', 'c30'), ('v23', 'gp1', 'c30'), ('v54', 'cpuIntensive', 'c30'), ('v78', 'gp2', 'c30'), ('v48', 'gp1', 'c30'), ('v57', 'ramIntensive', 'c30'), ('v59', 'gp1', 'c30'), ('v91', 'cpuIntensive', 'c30'), ('v34', 'cpuIntensive', 'c30'), ('v79', 'gp1', 'c30'), ('v70', 'gp1', 'c30'), ('v1', 'ramIntensive', 'c38'), ('v7', 'cpuIntensive', 'c38'), ('v8', 'cpuIntensive', 'c38'), ('v9', 'gp2', 'c38'), ('v13', 'gp1', 'c38'), ('v24', 'gp1', 'c38'), ('v25', 'gp1', 'c38'), ('v43', 'gp2', 'c38'), ('v73', 'cpuIntensive', 'c38'), ('v89', 'cpuIntensive', 'c38'), ('v90', 'ramIntensive', 'c38'), ('v51', 'gp2', 'c43'), ('v74', 'gp2', 'c43'), ('v88', 'gp2', 'c43'), ('v47', 'ramIntensive', 'c43'), ('v36', 'ramIntensive', 'c43'), ('v45', 'cpuIntensive', 'c43'), ('v96', 'cpuIntensive', 'c43'), ('v63', 'ramIntensive', 'c43'), ('v27', 'gp2', 'c50'), ('v40', 'cpuIntensive', 'c50'), ('v84', 'cpuIntensive', 'c50'), ('v93', 'cpuIntensive', 'c50'), ('v52', 'cpuIntensive', 'c50'), ('v97', 'ramIntensive', 'c50'), ('v58', 'gp2', 'c50'), ('v66', 'cpuIntensive', 'c50'), ('v61', 'cpuIntensive', 'c50')]"
421,62,"[('v62', 'cpuIntensive', 'c14'), ('v40', 'cpuIntensive', 'c14'), ('v28', 'cpuIntensive', 'c14'), ('v82', 'gp2', 'c14'), ('v84', 'cpuIntensive', 'c14'), ('v52', 'cpuIntensive', 'c14'), ('v97', 'ramIntensive', 'c14'), ('v58', 'gp2', 'c14'), ('v65', 'cpuIntensive', 'c14'), ('v0', 'gp1', 'c24'), ('v8', 'cpuIntensive', 'c24'), ('v12', 'gp2', 'c24'), ('v13', 'gp1', 'c24'), ('v16', 'gp2', 'c24'), ('v24', 'gp1', 'c24'), ('v25', 'gp1', 'c24'), ('v43', 'gp2', 'c24'), ('v73', 'cpuIntensive', 'c24'), ('v85', 'gp2', 'c24'), ('v89', 'cpuIntensive', 'c24'), ('v90', 'ramIntensive', 'c24'), ('v42', 'gp2', 'c28'), ('v48', 'gp1', 'c28'), ('v57', 'ramIntensive', 'c28'), ('v59', 'gp1', 'c28'), ('v91', 'cpuIntensive', 'c28'), ('v34', 'cpuIntensive', 'c28'), ('v53', 'ramIntensive', 'c28'), ('v2', 'gp2', 'c32'), ('v3', 'ramIntensive', 'c32'), ('v10', 'gp1', 'c32'), ('v17', 'gp2', 'c32'), ('v18', 'gp1', 'c32'), ('v22', 'cpuIntensive', 'c32'), ('v23', 'gp1', 'c32'), ('v54', 'cpuIntensive', 'c32'), ('v78', 'gp2', 'c32'), ('v98', 'ramIntensive', 'c32'), ('v79', 'gp1', 'c32'), ('v70', 'gp1', 'c32'), ('v51', 'gp2', 'c36'), ('v74', 'gp2', 'c36'), ('v88', 'gp2', 'c36'), ('v47', 'ramIntensive', 'c36'), ('v36', 'ramIntensive', 'c36'), ('v45', 'cpuIntensive', 'c36'), ('v96', 'cpuIntensive', 'c36'), ('v38', 'gp1', 'c36'), ('v63', 'ramIntensive', 'c36'), ('v1', 'ramIntensive', 'c43'), ('v4', 'gp2', 'c43'), ('v7', 'cpuIntensive', 'c43'), ('v9', 'gp2', 'c43'), ('v20', 'ramIntensive', 'c50'), ('v27', 'gp2', 'c50'), ('v44', 'cpuIntensive', 'c50'), ('v64', 'cpuIntensive', 'c50'), ('v93', 'cpuIntensive', 'c50'), ('v31', 'cpuIntensive', 'c50'), ('v66', 'cpuIntensive', 'c50'), ('v61', 'cpuIntensive', 'c50'), ('v94', 'gp2', 'c50')]"
481,71,"[('v20', 'ramIntensive', 'c7'), ('v27', 'gp2', 'c7'), ('v62', 'cpuIntensive', 'c7'), ('v95', 'ramIntensive', 'c7'), ('v40', 'cpuIntensive', 'c7'), ('v44', 'cpuIntensive', 'c7'), ('v61', 'cpuIntensive', 'c7'), ('v65', 'cpuIntensive', 'c7'), ('v2', 'gp2', 'c12'), ('v18', 'gp1', 'c12'), ('v22', 'cpuIntensive', 'c12'), ('v23', 'gp1', 'c12'), ('v54', 'cpuIntensive', 'c12'), ('v78', 'gp2', 'c12'), ('v98', 'ramIntensive', 'c12'), ('v42', 'gp2', 'c12'), ('v48', 'gp1', 'c12'), ('v57', 'ramIntensive', 'c12'), ('v59', 'gp1', 'c12'), ('v91', 'cpuIntensive', 'c12'), ('v70', 'gp1', 'c12'), ('v56', 'ramIntensive', 'c14'), ('v68', 'gp1', 'c14'), ('v28', 'cpuIntensive', 'c14'), ('v64', 'cpuIntensive', 'c14'), ('v82', 'gp2', 'c14'), ('v84', 'cpuIntensive', 'c14'), ('v93', 'cpuIntensive', 'c14'), ('v41', 'gp1', 'c14'), ('v87', 'gp2', 'c14'), ('v29', 'gp2', 'c14'), ('v55', 'gp1', 'c14'), ('v77', 'gp1', 'c14'), ('v60', 'gp1', 'c14'), ('v52', 'cpuIntensive', 'c22'), ('v97', 'ramIntensive', 'c22'), ('v31', 'cpuIntensive', 'c22'), ('v58', 'gp2', 'c22'), ('v50', 'gp1', 'c22'), ('v66', 'cpuIntensive', 'c22'), ('v86', 'gp1', 'c22'), ('v73', 'cpuIntensive', 'c23'), ('v85', 'gp2', 'c23'), ('v89', 'cpuIntensive', 'c37'), ('v51', 'gp2', 'c37'), ('v74', 'gp2', 'c37'), ('v75', 'gp1', 'c37'), ('v99', 'ramIntensive', 'c37'), ('v37', 'gp1', 'c37'), ('v45', 'cpuIntensive', 'c37'), ('v71', 'gp1', 'c37'), ('v96', 'cpuIntensive', 'c37'), ('v39', 'gp1', 'c37'), ('v63', 'ramIntensive', 'c37'), ('v3', 'ramIntensive', 'c39'), ('v10', 'gp1', 'c39'), ('v17', 'gp2', 'c39'), ('v34', 'cpuIntensive', 'c39'), ('v53', 'ramIntensive', 'c39'), ('v79', 'gp1', 'c39'), ('v0', 'gp1', 'c44'), ('v1', 'ramIntensive', 'c44'), ('v4', 'gp2', 'c44'), ('v7', 'cpuIntensive', 'c44'), ('v8', 'cpuIntensive', 'c44'), ('v9', 'gp2', 'c44'), ('v12', 'gp2', 'c44'), ('v13', 'gp1', 'c44'), ('v16', 'gp2', 'c44'), ('v24', 'gp1', 'c44'), ('v25', 'gp1', 'c44')]"
541,35,"[('v75', 'gp1', 'c0'), ('v71', 'gp1', 'c0'), ('v2', 'gp2', 'c37'), ('v3', 'ramIntensive', 'c37'), ('v10', 'gp1', 'c37'), ('v17', 'gp2', 'c37'), ('v18', 'gp1', 'c37'), ('v22', 'cpuIntensive', 'c37'), ('v23', 'gp1', 'c37'), ('v78', 'gp2', 'c37'), ('v48', 'gp1', 'c37'), ('v91', 'cpuIntensive', 'c37'), ('v34', 'cpuIntensive', 'c37'), ('v53', 'ramIntensive', 'c37'), ('v70', 'gp1', 'c37'), ('v27', 'gp2', 'c41'), ('v40', 'cpuIntensive', 'c41'), ('v84', 'cpuIntensive', 'c41'), ('v93', 'cpuIntensive', 'c41'), ('v52', 'cpuIntensive', 'c41'), ('v97', 'ramIntensive', 'c41'), ('v58', 'gp2', 'c41'), ('v66', 'cpuIntensive', 'c41'), ('v61', 'cpuIntensive', 'c41'), ('v0', 'gp1', 'c48'), ('v1', 'ramIntensive', 'c48'), ('v4', 'gp2', 'c48'), ('v7', 'cpuIntensive', 'c48'), ('v8', 'cpuIntensive', 'c48'), ('v9', 'gp2', 'c48'), ('v12', 'gp2', 'c48'), ('v13', 'gp1', 'c48'), ('v16', 'gp2', 'c48'), ('v24', 'gp1', 'c48'), ('v25', 'gp1', 'c48')]"
