time-step,number of winners,result list
1,35,"[('v8', 'c19'), ('v11', 'c54'), ('v22', 'c14'), ('v66', 'c14'), ('v81', 'c15'), ('v67', 'c14'), ('v84', 'c54'), ('v7', 'c19'), ('v24', 'c19'), ('v13', 'c19'), ('v46', 'c54'), ('v21', 'c15'), ('v10', 'c14'), ('v18', 'c14'), ('v6', 'c54'), ('v14', 'c54'), ('v0', 'c19'), ('v83', 'c15'), ('v25', 'c19'), ('v23', 'c14'), ('v3', 'c14'), ('v5', 'c54'), ('v19', 'c54'), ('v20', 'c15'), ('v96', 'c15'), ('v1', 'c19'), ('v17', 'c14'), ('v27', 'c15'), ('v2', 'c14'), ('v43', 'c19'), ('v9', 'c19'), ('v15', 'c54'), ('v12', 'c19'), ('v16', 'c19'), ('v4', 'c19')]"
61,62,"[('v95', 'c6'), ('v92', 'c12'), ('v40', 'c50'), ('v8', 'c6'), ('v11', 'c24'), ('v22', 'c12'), ('v65', 'c24'), ('v66', 'c12'), ('v45', 'c6'), ('v33', 'c50'), ('v81', 'c50'), ('v67', 'c12'), ('v44', 'c50'), ('v84', 'c24'), ('v28', 'c50'), ('v7', 'c6'), ('v82', 'c6'), ('v24', 'c6'), ('v13', 'c6'), ('v46', 'c24'), ('v60', 'c6'), ('v21', 'c50'), ('v59', 'c50'), ('v80', 'c50'), ('v10', 'c12'), ('v18', 'c12'), ('v35', 'c24'), ('v6', 'c24'), ('v94', 'c6'), ('v14', 'c24'), ('v0', 'c6'), ('v83', 'c50'), ('v25', 'c6'), ('v89', 'c50'), ('v76', 'c24'), ('v23', 'c12'), ('v37', 'c6'), ('v47', 'c6'), ('v51', 'c50'), ('v50', 'c12'), ('v3', 'c12'), ('v5', 'c24'), ('v64', 'c6'), ('v73', 'c52'), ('v36', 'c35'), ('v53', 'c14'), ('v19', 'c24'), ('v71', 'c35'), ('v1', 'c35'), ('v17', 'c12'), ('v63', 'c12'), ('v27', 'c50'), ('v2', 'c14'), ('v43', 'c35'), ('v90', 'c24'), ('v58', 'c50'), ('v9', 'c35'), ('v15', 'c24'), ('v86', 'c35'), ('v62', 'c35'), ('v12', 'c35'), ('v16', 'c35')]"
121,77,"[('v95', 'c6'), ('v92', 'c52'), ('v40', 'c46'), ('v8', 'c6'), ('v11', 'c24'), ('v22', 'c52'), ('v69', 'c46'), ('v65', 'c5'), ('v66', 'c52'), ('v45', 'c6'), ('v33', 'c46'), ('v81', 'c46'), ('v67', 'c52'), ('v44', 'c46'), ('v34', 'c46'), ('v84', 'c24'), ('v28', 'c57'), ('v7', 'c6'), ('v72', 'c52'), ('v82', 'c6'), ('v24', 'c6'), ('v13', 'c6'), ('v46', 'c24'), ('v75', 'c6'), ('v60', 'c6'), ('v21', 'c46'), ('v59', 'c46'), ('v80', 'c46'), ('v10', 'c52'), ('v18', 'c52'), ('v35', 'c24'), ('v6', 'c24'), ('v39', 'c6'), ('v41', 'c46'), ('v91', 'c5'), ('v94', 'c6'), ('v74', 'c46'), ('v14', 'c24'), ('v0', 'c6'), ('v83', 'c46'), ('v25', 'c6'), ('v89', 'c46'), ('v76', 'c5'), ('v38', 'c6'), ('v48', 'c14'), ('v23', 'c52'), ('v37', 'c6'), ('v68', 'c14'), ('v47', 'c6'), ('v51', 'c57'), ('v50', 'c52'), ('v3', 'c52'), ('v5', 'c24'), ('v64', 'c6'), ('v36', 'c43'), ('v85', 'c50'), ('v19', 'c24'), ('v20', 'c57'), ('v52', 'c57'), ('v71', 'c43'), ('v96', 'c57'), ('v1', 'c43'), ('v17', 'c52'), ('v63', 'c52'), ('v27', 'c57'), ('v29', 'c50'), ('v43', 'c43'), ('v90', 'c24'), ('v58', 'c50'), ('v9', 'c43'), ('v87', 'c50'), ('v15', 'c24'), ('v86', 'c43'), ('v42', 'c14'), ('v62', 'c43'), ('v12', 'c43'), ('v16', 'c43')]"
181,65,"[('v95', 'c43'), ('v79', 'c3'), ('v92', 'c21'), ('v40', 'c3'), ('v8', 'c43'), ('v11', 'c5'), ('v22', 'c21'), ('v69', 'c3'), ('v65', 'c5'), ('v66', 'c21'), ('v45', 'c43'), ('v70', 'c43'), ('v33', 'c3'), ('v81', 'c3'), ('v31', 'c3'), ('v67', 'c21'), ('v99', 'c5'), ('v84', 'c5'), ('v7', 'c43'), ('v72', 'c14'), ('v82', 'c43'), ('v55', 'c3'), ('v24', 'c43'), ('v13', 'c43'), ('v46', 'c5'), ('v75', 'c43'), ('v60', 'c43'), ('v21', 'c3'), ('v59', 'c3'), ('v80', 'c3'), ('v10', 'c21'), ('v18', 'c21'), ('v35', 'c5'), ('v6', 'c5'), ('v39', 'c43'), ('v41', 'c3'), ('v91', 'c5'), ('v94', 'c43'), ('v74', 'c3'), ('v77', 'c14'), ('v14', 'c5'), ('v0', 'c43'), ('v83', 'c3'), ('v25', 'c43'), ('v57', 'c5'), ('v89', 'c3'), ('v76', 'c5'), ('v38', 'c43'), ('v48', 'c14'), ('v23', 'c21'), ('v37', 'c43'), ('v68', 'c14'), ('v47', 'c43'), ('v50', 'c21'), ('v3', 'c21'), ('v5', 'c5'), ('v19', 'c5'), ('v98', 'c58'), ('v30', 'c33'), ('v17', 'c21'), ('v63', 'c21'), ('v49', 'c5'), ('v32', 'c7'), ('v78', 'c14'), ('v42', 'c14')]"
241,68,"[('v95', 'c23'), ('v79', 'c18'), ('v92', 'c30'), ('v40', 'c18'), ('v8', 'c23'), ('v11', 'c7'), ('v22', 'c30'), ('v69', 'c18'), ('v65', 'c7'), ('v66', 'c30'), ('v45', 'c23'), ('v70', 'c23'), ('v33', 'c18'), ('v81', 'c18'), ('v31', 'c18'), ('v67', 'c30'), ('v99', 'c7'), ('v84', 'c7'), ('v7', 'c23'), ('v72', 'c30'), ('v82', 'c23'), ('v55', 'c18'), ('v24', 'c23'), ('v13', 'c23'), ('v46', 'c7'), ('v75', 'c23'), ('v60', 'c23'), ('v21', 'c18'), ('v59', 'c18'), ('v80', 'c18'), ('v93', 'c7'), ('v10', 'c30'), ('v18', 'c30'), ('v35', 'c7'), ('v6', 'c7'), ('v39', 'c23'), ('v41', 'c18'), ('v91', 'c7'), ('v94', 'c23'), ('v74', 'c18'), ('v77', 'c30'), ('v61', 'c7'), ('v14', 'c7'), ('v0', 'c23'), ('v83', 'c18'), ('v25', 'c23'), ('v57', 'c7'), ('v89', 'c18'), ('v76', 'c7'), ('v38', 'c23'), ('v48', 'c30'), ('v23', 'c30'), ('v37', 'c23'), ('v68', 'c30'), ('v47', 'c23'), ('v50', 'c30'), ('v56', 'c25'), ('v5', 'c7'), ('v64', 'c25'), ('v36', 'c25'), ('v19', 'c7'), ('v71', 'c25'), ('v17', 'c30'), ('v54', 'c25'), ('v43', 'c25'), ('v90', 'c27'), ('v9', 'c25'), ('v15', 'c27')]"
301,74,"[('v95', 'c20'), ('v79', 'c36'), ('v92', 'c7'), ('v40', 'c36'), ('v8', 'c20'), ('v11', 'c22'), ('v22', 'c7'), ('v69', 'c36'), ('v65', 'c22'), ('v66', 'c7'), ('v45', 'c20'), ('v70', 'c20'), ('v33', 'c36'), ('v81', 'c36'), ('v31', 'c36'), ('v67', 'c7'), ('v99', 'c27'), ('v84', 'c22'), ('v7', 'c20'), ('v72', 'c7'), ('v82', 'c20'), ('v55', 'c36'), ('v24', 'c20'), ('v13', 'c20'), ('v46', 'c22'), ('v75', 'c20'), ('v60', 'c20'), ('v21', 'c36'), ('v59', 'c36'), ('v80', 'c36'), ('v93', 'c22'), ('v10', 'c7'), ('v18', 'c7'), ('v35', 'c27'), ('v6', 'c22'), ('v39', 'c20'), ('v41', 'c36'), ('v91', 'c22'), ('v94', 'c20'), ('v74', 'c36'), ('v77', 'c7'), ('v61', 'c27'), ('v14', 'c22'), ('v0', 'c20'), ('v83', 'c36'), ('v25', 'c20'), ('v57', 'c27'), ('v89', 'c36'), ('v76', 'c22'), ('v38', 'c20'), ('v48', 'c7'), ('v23', 'c7'), ('v37', 'c20'), ('v68', 'c7'), ('v47', 'c20'), ('v50', 'c7'), ('v3', 'c33'), ('v5', 'c22'), ('v73', 'c33'), ('v53', 'c33'), ('v19', 'c22'), ('v98', 'c27'), ('v30', 'c27'), ('v17', 'c7'), ('v63', 'c33'), ('v2', 'c33'), ('v49', 'c27'), ('v32', 'c27'), ('v78', 'c27'), ('v90', 'c27'), ('v97', 'c27'), ('v15', 'c22'), ('v26', 'c22'), ('v88', 'c44')]"
361,82,"[('v95', 'c32'), ('v79', 'c4'), ('v92', 'c5'), ('v40', 'c4'), ('v8', 'c32'), ('v11', 'c44'), ('v22', 'c5'), ('v69', 'c4'), ('v65', 'c44'), ('v66', 'c5'), ('v45', 'c32'), ('v70', 'c32'), ('v33', 'c4'), ('v81', 'c4'), ('v31', 'c4'), ('v67', 'c5'), ('v99', 'c49'), ('v44', 'c0'), ('v34', 'c0'), ('v84', 'c44'), ('v28', 'c0'), ('v7', 'c32'), ('v72', 'c5'), ('v82', 'c32'), ('v55', 'c4'), ('v24', 'c32'), ('v13', 'c32'), ('v46', 'c44'), ('v75', 'c32'), ('v60', 'c32'), ('v21', 'c4'), ('v59', 'c4'), ('v80', 'c4'), ('v93', 'c49'), ('v10', 'c5'), ('v18', 'c5'), ('v35', 'c44'), ('v6', 'c44'), ('v39', 'c32'), ('v41', 'c4'), ('v91', 'c49'), ('v94', 'c32'), ('v74', 'c4'), ('v77', 'c5'), ('v61', 'c49'), ('v14', 'c44'), ('v0', 'c32'), ('v83', 'c4'), ('v25', 'c32'), ('v57', 'c49'), ('v89', 'c4'), ('v76', 'c44'), ('v38', 'c32'), ('v48', 'c5'), ('v23', 'c5'), ('v37', 'c32'), ('v68', 'c5'), ('v47', 'c32'), ('v51', 'c0'), ('v50', 'c5'), ('v3', 'c33'), ('v5', 'c44'), ('v73', 'c33'), ('v53', 'c33'), ('v85', 'c0'), ('v19', 'c44'), ('v20', 'c0'), ('v98', 'c49'), ('v30', 'c49'), ('v17', 'c5'), ('v63', 'c33'), ('v2', 'c33'), ('v49', 'c49'), ('v32', 'c49'), ('v78', 'c33'), ('v90', 'c44'), ('v87', 'c0'), ('v97', 'c33'), ('v15', 'c44'), ('v26', 'c49'), ('v42', 'c33'), ('v88', 'c49')]"
421,74,"[('v79', 'c40'), ('v92', 'c37'), ('v40', 'c40'), ('v8', 'c16'), ('v11', 'c26'), ('v22', 'c37'), ('v69', 'c40'), ('v65', 'c26'), ('v66', 'c37'), ('v45', 'c16'), ('v33', 'c40'), ('v67', 'c37'), ('v99', 'c45'), ('v34', 'c40'), ('v84', 'c26'), ('v28', 'c40'), ('v7', 'c16'), ('v72', 'c32'), ('v82', 'c16'), ('v55', 'c40'), ('v24', 'c16'), ('v13', 'c16'), ('v46', 'c26'), ('v21', 'c40'), ('v59', 'c40'), ('v80', 'c40'), ('v93', 'c45'), ('v10', 'c37'), ('v18', 'c37'), ('v35', 'c26'), ('v6', 'c26'), ('v39', 'c16'), ('v41', 'c40'), ('v91', 'c45'), ('v94', 'c16'), ('v74', 'c40'), ('v77', 'c32'), ('v61', 'c45'), ('v14', 'c26'), ('v0', 'c16'), ('v83', 'c40'), ('v25', 'c16'), ('v57', 'c45'), ('v89', 'c40'), ('v76', 'c26'), ('v48', 'c32'), ('v23', 'c37'), ('v37', 'c16'), ('v68', 'c32'), ('v50', 'c37'), ('v56', 'c16'), ('v3', 'c37'), ('v5', 'c26'), ('v64', 'c16'), ('v19', 'c26'), ('v98', 'c45'), ('v30', 'c45'), ('v71', 'c42'), ('v1', 'c42'), ('v17', 'c37'), ('v63', 'c37'), ('v49', 'c45'), ('v32', 'c45'), ('v78', 'c32'), ('v90', 'c26'), ('v9', 'c16'), ('v97', 'c32'), ('v15', 'c26'), ('v26', 'c45'), ('v42', 'c32'), ('v88', 'c45'), ('v12', 'c16'), ('v16', 'c42'), ('v4', 'c42')]"
481,60,"[('v79', 'c1'), ('v92', 'c16'), ('v40', 'c1'), ('v8', 'c41'), ('v11', 'c51'), ('v22', 'c16'), ('v69', 'c1'), ('v66', 'c16'), ('v67', 'c16'), ('v34', 'c1'), ('v84', 'c51'), ('v7', 'c41'), ('v72', 'c16'), ('v55', 'c1'), ('v24', 'c41'), ('v13', 'c41'), ('v46', 'c51'), ('v21', 'c1'), ('v59', 'c1'), ('v80', 'c1'), ('v93', 'c41'), ('v10', 'c16'), ('v18', 'c16'), ('v35', 'c28'), ('v6', 'c51'), ('v41', 'c1'), ('v91', 'c41'), ('v94', 'c41'), ('v74', 'c1'), ('v77', 'c16'), ('v14', 'c51'), ('v0', 'c41'), ('v83', 'c1'), ('v25', 'c41'), ('v57', 'c41'), ('v76', 'c41'), ('v48', 'c16'), ('v23', 'c16'), ('v37', 'c41'), ('v68', 'c16'), ('v50', 'c16'), ('v3', 'c42'), ('v5', 'c51'), ('v64', 'c41'), ('v73', 'c42'), ('v53', 'c42'), ('v85', 'c1'), ('v19', 'c51'), ('v20', 'c1'), ('v98', 'c41'), ('v30', 'c41'), ('v17', 'c16'), ('v63', 'c42'), ('v27', 'c1'), ('v2', 'c42'), ('v78', 'c42'), ('v90', 'c28'), ('v97', 'c42'), ('v15', 'c51'), ('v42', 'c42')]"
541,40,"[('v79', 'c55'), ('v92', 'c41'), ('v40', 'c55'), ('v8', 'c40'), ('v11', 'c56'), ('v22', 'c41'), ('v66', 'c41'), ('v67', 'c41'), ('v34', 'c55'), ('v7', 'c40'), ('v72', 'c41'), ('v24', 'c40'), ('v13', 'c40'), ('v46', 'c56'), ('v21', 'c55'), ('v59', 'c55'), ('v10', 'c41'), ('v18', 'c41'), ('v6', 'c56'), ('v77', 'c41'), ('v14', 'c56'), ('v0', 'c40'), ('v25', 'c40'), ('v48', 'c41'), ('v23', 'c41'), ('v37', 'c40'), ('v68', 'c41'), ('v50', 'c41'), ('v5', 'c56'), ('v64', 'c40'), ('v19', 'c56'), ('v20', 'c55'), ('v1', 'c40'), ('v17', 'c41'), ('v9', 'c40'), ('v87', 'c55'), ('v15', 'c56'), ('v12', 'c40'), ('v16', 'c40'), ('v4', 'c40')]"
