time-step,number of users,exec time,pricing time,two-phases time
1,32,0.0008785724639892578,0.0097503662109375,[]
61,49,0.0010426044464111328,0.018518924713134766,[]
121,69,0.0012848377227783203,0.024013996124267578,[]
181,91,0.0014960765838623047,0.0410921573638916,[]
241,100,0.0015354156494140625,0.030288219451904297,[]
301,98,0.0015981197357177734,0.04136848449707031,[]
361,91,0.001398324966430664,0.0267181396484375,[]
421,80,0.001995086669921875,0.03324437141418457,[]
481,74,0.00209808349609375,0.03334546089172363,[]
541,61,0.0015208721160888672,0.012186050415039062,[]
601,45,0.001043081283569336,0.006796360015869141,[]
661,40,0.0011019706726074219,0.010956525802612305,[]
721,30,0.0009937286376953125,0.004054546356201172,[]
781,12,0.0009608268737792969,0.0029408931732177734,[]
841,3,0.0006091594696044922,0.0008802413940429688,[]
