time-step,number of users,number of winners,prices
1,20,20,0
61,20,20,0
121,20,12,3950.766699406344
181,20,20,0
241,20,12,3950.766699406344
301,20,12,3950.766699406344
361,20,12,3950.766699406344
421,20,12,3950.766699406344
481,20,12,3950.766699406344
541,20,12,3950.766699406344
601,20,20,0
661,20,20,0
721,20,12,3950.766699406344
781,20,12,3950.766699406344
841,20,12,3950.766699406344
