time-step,number of users,number of winners,social welfare
1,20,20,9670
61,20,20,9670
121,20,12,5324
181,20,20,9670
241,20,12,5324
301,20,12,5324
361,20,12,5324
421,20,12,5324
481,20,12,5324
541,20,12,5324
601,20,20,9670
661,20,20,9670
721,20,12,5324
781,20,12,5324
841,20,12,5324
