time-step,number of users,exec time
1,15,0.0004417896270751953
61,15,0.00040459632873535156
121,15,0.0004010200500488281
181,15,0.00038695335388183594
241,15,0.00040030479431152344
301,15,0.0003390312194824219
361,15,0.0003342628479003906
421,15,0.0003998279571533203
481,15,0.00043964385986328125
541,15,0.0003631114959716797
601,15,0.0004963874816894531
661,15,0.0003895759582519531
721,15,0.0003762245178222656
781,15,0.00036215782165527344
841,15,0.00038743019104003906
