time-step,number of users,number of winners,prices
1,15,9,4149.73535143237
61,15,9,4149.73535143237
121,15,5,2114.3507999954722
181,15,9,4149.73535143237
241,15,5,2114.3507999954722
301,15,5,2114.3507999954722
361,15,5,2114.3507999954722
421,15,5,2114.3507999954722
481,15,5,2114.3507999954722
541,15,5,2114.3507999954722
601,15,9,4149.73535143237
661,15,9,4149.73535143237
721,15,5,2114.3507999954722
781,15,5,2114.3507999954722
841,15,5,2114.3507999954722
