time-step,number of users,number of winners,prices
1,32,32,0
61,49,49,0
121,69,58,7115.826161586219
181,91,80,16398.989645091653
241,100,63,17506.922355992723
301,98,79,18274.17713638551
361,91,59,12929.26565875811
421,80,68,11287.940823216466
481,74,71,6819.016096890294
541,61,34,9358.556397658265
601,45,22,5616.662725438491
661,40,32,6576.905566469299
721,30,15,3961.39387843433
781,12,12,0
841,3,3,0
