time-step,number of users,number of winners,prices
1,30,30,0
61,45,38,0
121,75,61,0
181,91,76,0
241,99,86,0
301,100,66,0
361,100,71,0
421,100,60,0
481,100,74,0
541,100,82,0
601,90,69,0
661,59,48,0
721,38,35,0
781,19,18,0
