time-step,number of winners,result list
1,30,"[('v0', 'c25'), ('v6', 'c25'), ('v7', 'c25'), ('v8', 'c25'), ('v11', 'c25'), ('v21', 'c25'), ('v27', 'c25'), ('v2', 'c34'), ('v17', 'c34'), ('v18', 'c34'), ('v22', 'c34'), ('v23', 'c34'), ('v80', 'c34'), ('v4', 'c52'), ('v12', 'c52'), ('v14', 'c52'), ('v15', 'c52'), ('v19', 'c52'), ('v1', 'c96'), ('v3', 'c96'), ('v5', 'c96'), ('v9', 'c96'), ('v10', 'c96'), ('v13', 'c96'), ('v16', 'c96'), ('v24', 'c96'), ('v25', 'c96'), ('v43', 'c96'), ('v20', 'c100'), ('v62', 'c100')]"
61,38,"[('v6', 'c25'), ('v7', 'c25'), ('v8', 'c25'), ('v11', 'c25'), ('v20', 'c25'), ('v21', 'c25'), ('v17', 'c37'), ('v23', 'c37'), ('v80', 'c37'), ('v89', 'c37'), ('v84', 'c37'), ('v1', 'c42'), ('v5', 'c42'), ('v10', 'c42'), ('v13', 'c42'), ('v24', 'c42'), ('v25', 'c42'), ('v95', 'c42'), ('v54', 'c42'), ('v82', 'c42'), ('v47', 'c42'), ('v37', 'c42'), ('v91', 'c42'), ('v81', 'c42'), ('v2', 'c88'), ('v18', 'c88'), ('v22', 'c88'), ('v75', 'c88'), ('v4', 'c91'), ('v12', 'c91'), ('v14', 'c91'), ('v15', 'c91'), ('v19', 'c91'), ('v35', 'c91'), ('v99', 'c91'), ('v0', 'c100'), ('v27', 'c100'), ('v62', 'c100')]"
121,61,"[('v4', 'c4'), ('v12', 'c4'), ('v14', 'c4'), ('v15', 'c4'), ('v19', 'c4'), ('v35', 'c4'), ('v99', 'c4'), ('v67', 'c4'), ('v69', 'c4'), ('v30', 'c4'), ('v98', 'c4'), ('v34', 'c14'), ('v52', 'c14'), ('v53', 'c14'), ('v1', 'c17'), ('v5', 'c17'), ('v10', 'c17'), ('v13', 'c17'), ('v24', 'c17'), ('v25', 'c17'), ('v95', 'c17'), ('v54', 'c17'), ('v47', 'c17'), ('v91', 'c17'), ('v81', 'c17'), ('v39', 'c17'), ('v76', 'c17'), ('v40', 'c19'), ('v68', 'c19'), ('v28', 'c19'), ('v64', 'c19'), ('v83', 'c22'), ('v26', 'c22'), ('v33', 'c22'), ('v72', 'c22'), ('v74', 'c22'), ('v93', 'c22'), ('v85', 'c22'), ('v2', 'c69'), ('v17', 'c69'), ('v18', 'c69'), ('v22', 'c69'), ('v23', 'c69'), ('v80', 'c69'), ('v75', 'c69'), ('v89', 'c69'), ('v42', 'c69'), ('v48', 'c69'), ('v57', 'c69'), ('v59', 'c69'), ('v71', 'c69'), ('v84', 'c88'), ('v88', 'c88'), ('v0', 'c102'), ('v7', 'c102'), ('v8', 'c102'), ('v11', 'c102'), ('v20', 'c102'), ('v21', 'c102'), ('v62', 'c102'), ('v94', 'c102')]"
181,76,"[('v12', 'c2'), ('v14', 'c2'), ('v35', 'c2'), ('v67', 'c2'), ('v69', 'c2'), ('v98', 'c2'), ('v33', 'c2'), ('v72', 'c2'), ('v74', 'c2'), ('v93', 'c2'), ('v85', 'c2'), ('v46', 'c2'), ('v97', 'c2'), ('v17', 'c14'), ('v18', 'c14'), ('v22', 'c14'), ('v23', 'c14'), ('v80', 'c14'), ('v75', 'c14'), ('v48', 'c14'), ('v59', 'c14'), ('v71', 'c14'), ('v34', 'c14'), ('v52', 'c14'), ('v79', 'c14'), ('v77', 'c14'), ('v70', 'c18'), ('v0', 'c35'), ('v7', 'c35'), ('v11', 'c35'), ('v20', 'c35'), ('v21', 'c35'), ('v56', 'c35'), ('v94', 'c35'), ('v68', 'c35'), ('v45', 'c35'), ('v41', 'c35'), ('v15', 'c58'), ('v19', 'c58'), ('v99', 'c58'), ('v83', 'c58'), ('v26', 'c58'), ('v78', 'c58'), ('v86', 'c58'), ('v32', 'c58'), ('v49', 'c58'), ('v6', 'c64'), ('v8', 'c64'), ('v27', 'c64'), ('v62', 'c64'), ('v40', 'c64'), ('v28', 'c64'), ('v64', 'c64'), ('v29', 'c71'), ('v55', 'c71'), ('v1', 'c80'), ('v3', 'c80'), ('v9', 'c80'), ('v10', 'c80'), ('v13', 'c80'), ('v24', 'c80'), ('v25', 'c80'), ('v43', 'c80'), ('v47', 'c80'), ('v36', 'c80'), ('v91', 'c80'), ('v51', 'c80'), ('v5', 'c82'), ('v16', 'c82'), ('v95', 'c82'), ('v54', 'c82'), ('v82', 'c82'), ('v73', 'c82'), ('v92', 'c82'), ('v81', 'c82'), ('v76', 'c82')]"
241,86,"[('v2', 'c18'), ('v17', 'c18'), ('v18', 'c18'), ('v22', 'c18'), ('v23', 'c18'), ('v80', 'c18'), ('v75', 'c18'), ('v89', 'c18'), ('v84', 'c18'), ('v42', 'c18'), ('v48', 'c18'), ('v59', 'c18'), ('v71', 'c18'), ('v3', 'c21'), ('v5', 'c21'), ('v9', 'c21'), ('v36', 'c21'), ('v91', 'c21'), ('v81', 'c21'), ('v76', 'c21'), ('v63', 'c21'), ('v40', 'c30'), ('v56', 'c30'), ('v28', 'c30'), ('v64', 'c30'), ('v45', 'c30'), ('v29', 'c30'), ('v87', 'c30'), ('v31', 'c30'), ('v58', 'c30'), ('v0', 'c31'), ('v7', 'c31'), ('v11', 'c31'), ('v20', 'c31'), ('v21', 'c31'), ('v27', 'c31'), ('v62', 'c31'), ('v94', 'c31'), ('v68', 'c31'), ('v41', 'c31'), ('v55', 'c31'), ('v60', 'c31'), ('v57', 'c40'), ('v88', 'c40'), ('v34', 'c40'), ('v52', 'c40'), ('v53', 'c40'), ('v79', 'c40'), ('v77', 'c40'), ('v50', 'c41'), ('v66', 'c41'), ('v61', 'c41'), ('v65', 'c41'), ('v90', 'c59'), ('v70', 'c59'), ('v6', 'c71'), ('v8', 'c71'), ('v35', 'c73'), ('v99', 'c73'), ('v67', 'c73'), ('v69', 'c73'), ('v83', 'c73'), ('v98', 'c73'), ('v33', 'c73'), ('v74', 'c73'), ('v85', 'c73'), ('v46', 'c73'), ('v78', 'c73'), ('v49', 'c73'), ('v95', 'c85'), ('v73', 'c85'), ('v92', 'c85'), ('v1', 'c90'), ('v10', 'c90'), ('v13', 'c90'), ('v16', 'c90'), ('v24', 'c90'), ('v25', 'c90'), ('v43', 'c90'), ('v54', 'c90'), ('v82', 'c90'), ('v47', 'c90'), ('v37', 'c90'), ('v38', 'c90'), ('v39', 'c90'), ('v51', 'c90')]"
301,66,"[('v7', 'c6'), ('v8', 'c6'), ('v21', 'c6'), ('v27', 'c6'), ('v94', 'c6'), ('v68', 'c6'), ('v41', 'c6'), ('v55', 'c6'), ('v60', 'c6'), ('v50', 'c6'), ('v66', 'c6'), ('v61', 'c6'), ('v65', 'c6'), ('v44', 'c6'), ('v40', 'c20'), ('v56', 'c20'), ('v28', 'c20'), ('v64', 'c20'), ('v45', 'c20'), ('v29', 'c20'), ('v87', 'c20'), ('v31', 'c20'), ('v58', 'c20'), ('v0', 'c41'), ('v6', 'c41'), ('v11', 'c41'), ('v20', 'c41'), ('v62', 'c41'), ('v17', 'c46'), ('v18', 'c46'), ('v22', 'c46'), ('v23', 'c46'), ('v80', 'c46'), ('v75', 'c46'), ('v48', 'c46'), ('v71', 'c46'), ('v34', 'c46'), ('v52', 'c46'), ('v79', 'c46'), ('v77', 'c46'), ('v70', 'c46'), ('v35', 'c55'), ('v99', 'c55'), ('v67', 'c55'), ('v69', 'c55'), ('v83', 'c55'), ('v98', 'c55'), ('v33', 'c55'), ('v74', 'c55'), ('v85', 'c55'), ('v46', 'c55'), ('v78', 'c55'), ('v49', 'c55'), ('v1', 'c83'), ('v5', 'c83'), ('v10', 'c83'), ('v13', 'c83'), ('v24', 'c83'), ('v25', 'c83'), ('v95', 'c83'), ('v54', 'c83'), ('v47', 'c83'), ('v91', 'c83'), ('v81', 'c83'), ('v39', 'c83'), ('v76', 'c83')]"
361,71,"[('v1', 'c12'), ('v5', 'c12'), ('v10', 'c12'), ('v13', 'c12'), ('v24', 'c12'), ('v25', 'c12'), ('v95', 'c12'), ('v54', 'c12'), ('v47', 'c12'), ('v91', 'c12'), ('v81', 'c12'), ('v39', 'c12'), ('v76', 'c12'), ('v85', 'c15'), ('v51', 'c23'), ('v41', 'c26'), ('v29', 'c26'), ('v55', 'c26'), ('v60', 'c26'), ('v87', 'c26'), ('v31', 'c26'), ('v58', 'c26'), ('v50', 'c26'), ('v66', 'c26'), ('v61', 'c26'), ('v65', 'c26'), ('v44', 'c26'), ('v2', 'c33'), ('v17', 'c33'), ('v18', 'c33'), ('v22', 'c33'), ('v23', 'c33'), ('v80', 'c33'), ('v84', 'c33'), ('v71', 'c33'), ('v90', 'c33'), ('v70', 'c33'), ('v0', 'c61'), ('v7', 'c61'), ('v8', 'c61'), ('v20', 'c61'), ('v21', 'c61'), ('v27', 'c61'), ('v62', 'c61'), ('v40', 'c61'), ('v94', 'c61'), ('v68', 'c61'), ('v14', 'c81'), ('v35', 'c81'), ('v99', 'c81'), ('v67', 'c81'), ('v69', 'c81'), ('v83', 'c81'), ('v98', 'c81'), ('v33', 'c81'), ('v74', 'c81'), ('v46', 'c81'), ('v78', 'c81'), ('v49', 'c81'), ('v88', 'c93'), ('v34', 'c93'), ('v52', 'c93'), ('v53', 'c93'), ('v79', 'c93'), ('v77', 'c93'), ('v75', 'c95'), ('v89', 'c95'), ('v42', 'c95'), ('v48', 'c95'), ('v57', 'c95'), ('v59', 'c95')]"
421,60,"[('v35', 'c3'), ('v99', 'c3'), ('v67', 'c3'), ('v69', 'c3'), ('v83', 'c3'), ('v98', 'c3'), ('v33', 'c3'), ('v74', 'c3'), ('v85', 'c3'), ('v46', 'c3'), ('v78', 'c3'), ('v49', 'c3'), ('v42', 'c11'), ('v48', 'c11'), ('v57', 'c11'), ('v59', 'c11'), ('v17', 'c16'), ('v18', 'c16'), ('v22', 'c16'), ('v23', 'c16'), ('v80', 'c16'), ('v75', 'c16'), ('v71', 'c16'), ('v52', 'c16'), ('v53', 'c16'), ('v79', 'c16'), ('v90', 'c16'), ('v70', 'c16'), ('v7', 'c80'), ('v8', 'c80'), ('v27', 'c80'), ('v40', 'c80'), ('v87', 'c80'), ('v58', 'c80'), ('v66', 'c80'), ('v61', 'c80'), ('v65', 'c80'), ('v54', 'c84'), ('v82', 'c84'), ('v47', 'c84'), ('v36', 'c84'), ('v91', 'c84'), ('v81', 'c84'), ('v76', 'c84'), ('v63', 'c84'), ('v88', 'c93'), ('v77', 'c93'), ('v1', 'c99'), ('v5', 'c99'), ('v9', 'c99'), ('v10', 'c99'), ('v13', 'c99'), ('v24', 'c99'), ('v25', 'c99'), ('v43', 'c99'), ('v95', 'c99'), ('v73', 'c99'), ('v92', 'c99'), ('v39', 'c99'), ('v51', 'c99')]"
481,74,"[('v12', 'c8'), ('v15', 'c8'), ('v67', 'c8'), ('v83', 'c8'), ('v33', 'c8'), ('v93', 'c8'), ('v78', 'c8'), ('v32', 'c8'), ('v49', 'c8'), ('v17', 'c11'), ('v18', 'c11'), ('v22', 'c11'), ('v75', 'c11'), ('v89', 'c11'), ('v42', 'c11'), ('v48', 'c11'), ('v71', 'c11'), ('v88', 'c11'), ('v53', 'c11'), ('v90', 'c11'), ('v7', 'c17'), ('v8', 'c17'), ('v27', 'c17'), ('v40', 'c17'), ('v87', 'c17'), ('v58', 'c17'), ('v66', 'c17'), ('v61', 'c17'), ('v65', 'c17'), ('v2', 'c50'), ('v23', 'c50'), ('v80', 'c50'), ('v84', 'c50'), ('v57', 'c50'), ('v59', 'c50'), ('v34', 'c50'), ('v52', 'c50'), ('v79', 'c50'), ('v77', 'c50'), ('v70', 'c50'), ('v14', 'c57'), ('v19', 'c57'), ('v35', 'c57'), ('v99', 'c57'), ('v69', 'c57'), ('v98', 'c57'), ('v26', 'c57'), ('v72', 'c57'), ('v74', 'c57'), ('v85', 'c57'), ('v46', 'c57'), ('v86', 'c57'), ('v97', 'c57'), ('v5', 'c84'), ('v16', 'c84'), ('v43', 'c84'), ('v82', 'c84'), ('v73', 'c84'), ('v47', 'c84'), ('v36', 'c84'), ('v76', 'c84'), ('v51', 'c84'), ('v1', 'c92'), ('v9', 'c92'), ('v10', 'c92'), ('v13', 'c92'), ('v24', 'c92'), ('v25', 'c92'), ('v95', 'c92'), ('v54', 'c92'), ('v92', 'c92'), ('v91', 'c92'), ('v81', 'c92'), ('v63', 'c92')]"
541,82,"[('v15', 'c8'), ('v19', 'c8'), ('v99', 'c8'), ('v83', 'c8'), ('v98', 'c8'), ('v33', 'c8'), ('v72', 'c8'), ('v74', 'c8'), ('v78', 'c8'), ('v0', 'c17'), ('v6', 'c17'), ('v7', 'c17'), ('v8', 'c17'), ('v11', 'c17'), ('v21', 'c17'), ('v62', 'c17'), ('v94', 'c17'), ('v12', 'c27'), ('v14', 'c27'), ('v35', 'c27'), ('v67', 'c27'), ('v69', 'c27'), ('v26', 'c27'), ('v93', 'c27'), ('v85', 'c27'), ('v46', 'c27'), ('v86', 'c27'), ('v32', 'c27'), ('v49', 'c27'), ('v97', 'c27'), ('v5', 'c38'), ('v16', 'c38'), ('v43', 'c38'), ('v73', 'c38'), ('v92', 'c38'), ('v47', 'c38'), ('v91', 'c38'), ('v76', 'c38'), ('v51', 'c38'), ('v20', 'c42'), ('v27', 'c42'), ('v40', 'c42'), ('v28', 'c42'), ('v64', 'c42'), ('v87', 'c42'), ('v31', 'c42'), ('v58', 'c42'), ('v44', 'c42'), ('v42', 'c50'), ('v48', 'c50'), ('v57', 'c50'), ('v59', 'c50'), ('v50', 'c54'), ('v66', 'c54'), ('v61', 'c54'), ('v65', 'c54'), ('v75', 'c65'), ('v89', 'c65'), ('v17', 'c75'), ('v18', 'c75'), ('v22', 'c75'), ('v23', 'c75'), ('v80', 'c75'), ('v71', 'c75'), ('v88', 'c75'), ('v52', 'c75'), ('v53', 'c75'), ('v79', 'c75'), ('v77', 'c75'), ('v70', 'c75'), ('v1', 'c86'), ('v9', 'c86'), ('v10', 'c86'), ('v13', 'c86'), ('v24', 'c86'), ('v25', 'c86'), ('v95', 'c86'), ('v54', 'c86'), ('v82', 'c86'), ('v36', 'c86'), ('v81', 'c86'), ('v63', 'c86')]"
