time-step,number of users,exec time,pricing time,two-phases time
1,32,0.001201629638671875,0.010101318359375,[]
61,49,0.0036818981170654297,0.036307334899902344,[]
121,69,0.0023653507232666016,0.02533102035522461,[]
181,91,0.0024509429931640625,0.04229164123535156,[]
241,100,0.0023255348205566406,0.029181480407714844,[]
301,98,0.002623319625854492,0.04297804832458496,[]
361,91,0.0024619102478027344,0.027881622314453125,[]
421,80,0.0024085044860839844,0.03179597854614258,[]
481,74,0.002565145492553711,0.03309130668640137,[]
541,61,0.0030384063720703125,0.011651039123535156,[]
601,45,0.0021140575408935547,0.007460594177246094,[]
661,40,0.0013442039489746094,0.010480880737304688,[]
721,30,0.001493215560913086,0.004289150238037109,[]
781,12,0.0016994476318359375,0.003102540969848633,[]
841,3,0.0009915828704833984,0.0013599395751953125,[]
