time-step,number of users,avg latency (for the allocated)
1,32,0.27927434053566236
61,49,0.3908376102379939
121,69,0.24690334393442498
181,91,0.2942657414719131
241,100,0.19476764140463565
301,98,0.29866168538380794
361,91,0.21947210392295213
421,80,0.27616750582595645
481,74,0.3027947140056077
541,61,0.09368176816288329
601,45,0.15284486046554172
661,40,0.27080974933430313
721,30,0.10655225377850797
781,12,0.2614176511089568
841,3,0.28495332119796574
