time-step,number of users,exec time,pricing time,two-phases time
1,32,0.7378649711608887,25.835018396377563,"[0.015516996383666992, 0.7219078540802002]"
61,49,2.202106237411499,176.44739389419556,"[0.06819844245910645, 2.1330926418304443]"
121,69,3.05419921875,215.24695253372192,"[0.06050515174865723, 2.992924690246582]"
181,91,2.1161253452301025,189.49259448051453,"[0.04215526580810547, 2.073423385620117]"
241,100,2.276404619216919,165.8942940235138,"[0.03139042854309082, 2.2445034980773926]"
301,98,2.277919054031372,187.76267838478088,"[0.038779497146606445, 2.2385497093200684]"
361,91,2.0803701877593994,330.59267354011536,"[0.03614449501037598, 2.0437304973602295]"
421,80,3.542717218399048,223.4534821510315,"[0.05298614501953125, 3.488929033279419]"
481,74,3.188687324523926,252.93553137779236,"[0.06483626365661621, 3.123178005218506]"
541,61,2.488637685775757,89.15049123764038,"[0.02857351303100586, 2.4594271183013916]"
601,45,1.924696683883667,56.54073905944824,"[0.025937557220458984, 1.8981046676635742]"
661,40,1.6958949565887451,26.974114656448364,"[0.020885467529296875, 1.6743195056915283]"
721,30,0.6357481479644775,9.372273921966553,"[0.005893707275390625, 0.629497766494751]"
781,12,0.2756197452545166,5.960454940795898,"[0.010097980499267578, 0.26515841484069824]"
841,3,0.07462739944458008,0.2206254005432129,"[0.0015826225280761719, 0.0726778507232666]"
