time-step,number of users,used cloudlets,used cpu avg,used cpu std,unused cpu,used storage avg,used storage std,unused storage,used ram avg,used ram std,unused ram
1,30,6,29.437053571428567,21.281235153380695,423.37767857142853,38.35087528935185,23.07520017545083,423.37767857142853,37.97762686746162,22.852891987244426,372.1342387952303
61,45,6,46.10334821428572,29.887813793278756,323.3799107142857,59.38392921730324,28.398636007485287,323.3799107142857,62.10594846491228,28.728583533116943,227.3643092105263
121,75,13,35.67757554945055,27.98791038800288,836.1915178571429,43.39724809695513,25.536331404886788,836.1915178571429,48.179397891890176,31.00780697669958,673.6678274054276
181,91,18,28.841294642857147,29.995512042307432,1280.8566964285715,35.393533588927475,31.36287078377968,1280.8566964285715,39.108847456368785,33.64719479649253,1096.0407457853617
241,99,20,31.398571428571433,30.243897698989546,1372.0285714285717,38.82659912109375,30.04005275131721,1372.0285714285717,41.447721782483555,31.362407925585625,1171.0455643503287
301,100,23,27.924650621118015,30.469210332550972,1657.7330357142857,34.24181362281099,27.677393512252166,1657.7330357142857,36.49893963637014,30.950133270164148,1460.5243883634867
361,100,26,24.83956043956044,31.517900941535224,1954.1714285714286,30.717194386017624,29.715950952269097,1954.1714285714286,32.49206542968749,31.68659010213464,1755.206298828125
421,100,26,24.83956043956044,29.517323364126693,1954.1714285714284,30.717194386017624,27.15762331995545,1954.1714285714284,32.4920654296875,29.02630136973722,1755.206298828125
481,100,28,23.06530612244898,29.84627751555503,2154.171428571429,28.52310907273065,27.5133915867149,2154.171428571429,30.17120361328125,33.52678165283666,1955.206298828125
541,100,26,24.83956043956044,29.935089898732866,1954.1714285714288,30.71719438601763,26.77867423632116,1954.1714285714288,32.49206542968751,32.52141529345075,1755.2062988281245
601,90,20,29.61575892857143,32.47369182946645,1407.6848214285717,35.84360758463542,30.709735127078698,1407.6848214285717,36.84334202816613,34.816668252753644,1263.1331594366775
661,59,14,26.896460459183675,26.396240019175575,1023.4495535714286,35.10529048859127,27.18670298053318,1023.4495535714286,35.064261300223215,29.557206329599907,909.100341796875
721,38,7,34.690880102040815,33.41195049184809,457.1638392857143,45.85997566344246,36.05180740860978,457.1638392857143,49.27180010573308,37.547334687943675,355.0973992598685
781,19,3,48.19166666666666,29.091572308688516,155.42499999999998,55.40726273148149,32.17777821281037,155.42499999999998,68.87956585800438,33.94964254313381,93.36130242598685
