time-step,number of users,exec time,pricing time,two-phases time
1,73,0.0015397071838378906,0.0527803897857666,[]
61,101,0.0018248558044433594,0.07592010498046875,[]
121,130,0.0021653175354003906,0.10634183883666992,[]
181,163,0.0025806427001953125,0.12098050117492676,[]
241,205,0.00316619873046875,0.22476935386657715,[]
301,234,0.0031409263610839844,0.12759828567504883,[]
361,246,0.003505229949951172,0.23183465003967285,[]
421,248,0.003945827484130859,0.18490099906921387,[]
481,250,0.003537893295288086,0.23614883422851562,[]
541,250,0.003326892852783203,0.18209552764892578,[]
601,250,0.0034563541412353516,0.20724892616271973,[]
661,250,0.003541231155395508,0.1693277359008789,[]
721,250,0.003409147262573242,0.2218458652496338,[]
781,250,0.003565549850463867,0.205061674118042,[]
841,247,0.0034329891204833984,0.20659446716308594,[]
901,243,0.003496408462524414,0.2129228115081787,[]
961,227,0.0033419132232666016,0.18574762344360352,[]
1021,207,0.0042684078216552734,0.1850430965423584,[]
1081,184,0.002875089645385742,0.14454984664916992,[]
1141,151,0.002568483352661133,0.11577177047729492,[]
1201,133,0.0025339126586914062,0.1039118766784668,[]
1261,105,0.0026323795318603516,0.05953526496887207,[]
1321,77,0.001741170883178711,0.04966616630554199,[]
1381,55,0.0015141963958740234,0.03198862075805664,[]
1441,40,0.044924259185791016,0.02069258689880371,[]
1501,35,0.0013108253479003906,0.021421432495117188,[]
1561,17,0.0010132789611816406,0.009229421615600586,[]
1621,14,0.0010361671447753906,0.007452487945556641,[]
1681,11,0.0009684562683105469,0.005776882171630859,[]
1741,10,0.0009372234344482422,0.005281925201416016,[]
1801,8,0.0009086132049560547,0.00413823127746582,[]
1861,8,0.0009419918060302734,0.004133939743041992,[]
1921,7,0.0009455680847167969,0.0036258697509765625,[]
