time-step,number of users,exec time,pricing time,two-phases time
1,32,0.0010480880737304688,0.009991884231567383,[]
61,49,0.001280069351196289,0.019010066986083984,[]
121,69,0.0015420913696289062,0.02381300926208496,[]
181,91,0.0021522045135498047,0.04457545280456543,[]
241,100,0.0023827552795410156,0.030488967895507812,[]
301,98,0.0023555755615234375,0.03778719902038574,[]
361,91,0.0022339820861816406,0.02798628807067871,[]
421,80,0.0021047592163085938,0.029224872589111328,[]
481,74,0.0029447078704833984,0.060125112533569336,[]
541,61,0.0024602413177490234,0.024540185928344727,[]
601,45,0.0013277530670166016,0.007775306701660156,[]
661,40,0.0011844635009765625,0.01036834716796875,[]
721,30,0.001112222671508789,0.0059854984283447266,[]
781,12,0.0011849403381347656,0.0029489994049072266,[]
841,3,0.0007448196411132812,0.0009949207305908203,[]
