time-step,number of winners,result list
1,29,"[('v5', 'c18'), ('v13', 'c18'), ('v15', 'c18'), ('v17', 'c18'), ('v19', 'c18'), ('v22', 'c18'), ('v23', 'c18'), ('v24', 'c18'), ('v25', 'c18'), ('v8', 'c26'), ('v21', 'c26'), ('v87', 'c26'), ('v0', 'c65'), ('v2', 'c65'), ('v7', 'c65'), ('v12', 'c65'), ('v82', 'c65'), ('v3', 'c86'), ('v6', 'c86'), ('v10', 'c86'), ('v11', 'c86'), ('v14', 'c86'), ('v16', 'c86'), ('v18', 'c86'), ('v85', 'c86'), ('v1', 'c98'), ('v4', 'c98'), ('v9', 'c98'), ('v20', 'c98')]"
61,38,"[('v5', 'c18'), ('v13', 'c18'), ('v15', 'c18'), ('v17', 'c18'), ('v19', 'c18'), ('v22', 'c18'), ('v23', 'c18'), ('v24', 'c18'), ('v25', 'c18'), ('v8', 'c26'), ('v21', 'c26'), ('v87', 'c26'), ('v80', 'c26'), ('v3', 'c47'), ('v6', 'c47'), ('v10', 'c47'), ('v11', 'c47'), ('v14', 'c47'), ('v16', 'c47'), ('v18', 'c47'), ('v67', 'c47'), ('v93', 'c47'), ('v41', 'c47'), ('v42', 'c76'), ('v92', 'c76'), ('v85', 'c86'), ('v78', 'c86'), ('v0', 'c98'), ('v1', 'c98'), ('v2', 'c98'), ('v4', 'c98'), ('v7', 'c98'), ('v9', 'c98'), ('v12', 'c98'), ('v20', 'c98'), ('v82', 'c98'), ('v26', 'c98'), ('v39', 'c98')]"
121,55,"[('v80', 'c0'), ('v42', 'c0'), ('v92', 'c0'), ('v31', 'c0'), ('v47', 'c0'), ('v68', 'c0'), ('v72', 'c0'), ('v91', 'c0'), ('v6', 'c15'), ('v10', 'c15'), ('v11', 'c15'), ('v41', 'c15'), ('v78', 'c15'), ('v69', 'c15'), ('v79', 'c15'), ('v84', 'c15'), ('v43', 'c15'), ('v13', 'c18'), ('v15', 'c18'), ('v19', 'c18'), ('v22', 'c18'), ('v24', 'c18'), ('v40', 'c18'), ('v70', 'c18'), ('v0', 'c35'), ('v1', 'c35'), ('v2', 'c35'), ('v4', 'c35'), ('v9', 'c35'), ('v12', 'c35'), ('v20', 'c35'), ('v82', 'c35'), ('v26', 'c35'), ('v50', 'c35'), ('v65', 'c35'), ('v30', 'c35'), ('v90', 'c35'), ('v3', 'c47'), ('v14', 'c47'), ('v16', 'c47'), ('v18', 'c47'), ('v67', 'c47'), ('v85', 'c47'), ('v93', 'c47'), ('v46', 'c47'), ('v8', 'c76'), ('v21', 'c76'), ('v87', 'c76'), ('v5', 'c92'), ('v17', 'c92'), ('v23', 'c92'), ('v25', 'c92'), ('v7', 'c103'), ('v39', 'c103'), ('v81', 'c103')]"
181,49,"[('v89', 'c28'), ('v95', 'c28'), ('v35', 'c34'), ('v53', 'c34'), ('v1', 'c35'), ('v2', 'c35'), ('v4', 'c35'), ('v7', 'c35'), ('v8', 'c51'), ('v21', 'c51'), ('v80', 'c51'), ('v92', 'c51'), ('v31', 'c51'), ('v47', 'c51'), ('v72', 'c51'), ('v91', 'c51'), ('v63', 'c51'), ('v50', 'c73'), ('v30', 'c73'), ('v81', 'c73'), ('v90', 'c73'), ('v5', 'c92'), ('v13', 'c92'), ('v15', 'c92'), ('v17', 'c92'), ('v19', 'c92'), ('v22', 'c92'), ('v23', 'c92'), ('v24', 'c92'), ('v25', 'c92'), ('v40', 'c92'), ('v70', 'c92'), ('v3', 'c101'), ('v10', 'c101'), ('v16', 'c101'), ('v18', 'c101'), ('v41', 'c101'), ('v78', 'c101'), ('v69', 'c101'), ('v84', 'c101'), ('v43', 'c101'), ('v0', 'c103'), ('v9', 'c103'), ('v12', 'c103'), ('v20', 'c103'), ('v82', 'c103'), ('v26', 'c103'), ('v39', 'c103'), ('v65', 'c103')]"
241,50,"[('v32', 'c27'), ('v34', 'c27'), ('v0', 'c34'), ('v1', 'c34'), ('v2', 'c34'), ('v4', 'c34'), ('v7', 'c34'), ('v9', 'c34'), ('v12', 'c34'), ('v20', 'c34'), ('v82', 'c34'), ('v39', 'c34'), ('v50', 'c34'), ('v65', 'c34'), ('v64', 'c34'), ('v51', 'c44'), ('v62', 'c44'), ('v21', 'c56'), ('v42', 'c56'), ('v92', 'c56'), ('v47', 'c56'), ('v68', 'c56'), ('v72', 'c56'), ('v5', 'c92'), ('v13', 'c92'), ('v15', 'c92'), ('v17', 'c92'), ('v19', 'c92'), ('v22', 'c92'), ('v23', 'c92'), ('v24', 'c92'), ('v25', 'c92'), ('v40', 'c92'), ('v70', 'c92'), ('v3', 'c94'), ('v10', 'c94'), ('v41', 'c94'), ('v78', 'c94'), ('v69', 'c94'), ('v45', 'c94'), ('v36', 'c94'), ('v95', 'c94'), ('v27', 'c94'), ('v8', 'c117'), ('v87', 'c117'), ('v31', 'c117'), ('v63', 'c117'), ('v96', 'c117'), ('v54', 'c117'), ('v94', 'c117')]"
301,54,"[('v92', 'c21'), ('v31', 'c21'), ('v47', 'c21'), ('v72', 'c21'), ('v63', 'c21'), ('v96', 'c21'), ('v54', 'c21'), ('v55', 'c21'), ('v73', 'c21'), ('v5', 'c27'), ('v13', 'c27'), ('v15', 'c27'), ('v17', 'c27'), ('v19', 'c27'), ('v22', 'c27'), ('v23', 'c27'), ('v24', 'c27'), ('v25', 'c27'), ('v40', 'c27'), ('v70', 'c27'), ('v51', 'c43'), ('v62', 'c43'), ('v33', 'c43'), ('v66', 'c43'), ('v83', 'c43'), ('v3', 'c69'), ('v10', 'c69'), ('v41', 'c69'), ('v78', 'c69'), ('v69', 'c69'), ('v45', 'c69'), ('v36', 'c69'), ('v95', 'c69'), ('v27', 'c69'), ('v0', 'c84'), ('v1', 'c84'), ('v2', 'c84'), ('v4', 'c84'), ('v7', 'c84'), ('v9', 'c84'), ('v12', 'c84'), ('v20', 'c84'), ('v82', 'c84'), ('v39', 'c84'), ('v50', 'c84'), ('v65', 'c84'), ('v64', 'c84'), ('v32', 'c88'), ('v34', 'c88'), ('v71', 'c88'), ('v74', 'c88'), ('v8', 'c117'), ('v21', 'c117'), ('v87', 'c117')]"
361,56,"[('v51', 'c12'), ('v62', 'c12'), ('v33', 'c12'), ('v66', 'c12'), ('v83', 'c12'), ('v8', 'c21'), ('v21', 'c21'), ('v87', 'c21'), ('v0', 'c58'), ('v1', 'c58'), ('v2', 'c58'), ('v4', 'c58'), ('v7', 'c58'), ('v9', 'c58'), ('v12', 'c58'), ('v20', 'c58'), ('v82', 'c58'), ('v39', 'c58'), ('v50', 'c58'), ('v65', 'c58'), ('v64', 'c58'), ('v80', 'c61'), ('v92', 'c61'), ('v31', 'c61'), ('v47', 'c61'), ('v68', 'c61'), ('v72', 'c61'), ('v91', 'c61'), ('v96', 'c61'), ('v59', 'c61'), ('v77', 'c61'), ('v3', 'c69'), ('v10', 'c69'), ('v41', 'c69'), ('v78', 'c69'), ('v69', 'c69'), ('v45', 'c69'), ('v36', 'c69'), ('v95', 'c69'), ('v27', 'c69'), ('v13', 'c77'), ('v15', 'c77'), ('v25', 'c77'), ('v32', 'c77'), ('v34', 'c77'), ('v71', 'c77'), ('v74', 'c77'), ('v28', 'c77'), ('v98', 'c77'), ('v42', 'c130'), ('v63', 'c130'), ('v54', 'c130'), ('v94', 'c130'), ('v48', 'c130'), ('v55', 'c130'), ('v73', 'c130')]"
421,76,"[('v3', 'c6'), ('v10', 'c6'), ('v16', 'c6'), ('v85', 'c6'), ('v84', 'c6'), ('v36', 'c6'), ('v95', 'c6'), ('v60', 'c6'), ('v61', 'c6'), ('v13', 'c21'), ('v15', 'c21'), ('v25', 'c21'), ('v32', 'c21'), ('v34', 'c21'), ('v71', 'c21'), ('v74', 'c21'), ('v28', 'c21'), ('v98', 'c21'), ('v0', 'c41'), ('v4', 'c41'), ('v12', 'c41'), ('v82', 'c41'), ('v81', 'c41'), ('v35', 'c41'), ('v38', 'c41'), ('v64', 'c41'), ('v8', 'c61'), ('v21', 'c61'), ('v87', 'c61'), ('v6', 'c66'), ('v18', 'c66'), ('v67', 'c66'), ('v93', 'c66'), ('v41', 'c66'), ('v78', 'c66'), ('v46', 'c66'), ('v69', 'c66'), ('v29', 'c66'), ('v45', 'c66'), ('v27', 'c66'), ('v88', 'c66'), ('v1', 'c81'), ('v2', 'c81'), ('v7', 'c81'), ('v9', 'c81'), ('v20', 'c81'), ('v26', 'c81'), ('v39', 'c81'), ('v50', 'c81'), ('v65', 'c81'), ('v30', 'c81'), ('v90', 'c81'), ('v53', 'c81'), ('v97', 'c81'), ('v80', 'c123'), ('v42', 'c123'), ('v31', 'c123'), ('v47', 'c123'), ('v68', 'c123'), ('v91', 'c123'), ('v63', 'c123'), ('v96', 'c123'), ('v48', 'c123'), ('v55', 'c123'), ('v59', 'c123'), ('v51', 'c126'), ('v62', 'c126'), ('v33', 'c126'), ('v66', 'c126'), ('v83', 'c126'), ('v92', 'c128'), ('v72', 'c128'), ('v54', 'c128'), ('v94', 'c128'), ('v73', 'c128'), ('v77', 'c128')]"
481,64,"[('v51', 'c11'), ('v62', 'c11'), ('v66', 'c11'), ('v83', 'c11'), ('v80', 'c57'), ('v92', 'c57'), ('v31', 'c57'), ('v47', 'c57'), ('v68', 'c57'), ('v72', 'c57'), ('v91', 'c57'), ('v96', 'c57'), ('v59', 'c57'), ('v77', 'c57'), ('v71', 'c61'), ('v37', 'c61'), ('v57', 'c61'), ('v28', 'c61'), ('v98', 'c61'), ('v3', 'c70'), ('v10', 'c70'), ('v41', 'c70'), ('v78', 'c70'), ('v69', 'c70'), ('v45', 'c70'), ('v36', 'c70'), ('v95', 'c70'), ('v27', 'c70'), ('v21', 'c72'), ('v87', 'c72'), ('v0', 'c91'), ('v1', 'c91'), ('v2', 'c91'), ('v4', 'c91'), ('v7', 'c91'), ('v9', 'c91'), ('v12', 'c91'), ('v20', 'c91'), ('v82', 'c91'), ('v39', 'c91'), ('v50', 'c91'), ('v65', 'c91'), ('v64', 'c91'), ('v74', 'c100'), ('v58', 'c100'), ('v33', 'c110'), ('v5', 'c120'), ('v13', 'c120'), ('v15', 'c120'), ('v23', 'c120'), ('v24', 'c120'), ('v25', 'c120'), ('v40', 'c120'), ('v70', 'c120'), ('v32', 'c120'), ('v34', 'c120'), ('v8', 'c128'), ('v42', 'c134'), ('v63', 'c134'), ('v54', 'c134'), ('v94', 'c134'), ('v48', 'c134'), ('v55', 'c134'), ('v73', 'c134')]"
541,91,"[('v3', 'c10'), ('v10', 'c10'), ('v18', 'c10'), ('v41', 'c10'), ('v78', 'c10'), ('v43', 'c10'), ('v95', 'c10'), ('v61', 'c10'), ('v8', 'c20'), ('v21', 'c20'), ('v87', 'c20'), ('v42', 'c20'), ('v68', 'c20'), ('v91', 'c20'), ('v5', 'c53'), ('v13', 'c53'), ('v15', 'c53'), ('v19', 'c53'), ('v23', 'c53'), ('v24', 'c53'), ('v25', 'c53'), ('v40', 'c53'), ('v37', 'c53'), ('v57', 'c53'), ('v98', 'c53'), ('v80', 'c71'), ('v54', 'c71'), ('v94', 'c71'), ('v48', 'c71'), ('v55', 'c71'), ('v59', 'c71'), ('v73', 'c71'), ('v92', 'c83'), ('v31', 'c83'), ('v47', 'c83'), ('v72', 'c83'), ('v63', 'c83'), ('v96', 'c83'), ('v77', 'c83'), ('v6', 'c87'), ('v11', 'c87'), ('v14', 'c87'), ('v67', 'c87'), ('v85', 'c87'), ('v93', 'c87'), ('v69', 'c87'), ('v29', 'c87'), ('v52', 'c87'), ('v60', 'c87'), ('v27', 'c87'), ('v88', 'c87'), ('v1', 'c96'), ('v2', 'c96'), ('v4', 'c96'), ('v7', 'c96'), ('v9', 'c96'), ('v20', 'c96'), ('v39', 'c96'), ('v65', 'c96'), ('v81', 'c96'), ('v35', 'c96'), ('v97', 'c96'), ('v33', 'c96'), ('v83', 'c96'), ('v70', 'c120'), ('v32', 'c120'), ('v34', 'c120'), ('v71', 'c120'), ('v74', 'c120'), ('v28', 'c120'), ('v44', 'c120'), ('v56', 'c120'), ('v86', 'c120'), ('v16', 'c121'), ('v46', 'c121'), ('v84', 'c121'), ('v45', 'c121'), ('v36', 'c121'), ('v75', 'c121'), ('v89', 'c121'), ('v49', 'c121'), ('v0', 'c127'), ('v12', 'c127'), ('v82', 'c127'), ('v26', 'c127'), ('v50', 'c127'), ('v30', 'c127'), ('v90', 'c127'), ('v64', 'c127'), ('v51', 'c127'), ('v62', 'c127')]"
