time-step,number of users,exec time,pricing time,two-phases time
1,32,0.0012743473052978516,0.009974002838134766,[]
61,49,0.0015799999237060547,0.01886272430419922,[]
121,69,0.0018944740295410156,0.02470111846923828,[]
181,91,0.0018913745880126953,0.04181790351867676,[]
241,100,0.0022580623626708984,0.03133344650268555,[]
301,98,0.0020322799682617188,0.04238080978393555,[]
361,91,0.0019736289978027344,0.027502775192260742,[]
421,80,0.0017459392547607422,0.032529592514038086,[]
481,74,0.0015518665313720703,0.03282308578491211,[]
541,61,0.0013146400451660156,0.012026309967041016,[]
601,45,0.0011663436889648438,0.006899356842041016,[]
661,40,0.0011882781982421875,0.011003971099853516,[]
721,30,0.0009970664978027344,0.004029273986816406,[]
781,12,0.0010018348693847656,0.002961397171020508,[]
841,3,0.0007231235504150391,0.0009043216705322266,[]
