time-step,number of users,number of winners,prices
1,1,1,0
61,1,1,0
121,1,1,0
181,1,1,0
241,1,1,0
301,1,1,0
361,1,1,0
421,1,1,0
481,1,1,0
541,1,1,0
601,1,1,0
661,1,1,0
721,1,1,0
781,1,1,0
841,1,1,0
901,1,1,0
961,1,1,0
1021,1,1,0
1081,1,1,0
1141,1,1,0
1201,1,1,0
1261,1,1,0
1321,1,1,0
1381,1,1,0
1441,1,1,0
1501,1,1,0
1561,1,1,0
1621,1,1,0
1681,1,1,0
1741,1,1,0
1801,1,1,0
1861,1,1,0
1921,1,1,0
1981,1,1,0
2041,1,1,0
