time-step,number of users,exec time,pricing time,two-phases time
1,32,0.7812767028808594,25.719077110290527,"[0.016451120376586914, 0.7643775939941406]"
61,49,1.144883155822754,91.05895686149597,"[0.03686952590942383, 1.1075503826141357]"
121,69,1.585707664489746,116.93007469177246,"[0.032701969146728516, 1.5525341033935547]"
181,91,2.1075797080993652,191.19992780685425,"[0.04117417335510254, 2.0659427642822266]"
241,100,2.3104684352874756,167.75650119781494,"[0.031784772872924805, 2.2782113552093506]"
301,98,2.2837886810302734,189.73533082008362,"[0.038777828216552734, 2.244478702545166]"
361,91,2.103424072265625,176.0419626235962,"[0.03641700744628906, 2.0665550231933594]"
421,80,1.8441405296325684,118.70857048034668,"[0.028267860412597656, 1.8154141902923584]"
481,74,1.7140684127807617,141.2308008670807,"[0.03585696220397949, 1.677762508392334]"
541,61,1.3927602767944336,50.345004081726074,"[0.016459941864013672, 1.3758649826049805]"
601,45,1.0335733890533447,32.05461502075195,"[0.013994216918945312, 1.0191471576690674]"
661,40,0.9339351654052734,23.09556484222412,"[0.0161895751953125, 0.9172358512878418]"
721,30,0.6889998912811279,10.387833595275879,"[0.006845951080322266, 0.6817235946655273]"
781,12,0.28984642028808594,6.33094048500061,"[0.01067495346069336, 0.2787442207336426]"
841,3,0.07553601264953613,0.22718524932861328,"[0.0015978813171386719, 0.07351040840148926]"
