time-step,number of users,exec time,pricing time,two-phases time
1,73,0.0019123554229736328,0.05826258659362793,[]
61,101,0.003468751907348633,0.15944457054138184,[]
121,130,0.002637624740600586,0.11233997344970703,[]
181,163,0.002547740936279297,0.1234128475189209,[]
241,205,0.004007577896118164,0.25339436531066895,[]
301,234,0.0038313865661621094,0.15781211853027344,[]
361,246,0.00430607795715332,0.28445935249328613,[]
421,248,0.007996559143066406,0.4473123550415039,[]
481,250,0.007369279861450195,0.5574407577514648,[]
541,250,0.004195213317871094,0.21500730514526367,[]
601,250,0.0045320987701416016,0.25437307357788086,[]
661,250,0.004221677780151367,0.19033098220825195,[]
721,250,0.0035865306854248047,0.23157453536987305,[]
781,250,0.006877899169921875,0.42771291732788086,[]
841,247,0.0037970542907714844,0.24182677268981934,[]
901,243,0.0035834312438964844,0.23159003257751465,[]
961,227,0.003318309783935547,0.19574594497680664,[]
1021,207,0.003982067108154297,0.18971037864685059,[]
1081,184,0.002893209457397461,0.1519477367401123,[]
1141,151,0.002788066864013672,0.12291121482849121,[]
1201,133,0.0023813247680664062,0.10393404960632324,[]
1261,105,0.003131389617919922,0.07004952430725098,[]
1321,77,0.0019626617431640625,0.050936222076416016,[]
1381,55,0.0016293525695800781,0.033261775970458984,[]
1441,40,0.002018451690673828,0.08423328399658203,[]
1501,35,0.0013613700866699219,0.021602869033813477,[]
1561,17,0.0010914802551269531,0.009352445602416992,[]
1621,14,0.0010952949523925781,0.0076007843017578125,[]
1681,11,0.0010344982147216797,0.005896568298339844,[]
1741,10,0.0009889602661132812,0.005457162857055664,[]
1801,8,0.0010058879852294922,0.004277706146240234,[]
1861,8,0.0009808540344238281,0.004293203353881836,[]
1921,7,0.0010576248168945312,0.003799915313720703,[]
