time-step,number of users,exec time,pricing time,two-phases time
1,32,0.0009953975677490234,0.010018587112426758,[]
61,49,0.0018820762634277344,0.019896984100341797,[]
121,69,0.0019500255584716797,0.024595022201538086,[]
181,91,0.0019142627716064453,0.041810035705566406,[]
241,100,0.0017559528350830078,0.028363943099975586,[]
301,98,0.001756906509399414,0.03516578674316406,[]
361,91,0.0017409324645996094,0.026781082153320312,[]
421,80,0.0015666484832763672,0.028126955032348633,[]
481,74,0.0018301010131835938,0.03205275535583496,[]
541,61,0.0014312267303466797,0.010194540023803711,[]
601,45,0.0011920928955078125,0.006843090057373047,[]
661,40,0.0010418891906738281,0.008910179138183594,[]
721,30,0.0009915828704833984,0.004040241241455078,[]
781,12,0.0011126995086669922,0.0029633045196533203,[]
841,3,0.001001119613647461,0.0011398792266845703,[]
