time-step,number of users,exec time
1,30,0.0008597373962402344
61,45,0.0007297992706298828
121,75,0.001726388931274414
181,91,0.0010797977447509766
241,99,0.0017371177673339844
301,100,0.002175569534301758
361,100,0.0018310546875
421,100,0.0020499229431152344
481,100,0.0018656253814697266
541,100,0.0022058486938476562
601,90,0.0018393993377685547
661,59,0.001287698745727539
721,38,0.0011241436004638672
781,19,0.0009300708770751953

