time-step,number of winners,result list
1,30,"[('v22', 'c34'), ('v7', 'c25'), ('v80', 'c34'), ('v62', 'c25'), ('v1', 'c96'), ('v0', 'c25'), ('v5', 'c96'), ('v24', 'c96'), ('v13', 'c96'), ('v21', 'c25'), ('v18', 'c34'), ('v10', 'c96'), ('v14', 'c52'), ('v4', 'c52'), ('v25', 'c96'), ('v23', 'c34'), ('v8', 'c25'), ('v19', 'c52'), ('v20', 'c25'), ('v11', 'c25'), ('v6', 'c100'), ('v3', 'c96'), ('v17', 'c34'), ('v27', 'c100'), ('v12', 'c52'), ('v43', 'c96'), ('v2', 'c34'), ('v15', 'c52'), ('v9', 'c96'), ('v16', 'c96')]"
61,38,"[('v22', 'c37'), ('v7', 'c25'), ('v95', 'c42'), ('v80', 'c37'), ('v62', 'c25'), ('v1', 'c42'), ('v54', 'c42'), ('v81', 'c42'), ('v99', 'c91'), ('v0', 'c25'), ('v5', 'c42'), ('v24', 'c42'), ('v13', 'c42'), ('v21', 'c25'), ('v18', 'c37'), ('v35', 'c91'), ('v10', 'c42'), ('v14', 'c91'), ('v4', 'c91'), ('v25', 'c42'), ('v23', 'c37'), ('v37', 'c42'), ('v47', 'c42'), ('v8', 'c25'), ('v75', 'c37'), ('v19', 'c91'), ('v20', 'c25'), ('v11', 'c25'), ('v84', 'c37'), ('v6', 'c100'), ('v17', 'c37'), ('v27', 'c100'), ('v12', 'c91'), ('v82', 'c42'), ('v91', 'c42'), ('v89', 'c37'), ('v2', 'c37'), ('v15', 'c91')]"
121,62,"[('v40', 'c19'), ('v22', 'c69'), ('v52', 'c14'), ('v98', 'c22'), ('v7', 'c102'), ('v95', 'c17'), ('v80', 'c69'), ('v74', 'c22'), ('v62', 'c102'), ('v1', 'c17'), ('v54', 'c17'), ('v34', 'c14'), ('v28', 'c19'), ('v81', 'c17'), ('v33', 'c22'), ('v99', 'c22'), ('v64', 'c19'), ('v0', 'c102'), ('v5', 'c17'), ('v24', 'c17'), ('v13', 'c17'), ('v21', 'c102'), ('v85', 'c22'), ('v18', 'c69'), ('v35', 'c22'), ('v39', 'c17'), ('v10', 'c17'), ('v94', 'c102'), ('v68', 'c19'), ('v14', 'c22'), ('v69', 'c22'), ('v4', 'c22'), ('v71', 'c69'), ('v25', 'c17'), ('v38', 'c17'), ('v48', 'c69'), ('v23', 'c69'), ('v37', 'c17'), ('v59', 'c69'), ('v67', 'c22'), ('v47', 'c17'), ('v8', 'c102'), ('v75', 'c69'), ('v93', 'c22'), ('v53', 'c14'), ('v83', 'c4'), ('v88', 'c69'), ('v57', 'c69'), ('v19', 'c4'), ('v20', 'c102'), ('v11', 'c102'), ('v30', 'c4'), ('v84', 'c88'), ('v17', 'c69'), ('v76', 'c17'), ('v12', 'c22'), ('v89', 'c88'), ('v2', 'c88'), ('v15', 'c4'), ('v26', 'c4'), ('v42', 'c88'), ('v72', 'c4')]"
181,73,"[('v40', 'c35'), ('v22', 'c14'), ('v52', 'c14'), ('v79', 'c14'), ('v98', 'c58'), ('v7', 'c35'), ('v95', 'c82'), ('v80', 'c14'), ('v74', 'c58'), ('v62', 'c35'), ('v1', 'c80'), ('v54', 'c82'), ('v34', 'c14'), ('v28', 'c35'), ('v81', 'c80'), ('v33', 'c58'), ('v99', 'c58'), ('v64', 'c35'), ('v45', 'c35'), ('v0', 'c35'), ('v5', 'c80'), ('v24', 'c80'), ('v13', 'c80'), ('v46', 'c58'), ('v21', 'c64'), ('v85', 'c58'), ('v18', 'c14'), ('v35', 'c58'), ('v39', 'c82'), ('v41', 'c64'), ('v10', 'c80'), ('v94', 'c64'), ('v68', 'c64'), ('v14', 'c58'), ('v69', 'c58'), ('v70', 'c14'), ('v4', 'c58'), ('v71', 'c14'), ('v25', 'c80'), ('v55', 'c64'), ('v38', 'c82'), ('v48', 'c14'), ('v23', 'c14'), ('v37', 'c80'), ('v59', 'c14'), ('v67', 'c58'), ('v47', 'c80'), ('v8', 'c64'), ('v75', 'c14'), ('v93', 'c58'), ('v63', 'c82'), ('v83', 'c2'), ('v36', 'c80'), ('v86', 'c2'), ('v19', 'c2'), ('v20', 'c64'), ('v92', 'c82'), ('v11', 'c64'), ('v30', 'c2'), ('v73', 'c82'), ('v6', 'c64'), ('v17', 'c14'), ('v78', 'c58'), ('v76', 'c82'), ('v27', 'c64'), ('v51', 'c80'), ('v12', 'c2'), ('v29', 'c71'), ('v82', 'c82'), ('v49', 'c2'), ('v32', 'c2'), ('v91', 'c80'), ('v43', 'c80')]"
241,87,"[('v61', 'c41'), ('v40', 'c30'), ('v22', 'c18'), ('v52', 'c18'), ('v79', 'c18'), ('v98', 'c73'), ('v87', 'c30'), ('v7', 'c31'), ('v95', 'c21'), ('v80', 'c18'), ('v66', 'c31'), ('v74', 'c73'), ('v65', 'c41'), ('v62', 'c31'), ('v31', 'c30'), ('v1', 'c21'), ('v54', 'c21'), ('v34', 'c18'), ('v28', 'c30'), ('v81', 'c21'), ('v33', 'c73'), ('v99', 'c73'), ('v64', 'c30'), ('v45', 'c30'), ('v0', 'c31'), ('v5', 'c21'), ('v24', 'c21'), ('v13', 'c21'), ('v46', 'c73'), ('v21', 'c31'), ('v85', 'c73'), ('v18', 'c18'), ('v35', 'c73'), ('v39', 'c21'), ('v41', 'c30'), ('v10', 'c21'), ('v94', 'c30'), ('v68', 'c30'), ('v14', 'c73'), ('v69', 'c73'), ('v70', 'c18'), ('v4', 'c73'), ('v50', 'c31'), ('v60', 'c30'), ('v71', 'c18'), ('v25', 'c21'), ('v55', 'c30'), ('v38', 'c21'), ('v48', 'c18'), ('v23', 'c18'), ('v37', 'c21'), ('v59', 'c18'), ('v67', 'c73'), ('v47', 'c21'), ('v8', 'c31'), ('v75', 'c18'), ('v93', 'c73'), ('v63', 'c90'), ('v53', 'c40'), ('v88', 'c40'), ('v36', 'c90'), ('v57', 'c40'), ('v20', 'c31'), ('v92', 'c85'), ('v11', 'c71'), ('v73', 'c85'), ('v84', 'c40'), ('v6', 'c71'), ('v56', 'c71'), ('v3', 'c90'), ('v58', 'c30'), ('v17', 'c18'), ('v78', 'c73'), ('v76', 'c21'), ('v27', 'c31'), ('v51', 'c90'), ('v77', 'c40'), ('v29', 'c31'), ('v82', 'c90'), ('v90', 'c40'), ('v91', 'c90'), ('v43', 'c90'), ('v89', 'c59'), ('v2', 'c59'), ('v42', 'c59'), ('v9', 'c90'), ('v16', 'c90')]"
301,66,"[('v61', 'c6'), ('v40', 'c6'), ('v22', 'c46'), ('v52', 'c46'), ('v79', 'c46'), ('v98', 'c55'), ('v87', 'c6'), ('v7', 'c6'), ('v95', 'c83'), ('v80', 'c46'), ('v66', 'c6'), ('v74', 'c55'), ('v65', 'c6'), ('v62', 'c6'), ('v31', 'c20'), ('v1', 'c83'), ('v44', 'c20'), ('v54', 'c83'), ('v34', 'c46'), ('v28', 'c20'), ('v81', 'c83'), ('v33', 'c55'), ('v99', 'c55'), ('v64', 'c20'), ('v45', 'c20'), ('v0', 'c41'), ('v5', 'c83'), ('v24', 'c83'), ('v13', 'c83'), ('v46', 'c55'), ('v21', 'c41'), ('v85', 'c55'), ('v18', 'c46'), ('v35', 'c55'), ('v39', 'c83'), ('v41', 'c20'), ('v10', 'c83'), ('v94', 'c20'), ('v68', 'c20'), ('v14', 'c55'), ('v69', 'c55'), ('v70', 'c46'), ('v4', 'c55'), ('v50', 'c20'), ('v60', 'c20'), ('v71', 'c46'), ('v25', 'c83'), ('v55', 'c20'), ('v38', 'c83'), ('v48', 'c46'), ('v23', 'c46'), ('v37', 'c83'), ('v59', 'c46'), ('v67', 'c55'), ('v47', 'c83'), ('v8', 'c41'), ('v75', 'c46'), ('v93', 'c55'), ('v20', 'c41'), ('v11', 'c41'), ('v6', 'c41'), ('v56', 'c20'), ('v58', 'c20'), ('v17', 'c46'), ('v78', 'c55'), ('v76', 'c83')]"
361,66,"[('v61', 'c26'), ('v40', 'c61'), ('v22', 'c33'), ('v52', 'c33'), ('v79', 'c33'), ('v98', 'c81'), ('v87', 'c26'), ('v7', 'c61'), ('v95', 'c12'), ('v80', 'c33'), ('v66', 'c26'), ('v74', 'c81'), ('v65', 'c26'), ('v62', 'c61'), ('v31', 'c26'), ('v1', 'c12'), ('v44', 'c26'), ('v54', 'c12'), ('v34', 'c33'), ('v81', 'c12'), ('v33', 'c81'), ('v99', 'c81'), ('v45', 'c26'), ('v0', 'c61'), ('v5', 'c12'), ('v24', 'c12'), ('v13', 'c12'), ('v46', 'c81'), ('v21', 'c61'), ('v85', 'c15'), ('v18', 'c33'), ('v35', 'c81'), ('v39', 'c12'), ('v10', 'c12'), ('v94', 'c61'), ('v68', 'c61'), ('v14', 'c81'), ('v69', 'c81'), ('v70', 'c33'), ('v4', 'c81'), ('v71', 'c33'), ('v25', 'c12'), ('v38', 'c12'), ('v48', 'c33'), ('v23', 'c33'), ('v37', 'c12'), ('v59', 'c33'), ('v67', 'c81'), ('v47', 'c12'), ('v8', 'c61'), ('v75', 'c33'), ('v93', 'c81'), ('v53', 'c93'), ('v88', 'c93'), ('v57', 'c93'), ('v20', 'c61'), ('v84', 'c93'), ('v17', 'c33'), ('v78', 'c81'), ('v76', 'c12'), ('v27', 'c61'), ('v51', 'c23'), ('v77', 'c93'), ('v90', 'c93'), ('v89', 'c95'), ('v42', 'c95')]"
421,56,"[('v61', 'c80'), ('v40', 'c80'), ('v22', 'c16'), ('v52', 'c16'), ('v79', 'c16'), ('v98', 'c3'), ('v87', 'c80'), ('v7', 'c80'), ('v95', 'c84'), ('v80', 'c16'), ('v66', 'c80'), ('v74', 'c3'), ('v65', 'c80'), ('v62', 'c80'), ('v1', 'c99'), ('v54', 'c84'), ('v34', 'c16'), ('v81', 'c84'), ('v33', 'c3'), ('v99', 'c3'), ('v5', 'c99'), ('v24', 'c99'), ('v13', 'c99'), ('v46', 'c3'), ('v85', 'c3'), ('v18', 'c16'), ('v35', 'c3'), ('v39', 'c84'), ('v10', 'c99'), ('v14', 'c3'), ('v69', 'c3'), ('v70', 'c16'), ('v4', 'c3'), ('v71', 'c16'), ('v25', 'c99'), ('v38', 'c84'), ('v48', 'c11'), ('v23', 'c16'), ('v37', 'c84'), ('v59', 'c11'), ('v67', 'c3'), ('v47', 'c84'), ('v75', 'c16'), ('v93', 'c3'), ('v63', 'c84'), ('v53', 'c16'), ('v88', 'c93'), ('v36', 'c84'), ('v57', 'c11'), ('v92', 'c99'), ('v73', 'c99'), ('v3', 'c99'), ('v78', 'c3'), ('v76', 'c99'), ('v77', 'c93'), ('v42', 'c11')]"
481,67,"[('v61', 'c17'), ('v40', 'c17'), ('v22', 'c11'), ('v52', 'c11'), ('v79', 'c11'), ('v98', 'c8'), ('v87', 'c17'), ('v7', 'c17'), ('v95', 'c92'), ('v80', 'c11'), ('v66', 'c17'), ('v74', 'c8'), ('v65', 'c17'), ('v62', 'c17'), ('v1', 'c92'), ('v54', 'c92'), ('v34', 'c11'), ('v81', 'c92'), ('v33', 'c8'), ('v99', 'c8'), ('v5', 'c92'), ('v24', 'c92'), ('v13', 'c92'), ('v46', 'c8'), ('v85', 'c8'), ('v18', 'c11'), ('v35', 'c8'), ('v39', 'c92'), ('v10', 'c92'), ('v14', 'c8'), ('v69', 'c8'), ('v70', 'c11'), ('v4', 'c8'), ('v71', 'c11'), ('v25', 'c92'), ('v38', 'c92'), ('v48', 'c11'), ('v23', 'c11'), ('v37', 'c92'), ('v59', 'c11'), ('v67', 'c8'), ('v47', 'c92'), ('v75', 'c11'), ('v93', 'c8'), ('v63', 'c84'), ('v53', 'c50'), ('v83', 'c57'), ('v88', 'c50'), ('v36', 'c84'), ('v86', 'c57'), ('v57', 'c50'), ('v19', 'c57'), ('v92', 'c84'), ('v30', 'c57'), ('v73', 'c84'), ('v84', 'c50'), ('v17', 'c11'), ('v78', 'c8'), ('v76', 'c92'), ('v51', 'c84'), ('v12', 'c57'), ('v77', 'c50'), ('v82', 'c84'), ('v49', 'c57'), ('v32', 'c57'), ('v90', 'c50'), ('v91', 'c84')]"
541,73,"[('v61', 'c42'), ('v40', 'c42'), ('v22', 'c75'), ('v52', 'c75'), ('v79', 'c75'), ('v98', 'c8'), ('v87', 'c42'), ('v7', 'c17'), ('v95', 'c38'), ('v80', 'c75'), ('v66', 'c42'), ('v74', 'c8'), ('v65', 'c42'), ('v62', 'c17'), ('v31', 'c42'), ('v1', 'c38'), ('v44', 'c42'), ('v54', 'c38'), ('v34', 'c75'), ('v81', 'c38'), ('v33', 'c8'), ('v99', 'c8'), ('v0', 'c17'), ('v5', 'c38'), ('v24', 'c38'), ('v13', 'c38'), ('v46', 'c8'), ('v21', 'c17'), ('v85', 'c8'), ('v18', 'c75'), ('v35', 'c8'), ('v39', 'c38'), ('v10', 'c38'), ('v94', 'c17'), ('v14', 'c8'), ('v69', 'c8'), ('v70', 'c75'), ('v4', 'c8'), ('v50', 'c54'), ('v71', 'c75'), ('v25', 'c38'), ('v38', 'c38'), ('v48', 'c50'), ('v23', 'c75'), ('v37', 'c38'), ('v59', 'c50'), ('v67', 'c8'), ('v47', 'c38'), ('v8', 'c17'), ('v75', 'c75'), ('v93', 'c8'), ('v63', 'c86'), ('v53', 'c75'), ('v83', 'c27'), ('v36', 'c86'), ('v86', 'c27'), ('v57', 'c50'), ('v19', 'c27'), ('v20', 'c17'), ('v92', 'c86'), ('v11', 'c17'), ('v30', 'c27'), ('v73', 'c86'), ('v78', 'c8'), ('v76', 'c38'), ('v51', 'c86'), ('v12', 'c27'), ('v82', 'c86'), ('v49', 'c27'), ('v32', 'c27'), ('v91', 'c86'), ('v89', 'c65'), ('v42', 'c50')]"
