time-step,number of winners,result list
1,35,"[('v8', 'c19'), ('v11', 'c54'), ('v22', 'c14'), ('v66', 'c14'), ('v81', 'c15'), ('v67', 'c14'), ('v84', 'c54'), ('v7', 'c19'), ('v24', 'c19'), ('v5', 'c54'), ('v17', 'c14'), ('v3', 'c14'), ('v18', 'c14'), ('v19', 'c54'), ('v20', 'c15'), ('v27', 'c15'), ('v2', 'c14'), ('v46', 'c54'), ('v96', 'c15'), ('v21', 'c15'), ('v1', 'c19'), ('v9', 'c19'), ('v43', 'c19'), ('v15', 'c54'), ('v6', 'c54'), ('v16', 'c19'), ('v4', 'c19'), ('v12', 'c19'), ('v14', 'c54'), ('v13', 'c19'), ('v83', 'c15'), ('v25', 'c19'), ('v10', 'c14'), ('v0', 'c19'), ('v23', 'c14')]"
61,61,"[('v95', 'c6'), ('v92', 'c12'), ('v8', 'c6'), ('v40', 'c50'), ('v11', 'c24'), ('v22', 'c12'), ('v65', 'c24'), ('v66', 'c12'), ('v45', 'c6'), ('v33', 'c50'), ('v81', 'c50'), ('v44', 'c50'), ('v67', 'c12'), ('v28', 'c50'), ('v84', 'c24'), ('v7', 'c6'), ('v24', 'c6'), ('v82', 'c6'), ('v59', 'c50'), ('v47', 'c6'), ('v60', 'c6'), ('v51', 'c50'), ('v5', 'c24'), ('v17', 'c12'), ('v3', 'c12'), ('v50', 'c12'), ('v73', 'c52'), ('v64', 'c6'), ('v18', 'c12'), ('v53', 'c14'), ('v36', 'c35'), ('v19', 'c24'), ('v63', 'c12'), ('v20', 'c50'), ('v71', 'c35'), ('v80', 'c50'), ('v2', 'c14'), ('v46', 'c24'), ('v21', 'c50'), ('v1', 'c35'), ('v9', 'c6'), ('v43', 'c6'), ('v90', 'c24'), ('v15', 'c24'), ('v86', 'c35'), ('v62', 'c35'), ('v35', 'c24'), ('v6', 'c24'), ('v16', 'c35'), ('v4', 'c35'), ('v12', 'c35'), ('v14', 'c24'), ('v94', 'c6'), ('v13', 'c35'), ('v83', 'c50'), ('v25', 'c35'), ('v10', 'c12'), ('v0', 'c35'), ('v23', 'c12'), ('v76', 'c24'), ('v37', 'c35')]"
121,76,"[('v95', 'c6'), ('v92', 'c52'), ('v8', 'c6'), ('v40', 'c46'), ('v11', 'c24'), ('v69', 'c46'), ('v22', 'c52'), ('v65', 'c5'), ('v66', 'c52'), ('v45', 'c6'), ('v33', 'c46'), ('v81', 'c46'), ('v44', 'c46'), ('v67', 'c52'), ('v34', 'c46'), ('v28', 'c50'), ('v84', 'c24'), ('v7', 'c6'), ('v24', 'c6'), ('v82', 'c6'), ('v59', 'c46'), ('v47', 'c6'), ('v68', 'c14'), ('v60', 'c6'), ('v51', 'c46'), ('v5', 'c24'), ('v17', 'c52'), ('v72', 'c52'), ('v3', 'c52'), ('v50', 'c52'), ('v64', 'c6'), ('v18', 'c52'), ('v36', 'c43'), ('v19', 'c24'), ('v85', 'c50'), ('v63', 'c52'), ('v20', 'c50'), ('v52', 'c50'), ('v27', 'c46'), ('v71', 'c43'), ('v80', 'c46'), ('v46', 'c24'), ('v96', 'c50'), ('v21', 'c50'), ('v29', 'c57'), ('v1', 'c43'), ('v87', 'c57'), ('v58', 'c57'), ('v9', 'c6'), ('v43', 'c6'), ('v90', 'c24'), ('v15', 'c24'), ('v86', 'c43'), ('v42', 'c14'), ('v62', 'c43'), ('v35', 'c24'), ('v75', 'c6'), ('v91', 'c5'), ('v6', 'c24'), ('v16', 'c43'), ('v4', 'c43'), ('v12', 'c43'), ('v74', 'c50'), ('v14', 'c24'), ('v94', 'c43'), ('v13', 'c43'), ('v41', 'c50'), ('v83', 'c57'), ('v39', 'c43'), ('v25', 'c43'), ('v10', 'c52'), ('v0', 'c43'), ('v48', 'c14'), ('v89', 'c57'), ('v23', 'c52'), ('v76', 'c5')]"
181,52,"[('v95', 'c43'), ('v92', 'c21'), ('v8', 'c43'), ('v79', 'c3'), ('v40', 'c3'), ('v11', 'c5'), ('v69', 'c3'), ('v22', 'c21'), ('v65', 'c5'), ('v66', 'c21'), ('v45', 'c43'), ('v70', 'c43'), ('v99', 'c5'), ('v33', 'c3'), ('v81', 'c3'), ('v44', 'c3'), ('v67', 'c21'), ('v84', 'c5'), ('v7', 'c43'), ('v55', 'c3'), ('v24', 'c43'), ('v82', 'c43'), ('v59', 'c3'), ('v47', 'c43'), ('v68', 'c14'), ('v60', 'c43'), ('v51', 'c3'), ('v5', 'c5'), ('v17', 'c21'), ('v72', 'c14'), ('v3', 'c21'), ('v50', 'c21'), ('v56', 'c43'), ('v18', 'c21'), ('v19', 'c5'), ('v63', 'c21'), ('v98', 'c58'), ('v30', 'c33'), ('v27', 'c3'), ('v46', 'c5'), ('v49', 'c5'), ('v32', 'c5'), ('v78', 'c14'), ('v42', 'c14'), ('v35', 'c5'), ('v91', 'c5'), ('v94', 'c43'), ('v10', 'c21'), ('v77', 'c14'), ('v48', 'c14'), ('v57', 'c7'), ('v23', 'c21')]"
241,56,"[('v95', 'c23'), ('v92', 'c30'), ('v8', 'c23'), ('v79', 'c18'), ('v40', 'c18'), ('v11', 'c7'), ('v69', 'c18'), ('v22', 'c30'), ('v65', 'c7'), ('v66', 'c30'), ('v45', 'c23'), ('v70', 'c23'), ('v99', 'c7'), ('v33', 'c18'), ('v81', 'c18'), ('v44', 'c18'), ('v67', 'c30'), ('v84', 'c7'), ('v7', 'c23'), ('v55', 'c18'), ('v24', 'c23'), ('v82', 'c23'), ('v59', 'c18'), ('v47', 'c23'), ('v68', 'c30'), ('v60', 'c23'), ('v51', 'c18'), ('v5', 'c7'), ('v17', 'c30'), ('v72', 'c30'), ('v3', 'c30'), ('v56', 'c23'), ('v64', 'c25'), ('v18', 'c30'), ('v36', 'c25'), ('v19', 'c7'), ('v63', 'c30'), ('v27', 'c18'), ('v71', 'c25'), ('v46', 'c7'), ('v49', 'c7'), ('v54', 'c25'), ('v1', 'c25'), ('v32', 'c7'), ('v9', 'c25'), ('v43', 'c25'), ('v90', 'c27'), ('v93', 'c7'), ('v15', 'c27'), ('v35', 'c7'), ('v6', 'c27'), ('v61', 'c30'), ('v14', 'c27'), ('v94', 'c23'), ('v10', 'c30'), ('v76', 'c27')]"
301,61,"[('v95', 'c20'), ('v92', 'c7'), ('v8', 'c20'), ('v79', 'c36'), ('v40', 'c36'), ('v11', 'c22'), ('v69', 'c36'), ('v22', 'c7'), ('v65', 'c22'), ('v66', 'c7'), ('v45', 'c20'), ('v70', 'c20'), ('v99', 'c27'), ('v33', 'c36'), ('v81', 'c36'), ('v44', 'c36'), ('v67', 'c7'), ('v84', 'c22'), ('v7', 'c20'), ('v55', 'c36'), ('v24', 'c20'), ('v82', 'c20'), ('v59', 'c36'), ('v47', 'c20'), ('v68', 'c7'), ('v60', 'c20'), ('v51', 'c36'), ('v5', 'c22'), ('v17', 'c7'), ('v72', 'c7'), ('v3', 'c7'), ('v50', 'c33'), ('v73', 'c33'), ('v56', 'c20'), ('v18', 'c7'), ('v53', 'c33'), ('v19', 'c22'), ('v63', 'c7'), ('v98', 'c27'), ('v30', 'c27'), ('v27', 'c36'), ('v2', 'c33'), ('v46', 'c22'), ('v49', 'c27'), ('v32', 'c27'), ('v78', 'c27'), ('v90', 'c27'), ('v93', 'c22'), ('v26', 'c22'), ('v15', 'c22'), ('v42', 'c27'), ('v97', 'c27'), ('v88', 'c22'), ('v35', 'c30'), ('v91', 'c22'), ('v6', 'c22'), ('v14', 'c22'), ('v94', 'c20'), ('v10', 'c7'), ('v77', 'c7'), ('v23', 'c33')]"
361,74,"[('v95', 'c32'), ('v92', 'c5'), ('v8', 'c32'), ('v79', 'c0'), ('v40', 'c0'), ('v11', 'c44'), ('v69', 'c0'), ('v22', 'c5'), ('v65', 'c44'), ('v66', 'c5'), ('v45', 'c32'), ('v70', 'c32'), ('v99', 'c49'), ('v33', 'c0'), ('v81', 'c0'), ('v44', 'c0'), ('v67', 'c5'), ('v34', 'c4'), ('v31', 'c4'), ('v28', 'c4'), ('v84', 'c44'), ('v7', 'c32'), ('v55', 'c0'), ('v24', 'c32'), ('v82', 'c32'), ('v59', 'c0'), ('v47', 'c32'), ('v68', 'c5'), ('v60', 'c32'), ('v51', 'c0'), ('v5', 'c44'), ('v17', 'c5'), ('v72', 'c5'), ('v3', 'c5'), ('v50', 'c33'), ('v73', 'c33'), ('v56', 'c32'), ('v18', 'c5'), ('v53', 'c33'), ('v19', 'c44'), ('v85', 'c4'), ('v63', 'c5'), ('v20', 'c4'), ('v52', 'c4'), ('v98', 'c49'), ('v30', 'c49'), ('v27', 'c0'), ('v80', 'c4'), ('v2', 'c33'), ('v46', 'c44'), ('v21', 'c4'), ('v49', 'c49'), ('v32', 'c49'), ('v78', 'c33'), ('v90', 'c44'), ('v93', 'c49'), ('v26', 'c49'), ('v15', 'c44'), ('v42', 'c33'), ('v97', 'c33'), ('v88', 'c49'), ('v35', 'c44'), ('v91', 'c49'), ('v6', 'c44'), ('v61', 'c49'), ('v74', 'c4'), ('v14', 'c44'), ('v94', 'c32'), ('v10', 'c5'), ('v77', 'c5'), ('v48', 'c33'), ('v57', 'c49'), ('v23', 'c33'), ('v76', 'c44')]"
421,70,"[('v92', 'c37'), ('v8', 'c16'), ('v79', 'c40'), ('v40', 'c40'), ('v11', 'c26'), ('v69', 'c40'), ('v22', 'c37'), ('v65', 'c26'), ('v66', 'c37'), ('v45', 'c16'), ('v99', 'c45'), ('v33', 'c40'), ('v67', 'c37'), ('v34', 'c40'), ('v28', 'c40'), ('v84', 'c26'), ('v7', 'c16'), ('v55', 'c40'), ('v24', 'c16'), ('v82', 'c16'), ('v59', 'c40'), ('v68', 'c32'), ('v51', 'c40'), ('v5', 'c26'), ('v17', 'c37'), ('v72', 'c32'), ('v3', 'c37'), ('v50', 'c37'), ('v56', 'c16'), ('v64', 'c16'), ('v18', 'c37'), ('v19', 'c26'), ('v63', 'c37'), ('v98', 'c45'), ('v30', 'c45'), ('v27', 'c40'), ('v71', 'c16'), ('v46', 'c26'), ('v49', 'c45'), ('v1', 'c42'), ('v32', 'c45'), ('v78', 'c32'), ('v9', 'c42'), ('v90', 'c26'), ('v93', 'c45'), ('v26', 'c45'), ('v15', 'c26'), ('v42', 'c32'), ('v97', 'c32'), ('v88', 'c45'), ('v35', 'c26'), ('v91', 'c45'), ('v6', 'c26'), ('v16', 'c42'), ('v4', 'c42'), ('v12', 'c42'), ('v61', 'c45'), ('v14', 'c26'), ('v94', 'c16'), ('v13', 'c42'), ('v39', 'c42'), ('v25', 'c16'), ('v10', 'c37'), ('v0', 'c42'), ('v77', 'c32'), ('v48', 'c32'), ('v57', 'c45'), ('v23', 'c37'), ('v76', 'c26'), ('v37', 'c42')]"
481,55,"[('v92', 'c16'), ('v8', 'c41'), ('v79', 'c1'), ('v40', 'c1'), ('v11', 'c51'), ('v69', 'c1'), ('v22', 'c16'), ('v66', 'c16'), ('v67', 'c16'), ('v34', 'c1'), ('v84', 'c51'), ('v7', 'c41'), ('v55', 'c1'), ('v24', 'c41'), ('v59', 'c1'), ('v68', 'c16'), ('v5', 'c51'), ('v17', 'c16'), ('v72', 'c16'), ('v3', 'c16'), ('v50', 'c42'), ('v73', 'c42'), ('v64', 'c41'), ('v18', 'c16'), ('v53', 'c42'), ('v19', 'c51'), ('v85', 'c1'), ('v63', 'c16'), ('v20', 'c1'), ('v98', 'c41'), ('v30', 'c41'), ('v27', 'c1'), ('v80', 'c1'), ('v2', 'c42'), ('v46', 'c51'), ('v21', 'c1'), ('v32', 'c41'), ('v78', 'c42'), ('v9', 'c41'), ('v90', 'c28'), ('v93', 'c41'), ('v15', 'c51'), ('v42', 'c42'), ('v97', 'c42'), ('v35', 'c28'), ('v91', 'c41'), ('v6', 'c51'), ('v74', 'c1'), ('v14', 'c51'), ('v41', 'c1'), ('v83', 'c1'), ('v10', 'c16'), ('v77', 'c16'), ('v48', 'c42'), ('v23', 'c42')]"
541,39,"[('v92', 'c41'), ('v8', 'c40'), ('v79', 'c55'), ('v40', 'c55'), ('v11', 'c56'), ('v22', 'c41'), ('v66', 'c41'), ('v67', 'c41'), ('v34', 'c55'), ('v7', 'c40'), ('v24', 'c40'), ('v59', 'c55'), ('v68', 'c41'), ('v5', 'c56'), ('v17', 'c41'), ('v72', 'c41'), ('v3', 'c41'), ('v64', 'c40'), ('v18', 'c41'), ('v19', 'c56'), ('v63', 'c41'), ('v20', 'c55'), ('v46', 'c56'), ('v21', 'c55'), ('v1', 'c40'), ('v87', 'c55'), ('v9', 'c40'), ('v15', 'c56'), ('v6', 'c56'), ('v16', 'c40'), ('v4', 'c40'), ('v12', 'c40'), ('v14', 'c56'), ('v13', 'c40'), ('v25', 'c40'), ('v10', 'c41'), ('v0', 'c40'), ('v77', 'c41'), ('v37', 'c40')]"
