time-step,number of users,number of winners,prices
1,32,27,0
61,49,42,4660.0599999999995
121,69,51,6453.290000000001
181,91,61,11695.979999999998
241,100,61,12775.12
301,98,66,11133.470000000001
361,91,53,15388.430000000002
421,80,53,4264.610000000001
481,74,65,14560.630000000001
541,61,34,9569.939999999999
601,45,20,5600.030000000001
661,40,21,0
721,30,15,5501.04
781,12,11,2800.2699999999995
841,3,3,0
