time-step,number of users,exec time
1,25,0.06126093864440918
61,25,0.059441566467285156
121,25,0.13703322410583496
181,25,0.10189676284790039
241,25,0.10284852981567383
301,25,0.11819911003112793
361,25,0.07860994338989258
421,25,0.07549095153808594
481,25,0.1096639633178711
541,25,0.15635347366333008
601,25,0.11908221244812012
661,25,0.057152509689331055
721,25,0.09430050849914551
781,25,0.0718998908996582
841,25,0.11317157745361328
