time-step,number of users,number of winners,prices
1,25,10,3414.6847006436465
61,25,10,3414.6847006436465
121,25,15,4891.699751079871
181,25,23,8162.38979303657
241,25,10,3414.6847006436465
301,25,15,4891.699751079871
361,25,17,6449.435253417205
421,25,17,6449.435253417205
481,25,17,6449.435253417205
541,25,19,7963.653340726287
601,25,25,0
661,25,25,0
721,25,17,6449.435253417205
781,25,17,6449.435253417205
841,25,10,3414.6847006436465
