time-step,number of users,exec time,pricing time,two-phases time
1,32,0.0008742809295654297,0.00997614860534668,[]
61,49,0.0010631084442138672,0.018863677978515625,[]
121,69,0.001287698745727539,0.02601337432861328,[]
181,91,0.0016107559204101562,0.04411482810974121,[]
241,100,0.0016641616821289062,0.032752037048339844,[]
301,98,0.0016384124755859375,0.03973579406738281,[]
361,91,0.001554727554321289,0.03242349624633789,[]
421,80,0.002485036849975586,0.03326058387756348,[]
481,74,0.002377033233642578,0.03621411323547363,[]
541,61,0.001744985580444336,0.015546083450317383,[]
601,45,0.001287698745727539,0.009063959121704102,[]
661,40,0.0014426708221435547,0.01093149185180664,[]
721,30,0.0013427734375,0.0061492919921875,[]
781,12,0.0009260177612304688,0.0029523372650146484,[]
841,3,0.0006482601165771484,0.0009791851043701172,[]
