time-step,number of users,number of winners,prices
1,15,9,4051.107364950792
61,15,9,4051.107364950792
121,15,5,2015.6275070224474
181,15,9,4051.107364950792
241,15,5,2015.6275070224474
301,15,5,2015.6275070224474
361,15,5,2015.6275070224474
421,15,5,2015.6275070224474
481,15,5,2015.6275070224474
541,15,5,2015.6275070224474
601,15,9,4051.107364950792
661,15,9,4051.107364950792
721,15,5,2015.6275070224474
781,15,5,2015.6275070224474
841,15,5,2015.6275070224474
