time-step,number of users,exec time,pricing time,two-phases time
1,32,1.7029645442962646,94.64206194877625,"[0.015686988830566406, 1.6868231296539307]"
61,49,3.204953670501709,391.80321168899536,"[0.03641176223754883, 3.1680665016174316]"
121,69,6.953990459442139,549.9609634876251,"[0.03274369239807129, 6.920759201049805]"
181,91,8.767545223236084,1013.2439486980438,"[0.04105854034423828, 8.725987911224365]"
241,100,11.357369184494019,933.2591683864594,"[0.0314631462097168, 11.325420379638672]"
301,98,11.585850238800049,1049.0883758068085,"[0.037462472915649414, 11.547922372817993]"
361,91,10.466103792190552,1169.6308255195618,"[0.03645825386047363, 10.429173231124878]"
421,80,8.306300401687622,568.6167087554932,"[0.028142690658569336, 8.277711153030396]"
481,74,6.1895647048950195,701.3371651172638,"[0.03546571731567383, 6.1536476612091064]"
541,61,6.2872583866119385,237.2123122215271,"[0.016395092010498047, 6.270418643951416]"
601,45,4.5884013175964355,138.4053976535797,"[0.013905048370361328, 4.574065208435059]"
661,40,4.189831733703613,98.92755150794983,"[0.011588096618652344, 4.177801609039307]"
721,30,2.3277196884155273,33.19180607795715,"[0.006726503372192383, 2.320585250854492]"
781,12,0.5606329441070557,18.58804965019226,"[0.010546207427978516, 0.5496766567230225]"
841,3,0.1443014144897461,0.4331245422363281,"[0.0015687942504882812, 0.1423335075378418]"
