time-step,number of users,exec time,pricing time,two-phases time
1,32,1.6578121185302734,92.33667993545532,"[0.015268087387084961, 1.6420915126800537]"
61,49,3.124605894088745,382.692330121994,"[0.03788471221923828, 3.0861692428588867]"
121,69,6.811826229095459,533.9203042984009,"[0.0330042839050293, 6.778252840042114]"
181,91,8.51728868484497,983.8521628379822,"[0.040045976638793945, 8.476704359054565]"
241,100,21.84609365463257,926.2850697040558,"[0.0591883659362793, 21.785916805267334]"
301,98,11.254635572433472,1017.7703428268433,"[0.036568641662597656, 11.217564821243286]"
361,91,10.159785747528076,832.4966411590576,"[0.035379648208618164, 10.12393069267273]"
421,80,8.13723349571228,556.7935261726379,"[0.027632474899291992, 8.109139919281006]"
481,74,6.053122282028198,899.3139703273773,"[0.03479933738708496, 6.0178749561309814]"
541,61,6.135838031768799,235.43637704849243,"[0.016051769256591797, 6.119336843490601]"
601,45,4.477360010147095,134.97239565849304,"[0.013570547103881836, 4.463360548019409]"
661,40,4.0964624881744385,96.75255560874939,"[0.011313915252685547, 4.084723234176636]"
721,30,2.2764713764190674,32.45304799079895,"[0.0066204071044921875, 2.2694056034088135]"
781,12,0.5476267337799072,18.19174838066101,"[0.01033926010131836, 0.536879301071167]"
841,3,0.14142394065856934,0.4248921871185303,"[0.001566171646118164, 0.13943743705749512]"
