time-step,number of users,avg latency (for the allocated)
1,32,0.2792743405356624
61,49,0.3908376102379939
121,69,0.24690334393442503
181,91,0.29426574147191303
241,100,0.20413174448539462
301,98,0.30045360706930896
361,91,0.2194798007796492
421,80,0.2761675058259564
481,74,0.30463612205289775
541,61,0.10590926444162603
601,45,0.15284486046554172
661,40,0.2718310688369451
721,30,0.10655225377850797
781,12,0.2614176511089568
841,3,0.28495332119796574
