time-step,number of users,exec time,pricing time,two-phases time
1,32,0.0008876323699951172,0.010334968566894531,[]
61,49,0.0011248588562011719,0.019561052322387695,[]
121,69,0.001337289810180664,0.02536630630493164,[]
181,91,0.001676797866821289,0.04309248924255371,[]
241,100,0.0017719268798828125,0.03004002571105957,[]
301,98,0.0016856193542480469,0.042360544204711914,[]
361,91,0.0015730857849121094,0.028490543365478516,[]
421,80,0.0015244483947753906,0.03233051300048828,[]
481,74,0.002081632614135742,0.0348362922668457,[]
541,61,0.0014367103576660156,0.01080012321472168,[]
601,45,0.0014448165893554688,0.007318019866943359,[]
661,40,0.001252889633178711,0.010968446731567383,[]
721,30,0.0011157989501953125,0.00429534912109375,[]
781,12,0.0010840892791748047,0.0033423900604248047,[]
841,3,0.0009074211120605469,0.0010750293731689453,[]
