time-step,number of users,number of winners,prices
1,32,32,0
61,49,49,0
121,69,58,0.0
181,91,82,0.0
241,100,60,0.0
301,98,67,0.0
361,91,58,0.0
421,80,60,0.0
481,74,70,0.0
541,61,33,0.0
601,45,22,0.0
661,40,25,0.0
721,30,15,0.0
781,12,12,0
841,3,3,0
