time-step,number of users,exec time,pricing time,two-phases time
1,32,1.6956422328948975,94.22808337211609,"[0.015619039535522461, 1.6795756816864014]"
61,49,3.1923909187316895,399.34268164634705,"[0.03631281852722168, 3.1556057929992676]"
121,69,13.406216144561768,1057.5832123756409,"[0.0612492561340332, 13.344234943389893]"
181,91,16.874353408813477,1211.4770975112915,"[0.07723760604858398, 16.796365976333618]"
241,100,11.293558835983276,922.8061149120331,"[0.031258583068847656, 11.261855840682983]"
301,98,11.462513208389282,1037.0858962535858,"[0.03703427314758301, 11.425033330917358]"
361,91,10.34331727027893,847.5301768779755,"[0.035909175872802734, 10.30696702003479]"
421,80,8.26871633529663,566.4913024902344,"[0.028052568435668945, 8.240224838256836]"
481,74,6.190253257751465,698.5983333587646,"[0.03542757034301758, 6.154371023178101]"
541,61,6.2511608600616455,235.75486969947815,"[0.01627516746520996, 6.234460830688477]"
601,45,4.568452596664429,136.6144061088562,"[0.013808250427246094, 4.554227828979492]"
661,40,4.141039133071899,97.45347237586975,"[0.011453866958618164, 4.129173755645752]"
721,30,2.2581722736358643,32.568374156951904,"[0.006308317184448242, 2.2514867782592773]"
781,12,0.558276891708374,18.29512596130371,"[0.010510444641113281, 0.5473601818084717]"
841,3,0.14289617538452148,0.4297034740447998,"[0.00154876708984375, 0.14095020294189453]"
