time-step,number of users,exec time
1,30,0.0005140304565429688
61,30,0.00067138671875
121,30,0.0005497932434082031
181,30,0.0006976127624511719
241,30,0.0005590915679931641
301,28,0.00048160552978515625
361,28,0.00047850608825683594
421,23,0.0004839897155761719
481,21,0.00043487548828125
541,15,0.0004508495330810547
601,15,0.00045943260192871094
661,13,0.0006110668182373047
721,9,0.0003647804260253906
781,7,0.0003898143768310547
841,6,0.0003876686096191406
