time-step,number of users,exec time,pricing time,two-phases time
1,32,0.80084228515625,28.630250930786133,"[0.015516996383666992, 0.7848923206329346]"
61,49,1.133424997329712,90.00983333587646,"[0.036622047424316406, 1.0962903499603271]"
121,69,1.5652947425842285,115.39584970474243,"[0.03258848190307617, 1.5322144031524658]"
181,91,2.0960795879364014,189.14179277420044,"[0.04089522361755371, 2.0546817779541016]"
241,100,2.282618522644043,165.89554119110107,"[0.03175187110900879, 2.250347852706909]"
301,98,2.2580127716064453,187.41380715370178,"[0.03841733932495117, 2.2190334796905518]"
361,91,2.0816397666931152,173.72027158737183,"[0.0362241268157959, 2.0449047088623047]"
421,80,1.82279372215271,117.14874720573425,"[0.028315305709838867, 1.7939720153808594]"
481,74,1.690281629562378,139.48927998542786,"[0.035494327545166016, 1.654289960861206]"
541,61,1.3769941329956055,49.7319769859314,"[0.01639413833618164, 1.3601431846618652]"
601,45,1.0209465026855469,31.668719053268433,"[0.013913631439208984, 1.0065629482269287]"
661,40,0.9052491188049316,23.110464096069336,"[0.011612653732299805, 0.8931586742401123]"
721,30,0.7064354419708252,10.64736032485962,"[0.007091522216796875, 0.6988587379455566]"
781,12,0.297574520111084,6.483583450317383,"[0.010974645614624023, 0.2861025333404541]"
841,3,0.0782315731048584,0.23534440994262695,"[0.0016715526580810547, 0.0761253833770752]"
