time-step,number of users,exec time,pricing time,two-phases time
1,32,0.745642900466919,26.289597511291504,"[0.01574397087097168, 0.7294628620147705]"
61,49,1.1458978652954102,91.94365239143372,"[0.03738236427307129, 1.1080396175384521]"
121,69,1.653944969177246,121.70187473297119,"[0.0349116325378418, 1.6184685230255127]"
181,91,2.1940174102783203,198.95518565177917,"[0.04326510429382324, 2.1502199172973633]"
241,100,2.397242307662964,174.93609404563904,"[0.03328824043273926, 2.3634307384490967]"
301,98,2.3506715297698975,197.86259531974792,"[0.03938698768615723, 2.310748338699341]"
361,91,2.187162399291992,182.74367213249207,"[0.03831815719604492, 2.1483218669891357]"
421,80,1.8448169231414795,118.65401029586792,"[0.028361082077026367, 1.8160016536712646]"
481,74,1.7177927494049072,141.04063892364502,"[0.03607773780822754, 1.6812565326690674]"
541,61,1.3935394287109375,50.207244873046875,"[0.016852855682373047, 1.3762164115905762]"
601,45,1.0441787242889404,32.17000722885132,"[0.014460563659667969, 1.0291852951049805]"
661,40,0.9218871593475342,23.1069438457489,"[0.012126922607421875, 0.9092974662780762]"
721,30,0.685145378112793,10.343881607055664,"[0.00683903694152832, 0.6778898239135742]"
781,12,0.28778767585754395,6.276568412780762,"[0.010675668716430664, 0.27664923667907715]"
841,3,0.07605528831481934,0.22685575485229492,"[0.0015978813171386719, 0.07406353950500488]"
