time-step,number of users,exec time,pricing time,two-phases time
1,32,0.7453718185424805,25.295106887817383,"[0.015536308288574219, 0.7293922901153564]"
61,49,1.1210267543792725,89.28421425819397,"[0.03594708442687988, 1.0845952033996582]"
121,69,1.5543131828308105,114.63604688644409,"[0.03219795227050781, 1.5216434001922607]"
181,91,2.0677976608276367,187.57702374458313,"[0.04041242599487305, 2.026916027069092]"
241,100,2.259688377380371,164.59235382080078,"[0.031119823455810547, 2.228076219558716]"
301,98,2.2592132091522217,185.9321792125702,"[0.038724660873413086, 2.2198984622955322]"
361,91,2.0887131690979004,172.64200377464294,"[0.03890395164489746, 2.049123764038086]"
421,80,1.8052623271942139,116.56249213218689,"[0.027736425399780273, 1.7770497798919678]"
481,74,1.6782760620117188,138.5118749141693,"[0.03513073921203613, 1.6426794528961182]"
541,61,1.3666377067565918,49.491668939590454,"[0.01619863510131836, 1.3499882221221924]"
601,45,1.013758897781372,31.46052312850952,"[0.013797521591186523, 0.9994986057281494]"
661,40,0.9017777442932129,22.637787342071533,"[0.01150059700012207, 0.8898065090179443]"
721,30,0.6753416061401367,10.232955932617188,"[0.006749153137207031, 0.6681241989135742]"
781,12,0.28329944610595703,6.189314365386963,"[0.01043558120727539, 0.27246665954589844]"
841,3,0.0743415355682373,0.22340822219848633,"[0.0015597343444824219, 0.07239508628845215]"
