time-step,number of users,number of winners,prices
1,25,19,9668.424430542464
61,25,19,9668.424430542464
121,25,12,5554.547559532859
181,25,19,9668.424430542464
241,25,12,5554.547559532859
301,25,12,5554.547559532859
361,25,12,5554.547559532859
421,25,12,5554.547559532859
481,25,12,5554.547559532859
541,25,12,5554.547559532859
601,25,19,9668.424430542464
661,25,19,9668.424430542464
721,25,12,5554.547559532859
781,25,12,5554.547559532859
841,25,12,5554.547559532859
