time-step,number of winners,result list
601,55,"[('v61', 'c34'), ('v52', 'c34'), ('v82', 'c73'), ('v8', 'c95'), ('v40', 'c34'), ('v11', 'c73'), ('v84', 'c143'), ('v65', 'c34'), ('v79', 'c91'), ('v87', 'c34'), ('v66', 'c34'), ('v62', 'c143'), ('v85', 'c73'), ('v44', 'c34'), ('v34', 'c91'), ('v54', 'c95'), ('v33', 'c73'), ('v81', 'c95'), ('v96', 'c95'), ('v7', 'c95'), ('v24', 'c95'), ('v47', 'c95'), ('v67', 'c73'), ('v5', 'c73'), ('v88', 'c101'), ('v53', 'c91'), ('v63', 'c95'), ('v36', 'c125'), ('v83', 'c125'), ('v57', 'c78'), ('v99', 'c125'), ('v20', 'c143'), ('v78', 'c73'), ('v73', 'c125'), ('v76', 'c125'), ('v27', 'c143'), ('v46', 'c73'), ('v77', 'c91'), ('v59', 'c73'), ('v51', 'c125'), ('v90', 'c91'), ('v91', 'c125'), ('v21', 'c143'), ('v49', 'c73'), ('v95', 'c143'), ('v98', 'c78'), ('v89', 'c78'), ('v42', 'c78'), ('v35', 'c73'), ('v6', 'c73'), ('v13', 'c95'), ('v70', 'c91'), ('v39', 'c95'), ('v71', 'c78'), ('v48', 'c78')]"
661,94,"[('v61', 'c100'), ('v52', 'c100'), ('v82', 'c37'), ('v8', 'c47'), ('v40', 'c100'), ('v11', 'c37'), ('v22', 'c91'), ('v84', 'c34'), ('v65', 'c100'), ('v79', 'c24'), ('v80', 'c91'), ('v87', 'c100'), ('v66', 'c100'), ('v62', 'c34'), ('v85', 'c37'), ('v44', 'c100'), ('v34', 'c24'), ('v31', 'c68'), ('v28', 'c68'), ('v33', 'c37'), ('v81', 'c47'), ('v45', 'c68'), ('v64', 'c68'), ('v96', 'c47'), ('v7', 'c47'), ('v24', 'c47'), ('v47', 'c47'), ('v67', 'c37'), ('v5', 'c37'), ('v17', 'c91'), ('v3', 'c91'), ('v88', 'c91'), ('v53', 'c24'), ('v97', 'c68'), ('v63', 'c47'), ('v18', 'c91'), ('v19', 'c67'), ('v83', 'c51'), ('v57', 'c91'), ('v99', 'c51'), ('v20', 'c34'), ('v78', 'c37'), ('v73', 'c51'), ('v76', 'c47'), ('v92', 'c51'), ('v30', 'c67'), ('v27', 'c34'), ('v68', 'c68'), ('v2', 'c91'), ('v75', 'c67'), ('v77', 'c24'), ('v59', 'c37'), ('v56', 'c68'), ('v51', 'c47'), ('v90', 'c24'), ('v91', 'c51'), ('v21', 'c34'), ('v49', 'c37'), ('v29', 'c68'), ('v58', 'c51'), ('v1', 'c147'), ('v95', 'c34'), ('v94', 'c67'), ('v32', 'c67'), ('v98', 'c82'), ('v89', 'c82'), ('v93', 'c51'), ('v9', 'c147'), ('v26', 'c67'), ('v15', 'c67'), ('v42', 'c82'), ('v72', 'c67'), ('v35', 'c37'), ('v6', 'c37'), ('v16', 'c147'), ('v4', 'c147'), ('v12', 'c147'), ('v14', 'c37'), ('v13', 'c47'), ('v41', 'c62'), ('v70', 'c24'), ('v39', 'c47'), ('v69', 'c67'), ('v60', 'c68'), ('v71', 'c91'), ('v25', 'c147'), ('v10', 'c91'), ('v0', 'c147'), ('v50', 'c68'), ('v48', 'c91'), ('v38', 'c147'), ('v55', 'c68'), ('v23', 'c101'), ('v37', 'c147')]"
721,67,"[('v52', 'c132'), ('v82', 'c8'), ('v8', 'c60'), ('v40', 'c132'), ('v11', 'c8'), ('v22', 'c24'), ('v84', 'c50'), ('v79', 'c122'), ('v80', 'c24'), ('v87', 'c132'), ('v66', 'c132'), ('v62', 'c50'), ('v85', 'c100'), ('v34', 'c14'), ('v28', 'c132'), ('v81', 'c60'), ('v45', 'c132'), ('v64', 'c132'), ('v96', 'c60'), ('v7', 'c60'), ('v24', 'c60'), ('v67', 'c100'), ('v5', 'c8'), ('v17', 'c24'), ('v3', 'c24'), ('v88', 'c119'), ('v53', 'c14'), ('v97', 'c142'), ('v63', 'c60'), ('v18', 'c24'), ('v19', 'c8'), ('v83', 'c60'), ('v57', 'c24'), ('v20', 'c50'), ('v78', 'c8'), ('v76', 'c60'), ('v27', 'c50'), ('v68', 'c142'), ('v2', 'c24'), ('v75', 'c8'), ('v77', 'c122'), ('v56', 'c142'), ('v51', 'c60'), ('v90', 'c122'), ('v21', 'c50'), ('v29', 'c142'), ('v95', 'c50'), ('v32', 'c8'), ('v98', 'c24'), ('v89', 'c119'), ('v26', 'c100'), ('v15', 'c8'), ('v42', 'c87'), ('v72', 'c100'), ('v6', 'c110'), ('v14', 'c110'), ('v13', 'c60'), ('v41', 'c142'), ('v70', 'c122'), ('v39', 'c60'), ('v69', 'c100'), ('v71', 'c24'), ('v10', 'c24'), ('v50', 'c142'), ('v48', 'c24'), ('v55', 'c142'), ('v23', 'c101')]"
781,59,"[('v52', 'c6'), ('v8', 'c98'), ('v40', 'c6'), ('v11', 'c118'), ('v22', 'c14'), ('v79', 'c26'), ('v80', 'c14'), ('v87', 'c6'), ('v62', 'c142'), ('v85', 'c118'), ('v34', 'c26'), ('v81', 'c98'), ('v96', 'c98'), ('v7', 'c98'), ('v24', 'c98'), ('v5', 'c118'), ('v17', 'c14'), ('v3', 'c14'), ('v88', 'c26'), ('v53', 'c26'), ('v97', 'c6'), ('v63', 'c98'), ('v18', 'c14'), ('v19', 'c118'), ('v57', 'c122'), ('v99', 'c98'), ('v20', 'c142'), ('v73', 'c79'), ('v76', 'c98'), ('v92', 'c79'), ('v27', 'c142'), ('v2', 'c14'), ('v77', 'c26'), ('v56', 'c6'), ('v90', 'c26'), ('v91', 'c98'), ('v21', 'c142'), ('v29', 'c6'), ('v58', 'c79'), ('v1', 'c79'), ('v95', 'c142'), ('v98', 'c122'), ('v89', 'c26'), ('v93', 'c79'), ('v9', 'c79'), ('v15', 'c118'), ('v42', 'c122'), ('v6', 'c118'), ('v16', 'c79'), ('v4', 'c79'), ('v12', 'c79'), ('v14', 'c118'), ('v13', 'c98'), ('v70', 'c26'), ('v39', 'c98'), ('v71', 'c122'), ('v10', 'c14'), ('v48', 'c122'), ('v23', 'c14')]"
841,50,"[('v52', 'c15'), ('v8', 'c121'), ('v40', 'c15'), ('v11', 'c11'), ('v22', 'c26'), ('v79', 'c81'), ('v80', 'c26'), ('v87', 'c15'), ('v62', 'c6'), ('v34', 'c81'), ('v96', 'c23'), ('v7', 'c121'), ('v24', 'c121'), ('v5', 'c11'), ('v17', 'c26'), ('v3', 'c26'), ('v88', 'c81'), ('v53', 'c81'), ('v97', 'c15'), ('v63', 'c23'), ('v18', 'c26'), ('v19', 'c11'), ('v57', 'c26'), ('v99', 'c121'), ('v20', 'c6'), ('v73', 'c121'), ('v76', 'c23'), ('v92', 'c121'), ('v2', 'c26'), ('v77', 'c81'), ('v90', 'c81'), ('v21', 'c6'), ('v58', 'c23'), ('v98', 'c26'), ('v89', 'c74'), ('v9', 'c121'), ('v15', 'c11'), ('v42', 'c74'), ('v6', 'c11'), ('v16', 'c121'), ('v14', 'c11'), ('v13', 'c121'), ('v70', 'c81'), ('v71', 'c26'), ('v25', 'c121'), ('v10', 'c26'), ('v0', 'c121'), ('v48', 'c26'), ('v23', 'c74'), ('v37', 'c23')]"
901,37,"[('v8', 'c23'), ('v40', 'c16'), ('v11', 'c55'), ('v22', 'c81'), ('v79', 'c81'), ('v80', 'c81'), ('v87', 'c16'), ('v34', 'c81'), ('v7', 'c23'), ('v24', 'c23'), ('v5', 'c55'), ('v17', 'c81'), ('v3', 'c81'), ('v88', 'c81'), ('v97', 'c16'), ('v18', 'c81'), ('v19', 'c55'), ('v20', 'c16'), ('v76', 'c23'), ('v2', 'c81'), ('v21', 'c16'), ('v58', 'c23'), ('v1', 'c23'), ('v9', 'c23'), ('v15', 'c55'), ('v6', 'c55'), ('v16', 'c23'), ('v4', 'c23'), ('v12', 'c133'), ('v14', 'c55'), ('v13', 'c23'), ('v70', 'c81'), ('v71', 'c81'), ('v25', 'c23'), ('v10', 'c81'), ('v0', 'c23'), ('v37', 'c23')]"
961,37,"[('v8', 'c6'), ('v40', 'c148'), ('v22', 'c81'), ('v79', 'c4'), ('v80', 'c81'), ('v87', 'c148'), ('v34', 'c139'), ('v7', 'c6'), ('v24', 'c6'), ('v17', 'c81'), ('v3', 'c81'), ('v88', 'c20'), ('v53', 'c139'), ('v18', 'c81'), ('v57', 'c20'), ('v20', 'c148'), ('v76', 'c6'), ('v2', 'c81'), ('v77', 'c4'), ('v90', 'c4'), ('v21', 'c148'), ('v58', 'c6'), ('v1', 'c6'), ('v98', 'c20'), ('v89', 'c20'), ('v9', 'c6'), ('v42', 'c20'), ('v16', 'c6'), ('v4', 'c6'), ('v13', 'c6'), ('v70', 'c4'), ('v71', 'c20'), ('v25', 'c6'), ('v10', 'c81'), ('v0', 'c6'), ('v48', 'c20'), ('v23', 'c81')]"
1021,36,"[('v8', 'c15'), ('v22', 'c139'), ('v79', 'c46'), ('v80', 'c139'), ('v34', 'c46'), ('v7', 'c15'), ('v24', 'c15'), ('v17', 'c139'), ('v3', 'c139'), ('v88', 'c4'), ('v53', 'c46'), ('v18', 'c139'), ('v57', 'c4'), ('v20', 'c148'), ('v76', 'c15'), ('v2', 'c139'), ('v77', 'c46'), ('v90', 'c13'), ('v21', 'c148'), ('v58', 'c15'), ('v1', 'c15'), ('v98', 'c4'), ('v89', 'c139'), ('v9', 'c15'), ('v42', 'c4'), ('v16', 'c15'), ('v4', 'c15'), ('v12', 'c55'), ('v13', 'c15'), ('v70', 'c46'), ('v71', 'c4'), ('v25', 'c15'), ('v10', 'c139'), ('v0', 'c15'), ('v48', 'c4'), ('v23', 'c139')]"
1081,19,"[('v22', 'c46'), ('v80', 'c46'), ('v17', 'c46'), ('v3', 'c46'), ('v88', 'c13'), ('v53', 'c13'), ('v18', 'c46'), ('v57', 'c13'), ('v20', 'c148'), ('v2', 'c46'), ('v77', 'c75'), ('v90', 'c75'), ('v21', 'c148'), ('v89', 'c13'), ('v70', 'c75'), ('v71', 'c13'), ('v10', 'c46'), ('v48', 'c13'), ('v23', 'c46')]"
1141,15,"[('v22', 'c13'), ('v80', 'c13'), ('v17', 'c13'), ('v3', 'c13'), ('v88', 'c75'), ('v53', 'c96'), ('v18', 'c13'), ('v57', 'c75'), ('v2', 'c13'), ('v77', 'c96'), ('v90', 'c96'), ('v70', 'c96'), ('v10', 'c13'), ('v48', 'c75'), ('v23', 'c13')]"
1201,12,"[('v22', 'c75'), ('v80', 'c75'), ('v17', 'c75'), ('v3', 'c75'), ('v53', 'c61'), ('v18', 'c75'), ('v57', 'c96'), ('v2', 'c75'), ('v77', 'c61'), ('v90', 'c61'), ('v10', 'c75'), ('v23', 'c75')]"
1261,9,"[('v22', 'c61'), ('v80', 'c61'), ('v17', 'c61'), ('v3', 'c61'), ('v18', 'c61'), ('v57', 'c145'), ('v2', 'c61'), ('v10', 'c61'), ('v23', 'c61')]"
