time-step,number of winners,result list
1,29,"[('v8', 'c12'), ('v11', 'c126'), ('v22', 'c1'), ('v84', 'c126'), ('v80', 'c1'), ('v62', 'c126'), ('v7', 'c12'), ('v24', 'c12'), ('v5', 'c126'), ('v17', 'c1'), ('v3', 'c1'), ('v18', 'c1'), ('v19', 'c126'), ('v20', 'c126'), ('v2', 'c1'), ('v21', 'c126'), ('v1', 'c12'), ('v9', 'c12'), ('v43', 'c12'), ('v6', 'c126'), ('v16', 'c12'), ('v4', 'c12'), ('v12', 'c12'), ('v14', 'c126'), ('v13', 'c12'), ('v25', 'c12'), ('v10', 'c1'), ('v0', 'c12'), ('v23', 'c1')]"
61,41,"[('v8', 'c12'), ('v40', 'c138'), ('v11', 'c35'), ('v22', 'c52'), ('v84', 'c126'), ('v80', 'c52'), ('v62', 'c126'), ('v7', 'c12'), ('v24', 'c12'), ('v67', 'c35'), ('v5', 'c35'), ('v17', 'c52'), ('v3', 'c52'), ('v18', 'c52'), ('v19', 'c35'), ('v20', 'c126'), ('v30', 'c113'), ('v27', 'c126'), ('v68', 'c138'), ('v2', 'c52'), ('v75', 'c35'), ('v59', 'c35'), ('v56', 'c138'), ('v21', 'c126'), ('v1', 'c12'), ('v95', 'c126'), ('v89', 'c52'), ('v9', 'c12'), ('v43', 'c12'), ('v35', 'c35'), ('v6', 'c35'), ('v16', 'c12'), ('v4', 'c12'), ('v12', 'c12'), ('v14', 'c35'), ('v13', 'c12'), ('v69', 'c113'), ('v25', 'c12'), ('v10', 'c52'), ('v0', 'c12'), ('v23', 'c52')]"
121,69,"[('v52', 'c136'), ('v82', 'c25'), ('v8', 'c109'), ('v40', 'c136'), ('v11', 'c25'), ('v22', 'c52'), ('v84', 'c138'), ('v80', 'c52'), ('v87', 'c136'), ('v62', 'c138'), ('v54', 'c109'), ('v31', 'c136'), ('v28', 'c136'), ('v33', 'c25'), ('v45', 'c136'), ('v64', 'c136'), ('v7', 'c109'), ('v24', 'c109'), ('v67', 'c25'), ('v5', 'c25'), ('v17', 'c52'), ('v3', 'c52'), ('v88', 'c27'), ('v97', 'c144'), ('v18', 'c52'), ('v86', 'c25'), ('v19', 'c72'), ('v57', 'c27'), ('v99', 'c10'), ('v20', 'c138'), ('v78', 'c25'), ('v30', 'c72'), ('v27', 'c138'), ('v68', 'c144'), ('v2', 'c52'), ('v59', 'c141'), ('v56', 'c144'), ('v21', 'c138'), ('v49', 'c72'), ('v29', 'c144'), ('v58', 'c109'), ('v1', 'c109'), ('v95', 'c138'), ('v32', 'c72'), ('v98', 'c27'), ('v89', 'c27'), ('v9', 'c109'), ('v43', 'c109'), ('v26', 'c141'), ('v15', 'c72'), ('v42', 'c27'), ('v72', 'c141'), ('v74', 'c141'), ('v6', 'c72'), ('v16', 'c109'), ('v4', 'c124'), ('v12', 'c124'), ('v14', 'c72'), ('v13', 'c109'), ('v41', 'c144'), ('v69', 'c141'), ('v60', 'c144'), ('v71', 'c27'), ('v25', 'c109'), ('v10', 'c52'), ('v0', 'c109'), ('v48', 'c27'), ('v55', 'c144'), ('v23', 'c52')]"
181,62,"[('v61', 'c130'), ('v52', 'c130'), ('v82', 'c86'), ('v8', 'c10'), ('v40', 'c130'), ('v11', 'c86'), ('v22', 'c27'), ('v84', 'c135'), ('v65', 'c130'), ('v80', 'c27'), ('v87', 'c130'), ('v66', 'c130'), ('v62', 'c135'), ('v85', 'c86'), ('v44', 'c130'), ('v34', 'c27'), ('v54', 'c10'), ('v33', 'c86'), ('v7', 'c10'), ('v24', 'c10'), ('v47', 'c44'), ('v67', 'c86'), ('v5', 'c86'), ('v17', 'c27'), ('v3', 'c27'), ('v88', 'c27'), ('v53', 'c27'), ('v86', 'c114'), ('v36', 'c36'), ('v19', 'c114'), ('v99', 'c10'), ('v20', 'c135'), ('v78', 'c86'), ('v73', 'c10'), ('v92', 'c10'), ('v30', 'c114'), ('v27', 'c135'), ('v46', 'c86'), ('v75', 'c114'), ('v59', 'c86'), ('v51', 'c44'), ('v21', 'c135'), ('v49', 'c86'), ('v58', 'c44'), ('v1', 'c44'), ('v95', 'c135'), ('v94', 'c114'), ('v9', 'c44'), ('v43', 'c44'), ('v26', 'c43'), ('v15', 'c114'), ('v72', 'c43'), ('v35', 'c86'), ('v74', 'c43'), ('v6', 'c86'), ('v16', 'c44'), ('v4', 'c44'), ('v12', 'c44'), ('v14', 'c114'), ('v13', 'c10'), ('v25', 'c10'), ('v0', 'c10')]"
241,63,"[('v61', 'c29'), ('v52', 'c29'), ('v82', 'c22'), ('v8', 'c105'), ('v40', 'c29'), ('v11', 'c22'), ('v22', 'c27'), ('v84', 'c130'), ('v65', 'c29'), ('v79', 'c31'), ('v80', 'c27'), ('v87', 'c29'), ('v66', 'c29'), ('v62', 'c130'), ('v85', 'c22'), ('v44', 'c29'), ('v34', 'c85'), ('v54', 'c105'), ('v33', 'c22'), ('v81', 'c53'), ('v96', 'c53'), ('v7', 'c105'), ('v24', 'c105'), ('v47', 'c105'), ('v67', 'c22'), ('v5', 'c22'), ('v17', 'c27'), ('v3', 'c27'), ('v88', 'c27'), ('v53', 'c85'), ('v97', 'c59'), ('v18', 'c27'), ('v36', 'c105'), ('v83', 'c53'), ('v57', 'c27'), ('v99', 'c105'), ('v20', 'c130'), ('v78', 'c22'), ('v27', 'c130'), ('v2', 'c27'), ('v46', 'c22'), ('v77', 'c31'), ('v59', 'c22'), ('v91', 'c53'), ('v21', 'c130'), ('v49', 'c22'), ('v95', 'c130'), ('v98', 'c85'), ('v89', 'c85'), ('v93', 'c53'), ('v42', 'c85'), ('v35', 'c22'), ('v6', 'c22'), ('v13', 'c105'), ('v39', 'c105'), ('v60', 'c59'), ('v71', 'c27'), ('v25', 'c105'), ('v10', 'c27'), ('v50', 'c59'), ('v48', 'c27'), ('v23', 'c85'), ('v37', 'c53')]"
301,75,"[('v61', 'c9'), ('v52', 'c9'), ('v82', 'c102'), ('v8', 'c53'), ('v40', 'c9'), ('v11', 'c102'), ('v22', 'c85'), ('v84', 'c29'), ('v65', 'c9'), ('v79', 'c148'), ('v80', 'c85'), ('v87', 'c9'), ('v66', 'c9'), ('v62', 'c29'), ('v85', 'c102'), ('v44', 'c9'), ('v34', 'c127'), ('v54', 'c53'), ('v31', 'c18'), ('v28', 'c18'), ('v33', 'c102'), ('v81', 'c53'), ('v45', 'c18'), ('v64', 'c18'), ('v96', 'c53'), ('v7', 'c53'), ('v24', 'c53'), ('v47', 'c53'), ('v67', 'c102'), ('v5', 'c102'), ('v17', 'c85'), ('v3', 'c85'), ('v88', 'c31'), ('v53', 'c127'), ('v97', 'c18'), ('v63', 'c53'), ('v18', 'c85'), ('v36', 'c99'), ('v83', 'c99'), ('v57', 'c31'), ('v99', 'c99'), ('v20', 'c29'), ('v78', 'c102'), ('v73', 'c99'), ('v76', 'c99'), ('v27', 'c29'), ('v68', 'c18'), ('v2', 'c85'), ('v46', 'c102'), ('v77', 'c148'), ('v59', 'c102'), ('v56', 'c18'), ('v51', 'c99'), ('v90', 'c148'), ('v91', 'c99'), ('v21', 'c29'), ('v49', 'c102'), ('v29', 'c18'), ('v95', 'c29'), ('v98', 'c31'), ('v89', 'c31'), ('v42', 'c31'), ('v35', 'c102'), ('v6', 'c102'), ('v13', 'c53'), ('v41', 'c18'), ('v70', 'c148'), ('v39', 'c53'), ('v60', 'c18'), ('v71', 'c31'), ('v10', 'c85'), ('v50', 'c18'), ('v48', 'c31'), ('v55', 'c18'), ('v23', 'c85')]"
361,59,"[('v61', 'c146'), ('v52', 'c9'), ('v82', 'c103'), ('v8', 'c89'), ('v40', 'c9'), ('v11', 'c103'), ('v22', 'c127'), ('v84', 'c9'), ('v65', 'c146'), ('v79', 'c148'), ('v80', 'c127'), ('v87', 'c9'), ('v66', 'c9'), ('v62', 'c9'), ('v85', 'c103'), ('v44', 'c9'), ('v34', 'c148'), ('v54', 'c89'), ('v31', 'c146'), ('v28', 'c146'), ('v33', 'c103'), ('v81', 'c89'), ('v45', 'c146'), ('v64', 'c146'), ('v96', 'c89'), ('v7', 'c89'), ('v24', 'c89'), ('v47', 'c89'), ('v67', 'c103'), ('v5', 'c103'), ('v17', 'c127'), ('v3', 'c127'), ('v88', 'c148'), ('v53', 'c148'), ('v97', 'c146'), ('v63', 'c89'), ('v18', 'c127'), ('v57', 'c148'), ('v20', 'c18'), ('v78', 'c103'), ('v27', 'c18'), ('v68', 'c146'), ('v2', 'c127'), ('v46', 'c103'), ('v77', 'c148'), ('v59', 'c103'), ('v90', 'c148'), ('v21', 'c18'), ('v49', 'c103'), ('v29', 'c146'), ('v95', 'c18'), ('v89', 'c148'), ('v35', 'c103'), ('v6', 'c103'), ('v13', 'c89'), ('v41', 'c146'), ('v39', 'c89'), ('v10', 'c127'), ('v23', 'c127')]"
421,41,"[('v61', 'c146'), ('v52', 'c146'), ('v82', 'c41'), ('v8', 'c80'), ('v40', 'c146'), ('v11', 'c41'), ('v22', 'c148'), ('v84', 'c146'), ('v65', 'c146'), ('v79', 'c148'), ('v80', 'c148'), ('v87', 'c146'), ('v66', 'c146'), ('v85', 'c41'), ('v34', 'c148'), ('v54', 'c80'), ('v33', 'c41'), ('v81', 'c80'), ('v96', 'c80'), ('v7', 'c80'), ('v24', 'c80'), ('v47', 'c80'), ('v67', 'c41'), ('v5', 'c41'), ('v17', 'c148'), ('v3', 'c148'), ('v88', 'c148'), ('v63', 'c80'), ('v18', 'c148'), ('v78', 'c41'), ('v2', 'c148'), ('v46', 'c41'), ('v59', 'c41'), ('v49', 'c41'), ('v35', 'c41'), ('v6', 'c41'), ('v13', 'c80'), ('v70', 'c148'), ('v39', 'c80'), ('v71', 'c148'), ('v10', 'c148')]"
481,93,"[('v61', 'c21'), ('v52', 'c21'), ('v82', 'c111'), ('v8', 'c83'), ('v40', 'c21'), ('v11', 'c77'), ('v22', 'c148'), ('v84', 'c146'), ('v65', 'c21'), ('v79', 'c92'), ('v80', 'c148'), ('v87', 'c21'), ('v66', 'c21'), ('v62', 'c146'), ('v85', 'c111'), ('v44', 'c21'), ('v34', 'c65'), ('v54', 'c83'), ('v31', 'c107'), ('v28', 'c107'), ('v33', 'c111'), ('v81', 'c70'), ('v45', 'c107'), ('v64', 'c107'), ('v96', 'c70'), ('v7', 'c83'), ('v24', 'c83'), ('v47', 'c83'), ('v67', 'c111'), ('v5', 'c77'), ('v17', 'c148'), ('v3', 'c148'), ('v88', 'c131'), ('v53', 'c65'), ('v97', 'c107'), ('v63', 'c70'), ('v18', 'c148'), ('v86', 'c111'), ('v36', 'c83'), ('v19', 'c77'), ('v83', 'c70'), ('v99', 'c83'), ('v20', 'c146'), ('v78', 'c111'), ('v73', 'c112'), ('v76', 'c112'), ('v92', 'c112'), ('v30', 'c77'), ('v27', 'c146'), ('v68', 'c107'), ('v2', 'c148'), ('v46', 'c111'), ('v75', 'c41'), ('v77', 'c92'), ('v59', 'c111'), ('v56', 'c107'), ('v51', 'c112'), ('v90', 'c92'), ('v91', 'c70'), ('v21', 'c146'), ('v49', 'c111'), ('v29', 'c107'), ('v58', 'c112'), ('v1', 'c112'), ('v95', 'c146'), ('v94', 'c111'), ('v32', 'c41'), ('v93', 'c112'), ('v9', 'c112'), ('v43', 'c112'), ('v26', 'c41'), ('v15', 'c77'), ('v72', 'c41'), ('v35', 'c111'), ('v74', 'c41'), ('v6', 'c77'), ('v16', 'c120'), ('v4', 'c120'), ('v12', 'c120'), ('v14', 'c77'), ('v13', 'c83'), ('v41', 'c107'), ('v70', 'c92'), ('v39', 'c83'), ('v69', 'c111'), ('v60', 'c107'), ('v25', 'c83'), ('v10', 'c148'), ('v0', 'c120'), ('v50', 'c107'), ('v55', 'c107'), ('v23', 'c148'), ('v37', 'c70')]"
541,75,"[('v61', 'c40'), ('v52', 'c40'), ('v82', 'c73'), ('v8', 'c17'), ('v40', 'c40'), ('v11', 'c73'), ('v22', 'c65'), ('v84', 'c7'), ('v65', 'c40'), ('v79', 'c0'), ('v80', 'c65'), ('v87', 'c40'), ('v66', 'c40'), ('v62', 'c7'), ('v85', 'c73'), ('v44', 'c40'), ('v34', 'c54'), ('v54', 'c17'), ('v31', 'c77'), ('v28', 'c77'), ('v33', 'c73'), ('v81', 'c93'), ('v45', 'c77'), ('v64', 'c77'), ('v96', 'c93'), ('v7', 'c17'), ('v24', 'c17'), ('v47', 'c17'), ('v67', 'c73'), ('v5', 'c73'), ('v17', 'c65'), ('v3', 'c65'), ('v88', 'c33'), ('v53', 'c54'), ('v97', 'c77'), ('v63', 'c93'), ('v18', 'c65'), ('v36', 'c93'), ('v83', 'c93'), ('v57', 'c33'), ('v99', 'c17'), ('v20', 'c7'), ('v78', 'c73'), ('v73', 'c17'), ('v76', 'c93'), ('v27', 'c7'), ('v68', 'c77'), ('v2', 'c65'), ('v46', 'c73'), ('v77', 'c0'), ('v59', 'c73'), ('v56', 'c77'), ('v90', 'c78'), ('v91', 'c93'), ('v21', 'c7'), ('v49', 'c73'), ('v29', 'c77'), ('v58', 'c93'), ('v95', 'c7'), ('v98', 'c33'), ('v89', 'c33'), ('v42', 'c33'), ('v35', 'c73'), ('v6', 'c73'), ('v13', 'c17'), ('v41', 'c77'), ('v70', 'c0'), ('v60', 'c77'), ('v71', 'c33'), ('v25', 'c17'), ('v10', 'c65'), ('v50', 'c77'), ('v48', 'c33'), ('v55', 'c77'), ('v23', 'c65')]"
