time-step,number of users,number of winners,prices
1,35,35,0
61,66,61,8139.5754855065725
121,82,76,14989.938863364836
181,96,52,21111.254119998684
241,100,56,23232.2577993383
301,100,61,17323.375595976468
361,100,74,16199.131168777056
421,86,70,11122.534980754113
481,73,55,10267.010686208965
541,48,39,5692.547943269071
601,22,20,5110.268381273036
661,16,16,0
721,10,10,0
781,9,9,0
