time-step,number of users,exec time,pricing time,two-phases time
1,32,0.0010242462158203125,0.009978055953979492,[]
61,49,0.0018596649169921875,0.019393205642700195,[]
121,69,0.002160310745239258,0.024483680725097656,[]
181,91,0.0028595924377441406,0.04335141181945801,[]
241,100,0.0027446746826171875,0.05287766456604004,[]
301,98,0.003039121627807617,0.03520822525024414,[]
361,91,0.002719402313232422,0.02731180191040039,[]
421,80,0.002719402313232422,0.027358055114746094,[]
481,74,0.0025131702423095703,0.03344321250915527,[]
541,61,0.0017817020416259766,0.011419534683227539,[]
601,45,0.0019540786743164062,0.007130622863769531,[]
661,40,0.0015218257904052734,0.008035898208618164,[]
721,30,0.0015676021575927734,0.0042498111724853516,[]
781,12,0.0019078254699707031,0.0030972957611083984,[]
841,3,0.0012650489807128906,0.0013720989227294922,[]
