time-step,number of users,exec time
1,30,2.275482654571533
61,30,2.433306932449341
121,30,2.8926494121551514
181,30,2.75187611579895
241,30,3.2994537353515625
301,28,3.154151678085327
361,28,2.722877264022827
421,23,2.7844395637512207
481,21,2.670008420944214
541,15,2.363926649093628
601,15,2.2756383419036865
661,13,2.2318055629730225
721,9,1.7285828590393066
781,7,1.749159812927246
841,6,1.5450644493103027
