time-step,number of users,avg latency (for the allocated)
1,30,0.0
61,30,0.058258460211166034
121,30,0.1948536781676293
181,30,0.37393899953604937
241,30,0.5530187627763898
301,28,0.4447788745310818
361,28,0.3978593868634458
421,23,0.5391900198782086
481,21,0.5000258886509632
541,15,0.4305259030148685
601,15,0.356723253503802
661,13,0.3604498297503237
721,9,0.3670300519761284
781,7,0.4898418346264724
841,6,0.803982371555624
