time-step,number of users,exec time,pricing time,two-phases time
1,73,0.0015735626220703125,0.052971601486206055,[]
61,101,0.0018553733825683594,0.0789327621459961,[]
121,130,0.0022919178009033203,0.1066131591796875,[]
181,163,0.002585172653198242,0.1204833984375,[]
241,205,0.0032498836517333984,0.22485804557800293,[]
301,234,0.0032036304473876953,0.12965178489685059,[]
361,246,0.0037581920623779297,0.24473285675048828,[]
421,248,0.0040340423583984375,0.1868593692779541,[]
481,250,0.0037789344787597656,0.2448117733001709,[]
541,250,0.0038869380950927734,0.19518065452575684,[]
601,250,0.003968477249145508,0.2161252498626709,[]
661,250,0.0040547847747802734,0.1757678985595703,[]
721,250,0.004914522171020508,0.2847473621368408,[]
781,250,0.003950595855712891,0.21115541458129883,[]
841,247,0.004002571105957031,0.20726680755615234,[]
901,243,0.0037736892700195312,0.21507811546325684,[]
961,227,0.004004240036010742,0.19932103157043457,[]
1021,207,0.004404544830322266,0.1775059700012207,[]
1081,184,0.002762317657470703,0.14281988143920898,[]
1141,151,0.002627849578857422,0.11675381660461426,[]
1201,133,0.0024406909942626953,0.10202169418334961,[]
1261,105,0.002546548843383789,0.059264183044433594,[]
1321,77,0.0017244815826416016,0.04945802688598633,[]
1381,55,0.0014348030090332031,0.03157830238342285,[]
1441,40,0.0400087833404541,0.02070450782775879,[]
1501,35,0.0013175010681152344,0.021556615829467773,[]
1561,17,0.0010535717010498047,0.009217977523803711,[]
1621,14,0.0010216236114501953,0.007458925247192383,[]
1681,11,0.0010149478912353516,0.009367704391479492,[]
1741,10,0.000949859619140625,0.005294084548950195,[]
1801,8,0.0009279251098632812,0.0041811466217041016,[]
1861,8,0.0009622573852539062,0.004185914993286133,[]
1921,7,0.0009322166442871094,0.003644704818725586,[]
