time-step,number of users,exec time,pricing time,two-phases time
1,32,0.7476279735565186,41.51029372215271,"[0.01576375961303711, 0.7314395904541016]"
61,49,2.1736910343170166,175.47186374664307,"[0.06717777252197266, 2.1058237552642822]"
121,69,3.0275726318359375,225.2681107521057,"[0.06110358238220215, 2.965749979019165]"
181,91,4.0127928256988525,368.3201103210449,"[0.07668018341064453, 3.935385227203369]"
241,100,4.385135889053345,323.0815432071686,"[0.05919528007507324, 4.3248608112335205]"
301,98,4.3147873878479,265.7983682155609,"[0.07014942169189453, 4.243907690048218]"
361,91,1.9825475215911865,166.53800296783447,"[0.03441119194030762, 1.9477367401123047]"
421,80,1.7395596504211426,112.01436400413513,"[0.026823759078979492, 1.7123615741729736]"
481,74,1.6129472255706787,127.36597084999084,"[0.03370523452758789, 1.5788657665252686]"
541,61,1.2292675971984863,44.586814403533936,"[0.014484643936157227, 1.214444637298584]"
601,45,0.9112615585327148,28.463634490966797,"[0.012495040893554688, 0.8984029293060303]"
661,40,0.8096804618835449,20.43520760536194,"[0.010264396667480469, 0.7990610599517822]"
721,30,0.6071376800537109,9.200236082077026,"[0.0059719085693359375, 0.6008105278015137]"
781,12,0.25557851791381836,5.574357032775879,"[0.009397029876708984, 0.2457728385925293]"
841,3,0.0656733512878418,0.19888949394226074,"[0.0013759136199951172, 0.06397008895874023]"
