time-step,number of users,exec time,pricing time,two-phases time
1,32,1.6923203468322754,94.22640681266785,"[0.015561103820800781, 1.676288366317749]"
61,49,3.3109138011932373,394.139954328537,"[0.037137508392333984, 3.273271083831787]"
121,69,13.398594856262207,637.0933711528778,"[0.0614776611328125, 13.336367130279541]"
181,91,8.701264381408691,1006.9141411781311,"[0.040908098220825195, 8.659896850585938]"
241,100,11.326168537139893,1032.0698869228363,"[0.03145575523376465, 11.294245958328247]"
301,98,11.552854776382446,1103.2954165935516,"[0.03758978843688965, 11.514800310134888]"
361,91,10.36478590965271,851.300755739212,"[0.03616023063659668, 10.328166723251343]"
421,80,8.330224990844727,568.5667519569397,"[0.028188467025756836, 8.30158019065857]"
481,74,6.179539680480957,699.133269071579,"[0.035619258880615234, 6.143459320068359]"
541,61,12.235590934753418,393.7066252231598,"[0.03067302703857422, 12.204207181930542]"
601,45,4.576064586639404,138.17965030670166,"[0.013875246047973633, 4.561769723892212]"
661,40,4.1751933097839355,98.70403361320496,"[0.011538028717041016, 4.163237571716309]"
721,30,2.3177168369293213,33.13132905960083,"[0.006735324859619141, 2.310574531555176]"
781,12,0.558232307434082,18.527930974960327,"[0.010518312454223633, 0.5473098754882812]"
841,3,0.14382052421569824,0.43291640281677246,"[0.001573324203491211, 0.14184784889221191]"
