time-step,number of winners,result list
1,32,"[('v8', 'c45'), ('v11', 'c50'), ('v22', 'c10'), ('v62', 'c0'), ('v7', 'c45'), ('v24', 'c45'), ('v76', 'c50'), ('v5', 'c50'), ('v17', 'c10'), ('v3', 'c10'), ('v18', 'c10'), ('v19', 'c50'), ('v20', 'c0'), ('v27', 'c0'), ('v2', 'c10'), ('v21', 'c0'), ('v1', 'c45'), ('v95', 'c0'), ('v9', 'c45'), ('v43', 'c45'), ('v15', 'c50'), ('v35', 'c50'), ('v6', 'c50'), ('v16', 'c45'), ('v4', 'c45'), ('v12', 'c45'), ('v14', 'c50'), ('v13', 'c45'), ('v25', 'c45'), ('v10', 'c10'), ('v0', 'c45'), ('v23', 'c10')]"
61,49,"[('v8', 'c21'), ('v40', 'c48'), ('v11', 'c5'), ('v22', 'c9'), ('v62', 'c48'), ('v44', 'c48'), ('v73', 'c21'), ('v33', 'c5'), ('v89', 'c21'), ('v54', 'c9'), ('v7', 'c21'), ('v24', 'c21'), ('v76', 'c5'), ('v5', 'c5'), ('v17', 'c9'), ('v3', 'c9'), ('v18', 'c9'), ('v19', 'c5'), ('v20', 'c48'), ('v30', 'c5'), ('v27', 'c48'), ('v2', 'c9'), ('v46', 'c5'), ('v90', 'c21'), ('v83', 'c5'), ('v21', 'c48'), ('v1', 'c21'), ('v95', 'c48'), ('v98', 'c9'), ('v78', 'c9'), ('v9', 'c21'), ('v43', 'c21'), ('v26', 'c30'), ('v15', 'c30'), ('v72', 'c30'), ('v92', 'c25'), ('v35', 'c5'), ('v6', 'c5'), ('v85', 'c34'), ('v16', 'c34'), ('v4', 'c34'), ('v12', 'c34'), ('v14', 'c30'), ('v13', 'c21'), ('v69', 'c30'), ('v25', 'c21'), ('v10', 'c9'), ('v0', 'c34'), ('v23', 'c9')]"
121,58,"[('v8', 'c21'), ('v40', 'c37'), ('v84', 'c37'), ('v93', 'c37'), ('v11', 'c26'), ('v22', 'c46'), ('v62', 'c37'), ('v44', 'c37'), ('v28', 'c37'), ('v73', 'c21'), ('v33', 'c26'), ('v89', 'c21'), ('v64', 'c40'), ('v54', 'c46'), ('v7', 'c21'), ('v24', 'c21'), ('v76', 'c26'), ('v67', 'c26'), ('v5', 'c26'), ('v17', 'c46'), ('v3', 'c46'), ('v18', 'c46'), ('v19', 'c26'), ('v57', 'c10'), ('v99', 'c3'), ('v20', 'c37'), ('v82', 'c37'), ('v27', 'c37'), ('v68', 'c40'), ('v2', 'c46'), ('v46', 'c26'), ('v90', 'c21'), ('v83', 'c26'), ('v56', 'c40'), ('v51', 'c3'), ('v1', 'c21'), ('v74', 'c3'), ('v98', 'c46'), ('v78', 'c46'), ('v9', 'c21'), ('v43', 'c21'), ('v42', 'c10'), ('v88', 'c3'), ('v35', 'c26'), ('v6', 'c26'), ('v85', 'c34'), ('v16', 'c34'), ('v4', 'c34'), ('v12', 'c34'), ('v13', 'c21'), ('v75', 'c3'), ('v69', 'c26'), ('v25', 'c21'), ('v10', 'c46'), ('v0', 'c34'), ('v48', 'c10'), ('v23', 'c46'), ('v59', 'c10')]"
181,82,"[('v52', 'c12'), ('v8', 'c3'), ('v40', 'c12'), ('v84', 'c12'), ('v93', 'c12'), ('v11', 'c18'), ('v22', 'c17'), ('v45', 'c30'), ('v62', 'c12'), ('v44', 'c12'), ('v34', 'c10'), ('v31', 'c12'), ('v28', 'c39'), ('v73', 'c3'), ('v91', 'c10'), ('v33', 'c18'), ('v89', 'c3'), ('v64', 'c39'), ('v54', 'c17'), ('v96', 'c5'), ('v7', 'c3'), ('v24', 'c3'), ('v47', 'c50'), ('v76', 'c18'), ('v67', 'c18'), ('v5', 'c18'), ('v17', 'c17'), ('v3', 'c17'), ('v53', 'c10'), ('v97', 'c39'), ('v58', 'c39'), ('v18', 'c17'), ('v36', 'c30'), ('v19', 'c18'), ('v57', 'c10'), ('v99', 'c50'), ('v20', 'c39'), ('v82', 'c39'), ('v30', 'c1'), ('v27', 'c39'), ('v68', 'c39'), ('v2', 'c17'), ('v46', 'c18'), ('v87', 'c39'), ('v90', 'c3'), ('v80', 'c30'), ('v83', 'c18'), ('v51', 'c50'), ('v21', 'c39'), ('v49', 'c1'), ('v1', 'c3'), ('v74', 'c50'), ('v32', 'c1'), ('v81', 'c1'), ('v98', 'c17'), ('v78', 'c17'), ('v9', 'c3'), ('v43', 'c3'), ('v26', 'c1'), ('v15', 'c1'), ('v42', 'c10'), ('v88', 'c50'), ('v72', 'c1'), ('v92', 'c1'), ('v35', 'c18'), ('v6', 'c18'), ('v14', 'c1'), ('v13', 'c3'), ('v75', 'c50'), ('v41', 'c39'), ('v70', 'c17'), ('v69', 'c18'), ('v60', 'c39'), ('v71', 'c30'), ('v25', 'c3'), ('v10', 'c17'), ('v77', 'c39'), ('v48', 'c10'), ('v79', 'c17'), ('v23', 'c17'), ('v37', 'c30'), ('v59', 'c10')]"
241,60,"[('v61', 'c28'), ('v52', 'c28'), ('v8', 'c5'), ('v40', 'c28'), ('v84', 'c28'), ('v93', 'c28'), ('v11', 'c29'), ('v22', 'c26'), ('v65', 'c28'), ('v45', 'c5'), ('v62', 'c28'), ('v34', 'c26'), ('v73', 'c5'), ('v91', 'c26'), ('v33', 'c29'), ('v89', 'c5'), ('v54', 'c26'), ('v96', 'c5'), ('v7', 'c5'), ('v24', 'c5'), ('v47', 'c5'), ('v76', 'c29'), ('v67', 'c29'), ('v5', 'c29'), ('v17', 'c26'), ('v3', 'c26'), ('v53', 'c26'), ('v18', 'c26'), ('v19', 'c29'), ('v30', 'c35'), ('v2', 'c26'), ('v46', 'c29'), ('v90', 'c25'), ('v83', 'c29'), ('v51', 'c5'), ('v38', 'c26'), ('v49', 'c35'), ('v1', 'c25'), ('v32', 'c35'), ('v81', 'c35'), ('v9', 'c25'), ('v43', 'c25'), ('v26', 'c35'), ('v15', 'c35'), ('v72', 'c35'), ('v92', 'c35'), ('v35', 'c29'), ('v6', 'c29'), ('v85', 'c25'), ('v16', 'c25'), ('v4', 'c25'), ('v12', 'c25'), ('v14', 'c35'), ('v13', 'c25'), ('v70', 'c26'), ('v39', 'c26'), ('v69', 'c29'), ('v71', 'c5'), ('v25', 'c25'), ('v0', 'c25')]"
301,67,"[('v61', 'c28'), ('v52', 'c28'), ('v8', 'c16'), ('v40', 'c28'), ('v84', 'c28'), ('v93', 'c28'), ('v11', 'c43'), ('v22', 'c5'), ('v65', 'c28'), ('v45', 'c25'), ('v66', 'c50'), ('v62', 'c28'), ('v44', 'c50'), ('v34', 'c5'), ('v31', 'c50'), ('v28', 'c50'), ('v73', 'c25'), ('v91', 'c5'), ('v33', 'c43'), ('v89', 'c16'), ('v64', 'c50'), ('v54', 'c5'), ('v96', 'c25'), ('v7', 'c16'), ('v24', 'c16'), ('v47', 'c25'), ('v76', 'c43'), ('v67', 'c43'), ('v5', 'c43'), ('v17', 'c5'), ('v3', 'c5'), ('v53', 'c5'), ('v97', 'c50'), ('v63', 'c25'), ('v58', 'c50'), ('v18', 'c5'), ('v36', 'c25'), ('v19', 'c43'), ('v99', 'c16'), ('v20', 'c50'), ('v2', 'c5'), ('v90', 'c16'), ('v83', 'c43'), ('v51', 'c16'), ('v38', 'c16'), ('v49', 'c43'), ('v1', 'c26'), ('v74', 'c16'), ('v98', 'c30'), ('v78', 'c30'), ('v9', 'c16'), ('v43', 'c26'), ('v85', 'c26'), ('v16', 'c26'), ('v4', 'c26'), ('v12', 'c26'), ('v13', 'c16'), ('v75', 'c16'), ('v70', 'c5'), ('v39', 'c16'), ('v71', 'c25'), ('v25', 'c25'), ('v10', 'c5'), ('v0', 'c25'), ('v48', 'c5'), ('v79', 'c30'), ('v23', 'c30')]"
361,58,"[('v61', 'c50'), ('v52', 'c50'), ('v8', 'c38'), ('v40', 'c50'), ('v84', 'c50'), ('v93', 'c50'), ('v11', 'c11'), ('v22', 'c30'), ('v65', 'c50'), ('v45', 'c43'), ('v62', 'c50'), ('v34', 'c30'), ('v73', 'c38'), ('v91', 'c30'), ('v89', 'c38'), ('v54', 'c30'), ('v96', 'c43'), ('v7', 'c38'), ('v24', 'c38'), ('v47', 'c43'), ('v76', 'c11'), ('v5', 'c11'), ('v17', 'c30'), ('v3', 'c30'), ('v53', 'c30'), ('v63', 'c43'), ('v18', 'c30'), ('v36', 'c43'), ('v19', 'c11'), ('v57', 'c3'), ('v2', 'c30'), ('v90', 'c38'), ('v51', 'c43'), ('v38', 'c43'), ('v1', 'c38'), ('v74', 'c43'), ('v32', 'c11'), ('v98', 'c3'), ('v78', 'c3'), ('v9', 'c38'), ('v43', 'c38'), ('v26', 'c11'), ('v15', 'c11'), ('v42', 'c3'), ('v92', 'c11'), ('v6', 'c11'), ('v14', 'c11'), ('v13', 'c38'), ('v75', 'c43'), ('v70', 'c30'), ('v39', 'c43'), ('v69', 'c11'), ('v25', 'c38'), ('v10', 'c30'), ('v48', 'c30'), ('v79', 'c3'), ('v23', 'c3'), ('v59', 'c3')]"
421,60,"[('v61', 'c14'), ('v52', 'c14'), ('v8', 'c24'), ('v40', 'c14'), ('v84', 'c14'), ('v93', 'c14'), ('v22', 'c32'), ('v65', 'c14'), ('v45', 'c36'), ('v66', 'c50'), ('v62', 'c14'), ('v44', 'c50'), ('v34', 'c28'), ('v31', 'c50'), ('v28', 'c50'), ('v73', 'c24'), ('v91', 'c28'), ('v89', 'c24'), ('v64', 'c50'), ('v54', 'c32'), ('v96', 'c36'), ('v7', 'c24'), ('v24', 'c24'), ('v47', 'c36'), ('v17', 'c32'), ('v3', 'c32'), ('v53', 'c28'), ('v97', 'c50'), ('v63', 'c36'), ('v58', 'c50'), ('v18', 'c32'), ('v36', 'c36'), ('v57', 'c28'), ('v20', 'c50'), ('v2', 'c32'), ('v90', 'c24'), ('v51', 'c36'), ('v38', 'c36'), ('v1', 'c24'), ('v74', 'c36'), ('v98', 'c32'), ('v78', 'c32'), ('v9', 'c24'), ('v43', 'c24'), ('v42', 'c28'), ('v85', 'c43'), ('v16', 'c43'), ('v4', 'c43'), ('v12', 'c43'), ('v13', 'c24'), ('v75', 'c36'), ('v70', 'c28'), ('v39', 'c36'), ('v25', 'c24'), ('v10', 'c32'), ('v0', 'c43'), ('v48', 'c28'), ('v79', 'c28'), ('v23', 'c32'), ('v59', 'c28')]"
481,70,"[('v61', 'c7'), ('v52', 'c14'), ('v8', 'c44'), ('v40', 'c7'), ('v84', 'c14'), ('v93', 'c14'), ('v22', 'c12'), ('v65', 'c7'), ('v45', 'c37'), ('v66', 'c14'), ('v62', 'c7'), ('v44', 'c7'), ('v34', 'c12'), ('v31', 'c14'), ('v28', 'c14'), ('v73', 'c23'), ('v91', 'c12'), ('v89', 'c37'), ('v64', 'c22'), ('v54', 'c12'), ('v96', 'c37'), ('v7', 'c44'), ('v24', 'c44'), ('v17', 'c12'), ('v3', 'c12'), ('v53', 'c12'), ('v97', 'c14'), ('v63', 'c37'), ('v58', 'c14'), ('v18', 'c12'), ('v57', 'c39'), ('v99', 'c37'), ('v20', 'c7'), ('v82', 'c22'), ('v27', 'c7'), ('v68', 'c14'), ('v2', 'c12'), ('v87', 'c22'), ('v94', 'c7'), ('v80', 'c37'), ('v56', 'c22'), ('v21', 'c7'), ('v29', 'c22'), ('v1', 'c44'), ('v98', 'c39'), ('v78', 'c39'), ('v9', 'c44'), ('v42', 'c39'), ('v85', 'c23'), ('v16', 'c44'), ('v4', 'c44'), ('v12', 'c44'), ('v13', 'c44'), ('v75', 'c37'), ('v41', 'c22'), ('v70', 'c12'), ('v39', 'c37'), ('v60', 'c14'), ('v71', 'c37'), ('v25', 'c44'), ('v10', 'c12'), ('v77', 'c22'), ('v0', 'c44'), ('v86', 'c22'), ('v50', 'c22'), ('v48', 'c12'), ('v79', 'c39'), ('v55', 'c22'), ('v23', 'c39'), ('v59', 'c39')]"
541,33,"[('v61', 'c41'), ('v52', 'c41'), ('v8', 'c48'), ('v40', 'c41'), ('v84', 'c41'), ('v93', 'c41'), ('v22', 'c37'), ('v65', 'c41'), ('v62', 'c41'), ('v34', 'c37'), ('v91', 'c37'), ('v7', 'c48'), ('v24', 'c48'), ('v17', 'c37'), ('v3', 'c37'), ('v53', 'c37'), ('v18', 'c37'), ('v2', 'c37'), ('v1', 'c48'), ('v78', 'c37'), ('v9', 'c48'), ('v16', 'c48'), ('v4', 'c48'), ('v12', 'c48'), ('v13', 'c48'), ('v75', 'c8'), ('v70', 'c37'), ('v71', 'c8'), ('v25', 'c48'), ('v10', 'c37'), ('v0', 'c48'), ('v48', 'c37'), ('v79', 'c37')]"
