time-step,number of users,number of winners,prices
1,8,8,0
61,8,8,0
121,14,12,0
181,18,17,0
241,24,24,0
301,25,25,0
361,25,18,0
421,25,10,0
481,25,10,0
541,25,22,0
601,25,25,0
661,21,17,0
721,13,13,0
781,10,9,0
